Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,494,8066265,3466.3794585303,494,185727,480123,78896,280,89936,1114,15379,145279,0,0,207100,0,95741,0,0,0,0,4470,7,0,0,0,0,0,16,0,203,0,0,0,0,54
1,1,494,8066265,3466.3794585303,494,185727,480123,637915,280,89936,1114,15379,145279,0,0,207100,0,95741,0,0,0,0,4470,7,0,0,0,0,0,16,0,203,0,0,0,0,54
2,-1,512,7988272.5,3432.86312849162,512,184513,491264,73534,232,84605,2449,15438,153829,0,0,214152,0,94322,0,0,0,0,3,5,0,0,1,0,0,11,0,214,0,0,0,0,1
2,1,512,7988272.5,3432.86312849162,512,184513,491264,638332,232,84605,2449,15438,153829,0,0,214152,0,94322,0,0,0,0,3,5,0,0,1,0,0,11,0,214,0,0,0,0,1
3,-1,573,7930825,3408.1757627847,573,187649,570115,79764,269,98270,2884,23106,172563,0,0,252880,4,99908,0,0,0,0,264,13,0,0,0,0,0,13,0,238,0,0,0,0,5
3,1,573,7930825,3408.1757627847,573,187649,570115,729643,269,98270,2884,23106,172563,0,0,252880,4,99908,0,0,0,0,264,13,0,0,0,0,0,13,0,238,0,0,0,0,5
4,-1,611,8239680,3540.9024495058,611,187727,582424,72435,249,93694,1881,29754,169314,0,0,264573,89,95551,0,0,0,0,3,12,0,0,0,0,0,6,0,231,0,0,0,0,0
4,1,611,8239680,3540.9024495058,611,187727,582424,727294,249,93694,1881,29754,169314,0,0,264573,89,95551,0,0,0,0,3,12,0,0,0,0,0,6,0,231,0,0,0,0,0
5,-1,704,9191405,3949.89471422432,704,187787,665515,59721,210,89866,613,35114,249139,0,0,269766,2004,78710,0,0,0,0,24,13,0,0,3,0,0,5,5,183,0,0,0,0,1
5,1,704,9191405,3949.89471422432,704,187787,665515,784957,210,89866,613,35114,249139,0,0,269766,2004,78710,0,0,0,0,24,13,0,0,3,0,0,5,5,183,0,0,0,0,1
