Time, Ecoregion, NumSites,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM
0, eco1,93059,898.02723,33.84767728,89.23529159,1554.161027,2677.739165,6.174899795,2899.600458,434.4089019,147.2657454,15.88608302,622.4431597,0.007984182,0.001128316,0.07089051, ,83569516,3149831,8304147,144628671,249187729,574630,269833919,40425658,13704403,1478343,57923938,743,105,6597,,976.5694415,71.43028713,247.6641373,1266.71405,2536.077045,3.20807969,2526.028325,570.4304255,189.5164904,22.77765421,1428.826439,0.007976459,0.001037631,0.056436508
10, eco1,93059,857.7150625,25.99324085,94.90656465,1440.029637,2974.948334,6.174899795,2635.282283,417.3939759,45.34325535,15.94728076,712.0066947,0.024371635,0.001128316,0.015807176, ,79818106,2418905,8831910,134007718,276845717,574630,245236734,38842266,4219598,1484038,66258631,2268,105,1471,,927.8018337,52.41894768,256.1996137,1143.085453,2833.678441,3.20807969,2311.210932,524.8408327,83.56904772,22.81603061,1594.200449,0.055079605,0.001037631,0.008604359
20, eco1,93059,702.8599491,15.91371066,82.32256955,1078.909101,3308.636338,6.174899795,2178.589723,285.9574464,28.67609796,16.09269388,813.4866805,0.005458902,0.001128316,0, ,65407444,1480914,7660856,100402202,307898389,574630,202737381,26610914,2668569,1497570,75702257,508,105,0,,773.9458197,30.29419778,218.4243753,827.5141278,3157.71512,3.20807969,1863.088114,346.4603199,46.64227789,22.898509,1746.499101,0.005076412,0.001037631,0
30, eco1,93059,585.286947,11.37305365,57.67129456,780.3457806,3536.699739,6.106523818,1558.222311,160.8150851,9.145219699,16.18136881,865.1341729,0,0,0, ,54466218,1058365,5366833,72618198,329121741,568267,145006610,14965291,851045,1505822,80508521,0,0,0,,658.0856392,19.11845494,159.6170289,598.0447246,3391.99686,3.174220978,1345.563311,196.3380976,15.15504342,22.79449044,1812.132721,0,0,0
40, eco1,93059,495.2961132,9.01035902,53.23692496,577.3444804,3776.954513,6.040275524,1191.820974,73.96871877,5.429308288,17.74602134,941.8744882,0,0,0, ,46091761,838495,4954175,53727100,351479610,562102,110909668,6883455,505246,1651427,87649898,0,0,0,,562.5242008,12.85740816,147.6337161,435.9271104,3641.552829,3.140734749,1060.499106,107.7506758,8.614346984,24.13840939,1875.9416,0,0,0
50, eco1,93059,409.061821,6.915537455,58.79431329,530.4575914,4131.05777,5.761291224,764.4033355,47.87588519,3.299691594,25.68593043,1118.789091,0,0,0, ,38066884,643553,5471340,49363853,384432105,536140,71134610,4455282,307066,2390307,104113394,0,0,0,,461.5232536,8.247690605,155.8211389,391.0536961,3975.08806,3.006060832,676.8841099,67.55398876,5.866007194,29.84604742,1978.537903,0,0,0
60, eco1,93059,321.4316616,5.67869846,61.79211038,417.8240149,4433.072019,5.658840091,324.7809239,40.56588831,1.647470959,32.16736694,1288.457957,0,0,0, ,29912109,528454,5750312,38882285,412537249,526606,30223788,3775021,153312,2993463,119902609,0,0,0,,362.5735175,5.541744711,159.1320506,304.7467647,4248.619227,2.957579499,274.6767698,55.04225554,3.073725044,34.97245754,2036.723506,0,0,0
70, eco1,93059,243.0589841,4.582490678,62.62974027,234.3159179,4690.63709,5.477858133,159.8772392,35.46112681,1.048592828,37.67692539,1526.767481,0,0,0, ,22618826,426442,5828261,21805205,436505997,509764,14878016,3299977,97581,3506177,142079455,0,0,0,,280.3337236,3.496211315,159.1405379,180.178877,4537.549141,2.869806522,128.5700854,49.47561832,2.135605125,43.11061683,2169.571804,0,0,0
80, eco1,93059,181.8660527,3.589776378,61.44864011,89.28136988,4756.739509,5.007242717,93.62352916,33.87308052,0.65772252,40.53155525,1792.133281,0,0,0, ,16924273,334061,5718349,8308435,442657422,465969,8712512,3152195,61207,3771826,166774131,0,0,0,,210.412988,2.19790026,153.6817983,78.98429718,4637.248723,2.628799327,76.05483483,47.84668596,1.262361117,48.00248499,2342.729066,0,0,0
90, eco1,93059,143.6986428,2.730697729,52.99701265,35.67783879,4794.322967,4.388742626,29.09403712,22.25055073,0.350046745,39.66251518,2111.506517,0,0,0, ,13372452,254116,4931849,3320144,446154901,408412,2707462,2070614,32575,3690954,196494685,0,0,0,,161.1366055,1.55286067,125.3654431,33.44907092,4594.028043,2.307144225,23.3637989,30.21615725,0.679414457,45.04232472,2493.148195,0,0,0
