Time, Ecoregion, NumSites,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM
100, eco1,93059,108.7193286,1.950912862,44.4797709,21.34011756,4760.213434,3.620230177,5.732245135,17.5182841,0.182959198,38.14763752,2419.932484,0,0,0, ,10117312,181550,4139243,1985890,442980702,336895,533437,1630234,17026,3549981,225196497,0,0,0,,121.2658518,1.143693329,107.6873537,20.91982036,4585.066446,1.905910774,4.853225703,22.93254864,0.274466817,42.48187072,2696.097388,0,0,0
110, eco1,93059,97.91970685,1.537239816,38.64379587,7.702221172,4520.623132,2.741615534,2.520809379,21.49215014,0.052826701,37.19120128,2588.853545,0,0,0, ,9112310,143054,3596153,716761,420684668,255132,234584,2000038,4916,3460976,240916122,0,0,0,,111.0537812,0.895502533,97.55472841,10.40165915,4437.062934,1.447565025,2.708579882,30.36888596,0.101395215,40.44711272,2832.313035,0,0,0
120, eco1,93059,92.71125845,1.066656637,30.25291482,1.560386422,4345.530653,1.98198992,1.806316423,21.25411836,0.013786952,36.41283487,2779.623099,0,0,0, ,8627617,99262,2815306,145208,404390737,184442,168094,1977887,1283,3388542,258668946,0,0,0,,109.0372856,0.635977608,83.17832893,2.270901622,4368.938987,1.050774765,2.039312928,31.78924907,0.028808906,39.21864757,3035.946597,0,0,0
130, eco1,93059,70.96655885,0.686005652,25.3517231,1.013711731,4454.529879,1.474580642,1.153107169,18.82176899,0.009735759,36.29771435,3110.789467,0,0,0, ,6604077,63839,2359206,94335,414534096,137223,107307,1751535,906,3377829,289486957,0,0,0,,86.04635286,0.42463071,66.15868843,1.244785237,4536.451465,0.785178366,1.324273126,26.84580797,0.032576306,39.29367098,3365.901952,0,0,0
0, eco2,51531,1204.408822,185.7434166,682.5883449,1130.324154,2630.63715,0.00304671,2383.804564,727.3343424,232.3187596,39.57957346,1445.751606,0.012012187,0.001668898,0.059653413, ,62064391,9571544,35174460,58246734,135559363,157,122839833,37480266,11971618,2039575,74501026,619,86,3074,,,,,,,,,,,,,,,
10, eco2,51531,1129.770701,133.9381537,695.7812773,988.2405542,2920.397974,0.00304671,2159.912655,644.1089247,113.9248996,39.52723603,1491.924395,0.138557373,0.001668898,0, ,58218214,6901967,35854305,50925024,150491028,157,111302459,33191577,5870664,2036878,76880356,7140,86,0,,,,,,,,,,,,,,,
20, eco2,51531,968.5266733,76.28507112,590.9081718,676.3168772,3261.728649,0.00304671,1572.981545,407.1537327,65.11131164,39.50709282,1553.895345,0.006753217,0.001668898,0, ,49909148,3931046,30450089,34851285,168080139,157,81057312,20981039,3355251,2035840,80073781,348,86,0,,,,,,,,,,,,,,,
30, eco2,51531,822.4382411,46.63086298,438.827696,500.2826842,3506.991151,0.00304671,1061.843395,241.6391298,23.57080204,39.17422522,1538.817527,0,0,0, ,42381065,2402935,22613230,25780067,180718761,157,54717852,12451906,1214627,2018687,79296806,0,0,0,,,,,,,,,,,,,,,
40, eco2,51531,691.7332285,29.31922532,406.6869263,358.8749102,3791.710427,0.00304671,851.2918826,151.0153112,16.91793289,40.67177039,1552.945528,0,0,0, ,35645705,1510849,20956984,18493183,195390630,157,43867922,7781970,871798,2095857,80024836,0,0,0,,,,,,,,,,,,,,,
50, eco2,51531,567.0088879,16.89485941,422.2529157,305.6380237,4181.855718,0.00304671,534.2945411,105.2114067,12.24792843,45.8757641,1669.539423,0,0,0, ,29218535,870609,21759115,15749833,215495207,157,27532732,5421649,631148,2364024,86033036,0,0,0,,,,,,,,,,,,,,,
60, eco2,51531,437.1282529,9.615920514,428.334323,231.2887194,4401.113078,0.00304671,184.9771982,86.14591217,6.482001126,51.66726825,1754.827638,0,0,0, ,22525656,495518,22072496,11918539,226793758,157,9532060,4439185,334024,2662466,90428023,0,0,0,,,,,,,,,,,,,,,
70, eco2,51531,336.7326076,4.346859172,426.6717898,144.1995304,4689.283286,0.007587666,66.80204149,78.00914013,4.593720285,67.37092236,1999.024432,0,0,0, ,17352168,223998,21986824,7430746,241643457,391,3442376,4019889,236719,3471691,103011728,0,0,0,,,,,,,,,,,,,,,
80, eco2,51531,256.5597019,1.487997516,412.1774466,68.52653742,4754.511323,0.007548854,38.56895849,75.52498496,2.757097669,76.73060876,2283.338767,0,0,0, ,13220778,76678,21239916,3531241,245004723,389,1987497,3891878,142076,3954005,117662730,0,0,0,,,,,,,,,,,,,,,
90, eco2,51531,188.5610215,0.710174458,333.9105005,26.03813239,4526.675496,0.007354796,11.40627972,46.26997341,1.581048301,69.57848674,2451.267664,0,0,0, ,9716738,36596,17206742,1341771,233264115,379,587777,2384338,81473,3585449,126316274,0,0,0,,,,,,,,,,,,,,,
100, eco2,51531,139.9723079,0.632725932,289.8627816,17.90921969,4496.459995,0.007005492,2.627874483,34.45359104,0.587917952,64.94644001,2715.60973,0,0,0, ,7212913,32605,14936919,922880,231707080,361,135417,1775428,30296,3346755,139938085,0,0,0,,,,,,,,,,,,,,,
110, eco2,51531,134.8998467,0.483281908,263.8563583,12.17319672,4376.792028,0.006500941,1.552715841,46.63390969,0.230327376,59.95889853,2894.045972,0,0,0, ,6951524,24904,13596782,627297,225540470,335,80013,2403092,11869,3089742,149133083,0,0,0,,,,,,,,,,,,,,,
120, eco2,51531,142.2332965,0.390755079,229.7533718,2.594360676,4385.455512,0.006035202,1.558906289,49.91676855,0.067823252,57.00308552,3157.470979,0,0,0, ,7329424,20136,11839421,133690,225986908,311,80332,2572261,3495,2937426,162707637,0,0,0,,,,,,,,,,,,,,,
130, eco2,51531,118.3336826,0.305020279,181.4580156,1.344802158,4574.814345,0.005453028,0.960256933,41.39061924,0.083483728,56.9477596,3518.249985,0,0,0, ,6097853,15718,9350713,69299,235744758,281,49483,2132900,4302,2934575,181298940,0,0,0,,,,,,,,,,,,,,,
0, eco3,43338,874.3097282,16.20693156,70.70974664,811.6579676,2119.451636,0.648414786,1892.973811,675.9408602,229.346855,17.59751258,3140.235613,0.003161198,9.23E-05,0.0215746, ,37890835,702376,3064419,35175633,91852795,28101,82037699,29293925,9939434,762641,136091531,137,4,935,,,,,,,,,,,,,,,
10, eco3,43338,838.1471918,12.23212885,79.85753842,689.5800683,2427.218077,0.648414786,1795.238705,613.7441737,129.556094,17.69474826,3610.132332,0.021759195,9.23E-05,0.003368868, ,36323623,530116,3460866,29885021,105190777,28101,77802055,26598445,5614702,766855,156455915,943,4,146,,,,,,,,,,,,,,,
20, eco3,43338,695.2212377,6.487793622,67.77218607,467.47861,2709.967211,0.648414786,1530.5674,404.2097466,63.26018736,17.76411002,3978.957151,0.002261295,9.23E-05,0, ,30129498,281168,2937111,20259588,117444559,28101,66331730,17517642,2741570,769861,172440045,98,4,0,,,,,,,,,,,,,,,
30, eco3,43338,618.9818404,3.036434538,46.52835848,322.8364022,2944.544834,0.648414786,1226.280862,218.7509576,18.05309428,17.51843648,4170.592805,0,0,0, ,26825435,131593,2016446,13991084,127610684,28101,53144560,9480229,782385,759214,180745151,0,0,0,,,,,,,,,,,,,,,
40, eco3,43338,553.2461581,1.544210623,42.30352116,223.8826665,3172.262218,0.645461258,1027.271355,128.8463704,5.580160598,18.20570862,4265.707208,0,0,0, ,23976582,66923,1833350,9702627,137479500,27973,44519886,5583944,241833,788999,184867219,0,0,0,,,,,,,,,,,,,,,
50, eco3,43338,448.7452813,0.82629563,47.36489916,193.2773317,3394.319927,0.660528866,658.5014306,65.0319581,3.788199732,19.71888412,4192.077184,0,0,0, ,19447723,35810,2052700,8376253,147103037,28626,28538135,2818355,164173,854577,181676241,0,0,0,,,,,,,,,,,,,,,
60, eco3,43338,362.2675481,0.403271955,48.05390189,149.2829849,3671.22403,0.670289353,273.7460889,49.14336148,2.083690987,21.14483825,3978.650215,0,0,0, ,15699951,17477,2082560,6469626,159103507,29049,11863608,2129775,90303,916375,172426743,0,0,0,,,,,,,,,,,,,,,
70, eco3,43338,293.312151,0.152198994,48.2689095,106.7124694,4028.406502,0.672896765,134.7899534,45.64096174,1.546910333,25.93160737,3752.644492,0,0,0, ,12711562,6596,2091878,4624705,174583081,29162,5841527,1977988,67040,1123824,162632107,0,0,0,,,,,,,,,,,,,,,
80, eco3,43338,216.840671,0.053255803,44.36863722,69.30834372,4241.23709,0.63840048,82.90239513,44.94113711,0.783377175,29.88555079,3595.632632,0,0,0, ,9397441,2308,1922848,3003685,183806733,27667,3592824,1947659,33950,1295180,155827527,0,0,0,,,,,,,,,,,,,,,
90, eco3,43338,165.9718953,0.025704924,32.79076099,37.47524113,4244.023397,0.571923024,25.27742397,28.23180581,0.314573815,27.41960866,3362.439314,0,0,0, ,7192890,1114,1421086,1624102,183927486,24786,1095473,1223510,13633,1188311,145721395,0,0,0,,,,,,,,,,,,,,,
100, eco3,43338,125.9639116,0.017928838,26.79650653,23.59707416,4314.333495,0.482671097,5.611772578,20.85943052,0.098250958,25.07723014,3265.90078,0,0,0, ,5459024,777,1161307,1022650,186974585,20918,243203,904006,4258,1086797,141537608,0,0,0,,,,,,,,,,,,,,,
110, eco3,43338,110.9022336,0.007660713,26.31247404,14.09167474,4329.300498,0.382366514,4.486155337,30.08985186,0.052378975,24.23801283,3281.686257,0,0,0, ,4806281,332,1140330,610705,187623225,16571,194421,1304034,2270,1050427,142221719,0,0,0,,,,,,,,,,,,,,,
120, eco3,43338,104.6222253,0.002768933,22.53934192,3.411971019,4399.564378,0.29343763,3.110849601,32.85666159,0.014675343,24.09695879,3441.847547,0,0,0, ,4534118,120,976810,147868,190668321,12717,134818,1423942,636,1044314,149162789,0,0,0,,,,,,,,,,,,,,,
130, eco3,43338,80.0357423,0.005607088,16.68630301,1.622040703,4666.745051,0.231967327,2.124648115,26.78120818,0.021090036,24.73526697,3732.551687,0,0,0, ,3468589,243,723151,70296,202247397,10053,92078,1160644,914,1071977,161761325,0,0,0,,,,,,,,,,,,,,,
