Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 411, 1107, 605, 408, 1, 2, 
10, 420, 1087, 788, 773, 5, 2, 
10, 502, 977, 1027, 0, 0, 0, 
10, 525, 1139, 256, 232, 2, 2, 
10, 554, 853, 1028, 847, 11, 2, 
10, 583, 1100, 4, 3, 1, 3, 
10, 600, 1060, 805, 761, 3, 2, 
10, 601, 899, 98, 0, 0, 0, 
10, 652, 831, 97, 1, 1, 3, 
10, 654, 733, 43, 32, 22, 3, 
10, 659, 784, 210, 208, 65, 3, 
10, 677, 678, 131, 130, 68, 3, 
10, 708, 532, 46, 46, 234, 4, 
10, 716, 519, 49, 43, 6, 2, 
10, 735, 713, 157, 113, 6, 2, 
10, 739, 538, 507, 503, 162, 3, 
10, 788, 580, 256, 256, 101, 3, 
10, 812, 640, 78, 0, 0, 0, 
10, 813, 359, 1469, 1469, 145, 2, 
10, 837, 445, 87, 79, 37, 3, 
10, 847, 298, 858, 857, 453, 3, 
10, 848, 334, 255, 255, 132, 3, 
10, 848, 542, 27, 27, 20, 3, 
10, 878, 412, 1135, 1084, 16, 1, 
10, 904, 399, 1076, 986, 53, 2, 
10, 912, 359, 288, 288, 132, 3, 
10, 941, 403, 169, 161, 43, 3, 
10, 946, 355, 334, 332, 166, 3, 
10, 977, 329, 187, 0, 0, 0, 
10, 997, 469, 395, 329, 16, 2, 
20, 271, 1461, 176, 172, 143, 3, 
20, 319, 1383, 151, 151, 646, 4, 
20, 334, 1361, 263, 196, 9, 2, 
20, 366, 1205, 446, 445, 44, 2, 
20, 443, 1185, 33, 0, 0, 0, 
20, 473, 994, 385, 0, 0, 0, 
20, 474, 1214, 872, 867, 670, 3, 
20, 539, 955, 259, 259, 234, 3, 
20, 575, 814, 741, 719, 31, 2, 
20, 590, 951, 303, 295, 86, 2, 
20, 595, 875, 58, 27, 4, 2, 
20, 628, 1039, 311, 309, 238, 3, 
20, 661, 671, 403, 403, 385, 3, 
20, 681, 599, 352, 340, 89, 2, 
20, 708, 510, 284, 283, 229, 3, 
20, 724, 770, 398, 397, 505, 3, 
20, 749, 601, 154, 0, 0, 0, 
20, 773, 478, 519, 518, 487, 3, 
20, 776, 725, 34, 0, 0, 0, 
20, 799, 661, 136, 0, 0, 0, 
20, 805, 554, 219, 219, 214, 3, 
20, 819, 440, 8, 0, 0, 0, 
20, 883, 352, 274, 273, 68, 2, 
20, 884, 515, 370, 346, 34, 2, 
20, 889, 495, 462, 446, 63, 2, 
20, 921, 482, 4, 0, 0, 0, 
20, 1000, 437, 458, 457, 541, 3, 
30, 293, 1425, 348, 348, 559, 3, 
30, 383, 1173, 151, 151, 8, 2, 
30, 393, 1324, 38, 37, 36, 3, 
30, 417, 1277, 225, 211, 25, 2, 
30, 424, 1171, 42, 42, 301, 5, 
30, 499, 994, 1254, 1254, 9879, 5, 
30, 580, 881, 387, 0, 0, 0, 
30, 591, 1112, 151, 151, 1184, 5, 
30, 619, 941, 290, 290, 517, 3, 
30, 658, 831, 17, 17, 1, 2, 
30, 714, 529, 613, 613, 792, 3, 
30, 726, 525, 67, 1, 5, 5, 
30, 768, 673, 56, 56, 574, 5, 
30, 769, 620, 536, 500, 22, 1, 
30, 771, 670, 256, 0, 0, 0, 
30, 777, 724, 521, 511, 116, 2, 
30, 788, 430, 168, 168, 830, 4, 
30, 790, 423, 33, 32, 22, 2, 
30, 844, 443, 208, 207, 26, 2, 
30, 847, 400, 4, 4, 3, 2, 
30, 850, 328, 69, 65, 16, 2, 
30, 902, 717, 1197, 1197, 1805, 3, 
30, 930, 505, 156, 118, 4, 2, 
30, 960, 305, 610, 610, 1214, 3, 
40, 459, 1122, 834, 11, 2, 1, 
40, 513, 1127, 270, 1, 3, 3, 
40, 525, 1254, 891, 0, 0, 0, 
40, 568, 900, 141, 140, 213, 3, 
40, 580, 975, 114, 114, 207, 3, 
40, 697, 589, 199, 199, 389, 3, 
40, 721, 600, 519, 519, 181, 2, 
40, 743, 650, 533, 533, 1051, 3, 
40, 743, 756, 598, 598, 435, 1.93, 
40, 763, 678, 237, 237, 429, 3, 
40, 779, 587, 305, 305, 2304, 5, 
40, 780, 566, 38, 37, 12, 2, 
