Time,NEEC,SOMTC,AGB,AG_NPPC,MineralN,C_DeadWood,
0, 0, 23572.6, 11451.9, 0, 2, 125.8, 
5, 27.3, 23278.7, 11521.1, 146, 0.25, 96.4, 
10, -11.2, 23222.1, 11533.1, 196.9, 0.22, 116.6, 
15, -25.8, 23239.3, 11685.5, 239.1, 0.28, 122, 
20, 22.6, 23251.7, 11693.2, 189, 0.31, 119.4, 
