Time,PopulationZone,TotalSites,SpeciesName,SpeciesIndex,AverageForage,AverageForageInReach,AverageBiomassBrowsed,AverageBiomassRemoved,TotalCohortsKilled,
3, 1, 140433, QURU, 19, 0.0771426374142831, 0.00262170857277136, 0.000131797036660208, 0.000131797036660208, 0, 
3, 1, 140433, SODE3, 20, 0.943230572814405, 0.437088734355058, 0.335415618249734, 0.438784645641411, 747, 
3, 1, 140433, THOC2, 21, 31.9080311208661, 0.835492017332545, 0.0826433044985756, 0.0826433044985756, 0, 
3, 1, 140433, Shrub, 22, 1.81209947181826, 1.05510384852976, 0.644212003819291, 0.72105549239382, 360, 
4, 1, 140433, ABBA, 0, 12.5810195826749, 3.25859435228228, 0.852696279193455, 0.863144121797021, 37, 
4, 1, 140433, ACRU, 1, 1.51084562645071, 0.0442489547287876, 0.042403491190461, 0.0578019231829461, 110, 
4, 1, 140433, ACSA3, 2, 23.829399631981, 0.785374686568869, 0.27629835649733, 0.277556961498433, 7, 
4, 1, 140433, ACSP2, 3, 0.148276465742961, 0.128266949710441, 0.093679223176313, 0.124912429289648, 181, 
4, 1, 140433, ALIN2, 4, 1.23097507850765, 0, 0, 0, 0, 
4, 1, 140433, BEAL2, 5, 28.9919418806448, 0.823112224343662, 0.281144408058807, 0.281144408058807, 0, 
4, 1, 140433, BEPA, 6, 61.3743013250702, 1.8480117641928, 1.07544936100244, 1.11552614281971, 75, 
4, 1, 140433, CRDO2, 7, 0.0730465232530829, 0.0158644877539468, 0.00187216014532922, 0.00187216014532922, 0, 
4, 1, 140433, FRNI, 8, 0.422509222191305, 0, 0, 0, 0, 
4, 1, 140433, LALA, 9, 1.99001892717506, 0, 0, 0, 0, 
4, 1, 140433, PIGL, 10, 35.8659151054383, 0, 0, 0, 0, 
4, 1, 140433, PIMA, 11, 10.8076461857246, 0, 0, 0, 0, 
4, 1, 140433, PIBA2, 12, 2.67397524513431, 0, 0, 0, 0, 
4, 1, 140433, PIRE, 13, 0.20360463993506, 0, 0, 0, 0, 
4, 1, 140433, PIST, 14, 6.02900198671305, 0.212348111047565, 0.0237961641700617, 0.0237961641700617, 0, 
4, 1, 140433, POBA2, 15, 1.72733363525665, 0.105265659780823, 0.0488951661697599, 0.0491821642400141, 4, 
4, 1, 140433, POGR4, 16, 3.26444328897079, 0.00237327978466601, 0.00215164620527057, 0.0025724589771974, 4, 
4, 1, 140433, POTR5, 17, 74.741389266613, 1.00327692550885, 0.75323891273471, 0.816925246205207, 148, 
4, 1, 140433, PRVI, 18, 0.0617037287439643, 0.0215943698325917, 0.00886513997378247, 0.0102517086577817, 10, 
4, 1, 140433, QURU, 19, 0.0770465745230823, 0.00256023584200295, 0.000128011792100147, 0.000128011792100147, 0, 
4, 1, 140433, SODE3, 20, 0.940070566752653, 0.433940759653447, 0.340677025944372, 0.443777182923847, 743, 
4, 1, 140433, THOC2, 21, 31.9230147055724, 0.843699066030439, 0.0970105042072729, 0.0970105042072729, 0, 
4, 1, 140433, Shrub, 22, 1.80172106527817, 1.04878688693838, 0.704521753369491, 0.806357531319449, 491, 
5, 1, 140433, ABBA, 0, 12.5824567484638, 3.25564166667393, 0.768030684055117, 0.770850381419694, 19, 
5, 1, 140433, ACRU, 1, 1.5106580799905, 0.0443042913515657, 0.0421497600121522, 0.0581806497475149, 115, 
5, 1, 140433, ACSA3, 2, 23.8145873588639, 0.784342023778825, 0.243725023066321, 0.243725023066321, 0, 
5, 1, 140433, ACSP2, 3, 0.147120491821342, 0.127112128108788, 0.0904413500532447, 0.115488631476625, 154, 
5, 1, 140433, ALIN2, 4, 1.23622864711331, 0, 0, 0, 0, 
5, 1, 140433, BEAL2, 5, 28.9769794642603, 0.823310244952764, 0.244476039928914, 0.244476039928914, 0, 
5, 1, 140433, BEPA, 6, 61.3320513810891, 1.83810594365814, 0.959196500830472, 0.981151064471004, 46, 
5, 1, 140433, CRDO2, 7, 0.0732007502510107, 0.0159897472549187, 0.00178042394417181, 0.00178042394417181, 0, 
5, 1, 140433, FRNI, 8, 0.423611219585081, 0, 0, 0, 0, 
5, 1, 140433, LALA, 9, 1.99228101087334, 0, 0, 0, 0, 
5, 1, 140433, PIGL, 10, 35.8974637756225, 0, 0, 0, 0, 
5, 1, 140433, PIMA, 11, 10.8368404691195, 0, 0, 0, 0, 
5, 1, 140433, PIBA2, 12, 2.67558067975439, 0, 0, 0, 0, 
5, 1, 140433, PIRE, 13, 0.203659533015746, 0, 0, 0, 0, 
5, 1, 140433, PIST, 14, 6.03141014967178, 0.214627569000936, 0.0215050167135248, 0.0215050167135248, 0, 
5, 1, 140433, POBA2, 15, 1.72631565059503, 0.104247675119094, 0.0439110695547009, 0.0441883832915007, 2, 
5, 1, 140433, POGR4, 16, 3.26066742844401, 0.00228691104401225, 0.00200048585731905, 0.00213914272571894, 1, 
5, 1, 140433, POTR5, 17, 74.6865475705554, 0.988193047038541, 0.660835778260721, 0.697976566506011, 107, 
5, 1, 140433, PRVI, 18, 0.0616676858080363, 0.0215812616769506, 0.00856603108750383, 0.0108053395121624, 16, 
5, 1, 140433, QURU, 19, 0.0771010916237638, 0.0026320480229006, 0.00013160240114503, 0.00013160240114503, 0, 
5, 1, 140433, SODE3, 20, 0.937392713661906, 0.431289037173049, 0.329738316807074, 0.437818183003392, 779, 
5, 1, 140433, THOC2, 21, 31.9360399309217, 0.847299806687179, 0.0860927244049541, 0.0860927244049541, 0, 
5, 1, 140433, Shrub, 22, 1.79259402939553, 1.04515681051248, 0.639964036467613, 0.71645866809173, 376, 
6, 1, 140433, ABBA, 0, 13.7966139469273, 3.09187361732487, 0.61295562683794, 0.627453185461003, 35, 
6, 1, 140433, ACRU, 1, 1.57028719971681, 0.0923769076056449, 0.0544038084433634, 0.075993850604608, 95, 
6, 1, 140433, ACSA3, 2, 23.6180018357859, 0.829327344225501, 0.192204939688154, 0.193112494178092, 2, 
6, 1, 140433, ACSP2, 3, 0.14401819115908, 0.0242873404465749, 0.0134417231004181, 0.0160712019450604, 13, 
6, 1, 140433, ALIN2, 4, 2.02233384460929, 0, 0, 0, 0, 
6, 1, 140433, BEAL2, 5, 28.3543638419096, 0.934931711045982, 0.211364737616003, 0.211364737616003, 0, 
6, 1, 140433, BEPA, 6, 61.855893449068, 2.04090151523047, 0.721699141104049, 0.736256586219513, 34, 
6, 1, 140433, CRDO2, 7, 0.119040169571788, 0.0559488522265069, 0.00795902775425173, 0.00826407286473146, 1, 
6, 1, 140433, FRNI, 8, 0.510027403815341, 0, 0, 0, 0, 
6, 1, 140433, LALA, 9, 2.34083741001058, 0, 0, 0, 0, 
6, 1, 140433, PIGL, 10, 38.6252487150435, 0, 0, 0, 0, 
6, 1, 140433, PIMA, 11, 13.1141620730166, 0, 0, 0, 0, 
6, 1, 140433, PIBA2, 12, 2.8844546794557, 0, 0, 0, 0, 
6, 1, 140433, PIRE, 13, 0.213405686697572, 0, 0, 0, 0, 
6, 1, 140433, PIST, 14, 6.11969759770783, 0.336278989181102, 0.0248040604483775, 0.0248040604483775, 0, 
6, 1, 140433, POBA2, 15, 1.74595643780315, 0.0394548206618591, 0.0164324692676673, 0.0171077646501619, 2, 
6, 1, 140433, POGR4, 16, 2.80438886879622, 0.0650656669844646, 0.0280223618550938, 0.0280223618550938, 0, 
6, 1, 140433, POTR5, 17, 72.2182444550045, 0.736405441401146, 0.387814156790566, 0.432977827853867, 103, 
6, 1, 140433, PRVI, 18, 0.0939132508789964, 0.0549491270619415, 0.0178824501540051, 0.0196439258230225, 12, 
6, 1, 140433, QURU, 19, 0.0778671508833395, 0.00380566960757087, 0.000206350756501918, 0.000206350756501918, 0, 
6, 1, 140433, SODE3, 20, 1.2282962253736, 0.722592215633491, 0.377996289095576, 0.489931291722735, 655, 
6, 1, 140433, THOC2, 21, 33.262555100941, 1.79146072058382, 0.183523439736154, 0.183523439736154, 0, 
6, 1, 140433, Shrub, 22, 2.02660753520563, 1.30301902990919, 0.601410120225392, 0.672068754681228, 306, 
7, 1, 140433, ABBA, 0, 13.7698227199849, 3.06844717669003, 0.518616675058142, 0.524513964682269, 14, 
7, 1, 140433, ACRU, 1, 1.55942220905176, 0.0815747301148631, 0.0360498725363704, 0.0445792020437434, 39, 
7, 1, 140433, ACSA3, 2, 23.6091131051871, 0.825025926078553, 0.147696571984601, 0.147696571984601, 0, 
7, 1, 140433, ACSP2, 3, 0.135939917837396, 0.0190202123439625, 0.00714961074282718, 0.00803722061455145, 4, 
7, 1, 140433, ALIN2, 4, 2.02277204930477, 0, 0, 0, 0, 
7, 1, 140433, BEAL2, 5, 28.3392352903484, 0.92961907569166, 0.163386728031606, 0.163386728031606, 0, 
7, 1, 140433, BEPA, 6, 61.7088911356108, 1.9081226902982, 0.505781820603884, 0.516447970899017, 29, 
7, 1, 140433, CRDO2, 7, 0.117727101201365, 0.0546319688339733, 0.0063776782171305, 0.0063776782171305, 0, 
7, 1, 140433, FRNI, 8, 0.509886787293583, 0, 0, 0, 0, 
7, 1, 140433, LALA, 9, 2.34217439490729, 0, 0, 0, 0, 
7, 1, 140433, PIGL, 10, 38.637839533441, 0, 0, 0, 0, 
7, 1, 140433, PIMA, 11, 13.1198576061178, 0, 0, 0, 0, 
7, 1, 140433, PIBA2, 12, 2.88541342846768, 0, 0, 0, 0, 
7, 1, 140433, PIRE, 13, 0.213565290209567, 0, 0, 0, 0, 
7, 1, 140433, PIST, 14, 6.11435978873805, 0.331476244111907, 0.0198335724400326, 0.0198335724400326, 0, 
7, 1, 140433, POBA2, 15, 1.73833686484679, 0.0318352477054936, 0.00913804653808569, 0.00914288870481288, 1, 
7, 1, 140433, POGR4, 16, 2.78685728581952, 0.0502138814912509, 0.0157155066707067, 0.0157155066707067, 0, 
7, 1, 140433, POTR5, 17, 72.0789079836285, 0.641334878519251, 0.249996095827062, 0.267866718502714, 37, 
7, 1, 140433, PRVI, 18, 0.0898386119038293, 0.0509087022672027, 0.0110398863294316, 0.0110398863294316, 0, 
7, 1, 140433, QURU, 19, 0.0779293755741173, 0.00386864625835808, 0.000200238879852633, 0.000200238879852633, 0, 
7, 1, 140433, SODE3, 20, 1.12938781612397, 0.623691325982941, 0.250583340606332, 0.323448571988593, 451, 
7, 1, 140433, THOC2, 21, 33.190270223362, 1.71991943988669, 0.127766549720115, 0.127766549720115, 0, 
7, 1, 140433, Shrub, 22, 1.92571146652879, 1.2099682472818, 0.416194711883322, 0.472724868774099, 274, 
8, 1, 140433, ABBA, 0, 13.7484548207219, 3.04977080161438, 0.41589584174186, 0.418165333385561, 7, 
8, 1, 140433, ACRU, 1, 1.55362426542607, 0.0757879030530688, 0.0226723807842303, 0.0261203061348927, 16, 
8, 1, 140433, ACSA3, 2, 23.6011208791629, 0.821887026829652, 0.120110850229632, 0.120110850229632, 0, 
8, 1, 140433, ACSP2, 3, 0.133346116394186, 0.0178485537437373, 0.00413951369693767, 0.00413951369693767, 0, 
8, 1, 140433, ALIN2, 4, 2.02298184614739, 0, 0, 0, 0, 
8, 1, 140433, BEAL2, 5, 28.3219513226167, 0.920390040520127, 0.134973246300587, 0.134973246300587, 0, 
8, 1, 140433, BEPA, 6, 61.6100193485915, 1.82155330408572, 0.347818772022048, 0.349005166688462, 3, 
8, 1, 140433, CRDO2, 7, 0.115599451419546, 0.0525049676176625, 0.00502074688766253, 0.00502074688766253, 0, 
8, 1, 140433, FRNI, 8, 0.509476029138448, 0, 0, 0, 0, 
8, 1, 140433, LALA, 9, 2.3417585610221, 0, 0, 0, 0, 
8, 1, 140433, PIGL, 10, 38.6436292495333, 0, 0, 0, 0, 
8, 1, 140433, PIMA, 11, 13.1250427463626, 0, 0, 0, 0, 
8, 1, 140433, PIBA2, 12, 2.88644417765056, 0, 0, 0, 0, 
8, 1, 140433, PIRE, 13, 0.213796705902459, 0, 0, 0, 0, 
8, 1, 140433, PIST, 14, 6.10721690504738, 0.325377875759517, 0.0174590332924907, 0.0174590332924907, 0, 
8, 1, 140433, POBA2, 15, 1.73403724485609, 0.0278643149827549, 0.00575908049614252, 0.00575908049614252, 0, 
8, 1, 140433, POGR4, 16, 2.77818516909776, 0.0442196823529511, 0.00944463457700081, 0.00946543310726079, 1, 
8, 1, 140433, POTR5, 17, 71.9965609358922, 0.592264164297303, 0.158798624678341, 0.161841410419113, 11, 
8, 1, 140433, PRVI, 18, 0.0897180684776312, 0.0508105296512845, 0.00841952142881321, 0.00841952142881321, 0, 
8, 1, 140433, QURU, 19, 0.0779154643139434, 0.0038180061577407, 0.000190926992063573, 0.000190926992063573, 0, 
8, 1, 140433, SODE3, 20, 1.08959828065976, 0.583893330968244, 0.158150614830021, 0.187697015929577, 181, 
8, 1, 140433, THOC2, 21, 33.1110871026423, 1.63963365711099, 0.0968483770142337, 0.0968483770142337, 0, 
8, 1, 140433, Shrub, 22, 1.89283931297413, 1.18110765913668, 0.266386462503197, 0.283584438883234, 69, 
9, 1, 140433, ABBA, 0, 13.7101831389859, 3.02063981296164, 0.474545815069093, 0.477807113083752, 8, 
9, 1, 140433, ACRU, 1, 1.5503375034829, 0.0725232589456019, 0.0282074330563222, 0.0326260308253678, 21, 
9, 1, 140433, ACSA3, 2, 23.5906902072692, 0.813680428347325, 0.130614765044616, 0.130614765044616, 0, 
9, 1, 140433, ACSP2, 3, 0.132315961426515, 0.0175722607111585, 0.00506377650168374, 0.00547725082751884, 2, 
9, 1, 140433, ALIN2, 4, 2.02306456174843, 0, 0, 0, 0, 
9, 1, 140433, BEAL2, 5, 28.3069086478243, 0.906706092259662, 0.145580333853869, 0.145580333853869, 0, 
9, 1, 140433, BEPA, 6, 61.5254269986527, 1.74951027314875, 0.408263275172722, 0.410529289372612, 6, 
9, 1, 140433, CRDO2, 7, 0.11465729235401, 0.0515628085521271, 0.00544035348053514, 0.00544035348053514, 0, 
9, 1, 140433, FRNI, 8, 0.509630180940375, 0, 0, 0, 0, 
9, 1, 140433, LALA, 9, 2.34115736899458, 0, 0, 0, 0, 
9, 1, 140433, PIGL, 10, 38.6446842494266, 0, 0, 0, 0, 
9, 1, 140433, PIMA, 11, 13.1278847792181, 0, 0, 0, 0, 
9, 1, 140433, PIBA2, 12, 2.88659738950248, 0, 0, 0, 0, 
9, 1, 140433, PIRE, 13, 0.213796705902459, 0, 0, 0, 0, 
9, 1, 140433, PIST, 14, 6.10544856478176, 0.32374068789398, 0.0183283301921895, 0.0183283301921895, 0, 
9, 1, 140433, POBA2, 15, 1.72936161890731, 0.0256412325770956, 0.00635889964675515, 0.00635889964675515, 0, 
9, 1, 140433, POGR4, 16, 2.77087472370929, 0.0409545938250642, 0.0109760293443848, 0.0109898950312248, 1, 
9, 1, 140433, POTR5, 17, 71.9233137782871, 0.552862853912108, 0.183517960768688, 0.190720417709815, 18, 
9, 1, 140433, PRVI, 18, 0.0898615916770772, 0.0509557447607515, 0.0097655063512666, 0.0097655063512666, 0, 
9, 1, 140433, QURU, 19, 0.0779103885838799, 0.00379521706970583, 0.000197737086635376, 0.000197737086635376, 0, 
9, 1, 140433, SODE3, 20, 1.06381422200084, 0.558109272309196, 0.202904307778129, 0.261862706458188, 363, 
9, 1, 140433, THOC2, 21, 33.0849550613126, 1.61196512758443, 0.107255983677974, 0.107255983677974, 0, 
9, 1, 140433, Shrub, 22, 1.85142252514209, 1.14668632195324, 0.334251914699288, 0.36932687830918, 189, 
10, 1, 140433, ABBA, 0, 13.7312239147783, 3.03347065399455, 0.588730898207277, 0.60839858647163, 44, 
10, 1, 140433, ACRU, 1, 1.54678263731887, 0.0689479047548922, 0.046907306828409, 0.0627957245330412, 69, 
10, 1, 140433, ACSA3, 2, 23.5932931685821, 0.821641030826017, 0.184006822987779, 0.184006822987779, 0, 
10, 1, 140433, ACSP2, 3, 0.13377500732219, 0.0173703973815623, 0.00947491097244917, 0.0119184608503269, 12, 
10, 1, 140433, ALIN2, 4, 2.02347588387357, 0, 0, 0, 0, 
10, 1, 140433, BEAL2, 5, 28.3038543043091, 0.911596055273867, 0.200557950663505, 0.200557950663505, 0, 
10, 1, 140433, BEPA, 6, 61.5127073354607, 1.73528715230455, 0.612865102437222, 0.624473017159685, 27, 
10, 1, 140433, CRDO2, 7, 0.11355888447665, 0.0504644006747668, 0.00683104448316266, 0.00713399891694959, 2, 
10, 1, 140433, FRNI, 8, 0.509469073508361, 0, 0, 0, 0, 
10, 1, 140433, LALA, 9, 2.3411833116149, 0, 0, 0, 0, 
10, 1, 140433, PIGL, 10, 38.6440808015191, 0, 0, 0, 0, 
10, 1, 140433, PIMA, 11, 13.1310843690581, 0, 0, 0, 0, 
10, 1, 140433, PIBA2, 12, 2.88681677383522, 0, 0, 0, 0, 
10, 1, 140433, PIRE, 13, 0.213796705902459, 0, 0, 0, 0, 
10, 1, 140433, PIST, 14, 6.10262671485424, 0.322212701481442, 0.0228267350226207, 0.0228267350226207, 0, 
10, 1, 140433, POBA2, 15, 1.72909871433584, 0.0230287827709128, 0.00988086934208752, 0.0103503287996224, 3, 
10, 1, 140433, POGR4, 16, 2.76106453736301, 0.0370189070622241, 0.0166389933544859, 0.0187203127025024, 9, 
10, 1, 140433, POTR5, 17, 71.9441492655763, 0.550643162364123, 0.295465998636511, 0.342482826199502, 108, 
10, 1, 140433, PRVI, 18, 0.0897458345381864, 0.0508514550120041, 0.0145451069278152, 0.0161596214649962, 11, 
10, 1, 140433, QURU, 19, 0.0778030462925382, 0.00369389045843925, 0.000193532921701756, 0.000193532921701756, 0, 
10, 1, 140433, SODE3, 20, 1.05155195083501, 0.545837601643163, 0.302012957934548, 0.416513870820222, 678, 
10, 1, 140433, THOC2, 21, 33.0535041169137, 1.58011472435568, 0.148784726100705, 0.148784726100705, 0, 
10, 1, 140433, Shrub, 22, 1.89430336720773, 1.18408237598729, 0.532114985670197, 0.60835308406182, 368, 
11, 1, 140433, ABBA, 0, 14.9217075101178, 3.27563368510298, 0.498900665148436, 0.501932934575794, 5, 
11, 1, 140433, ACRU, 1, 1.62199079240667, 0.0990540702372938, 0.0392924641904067, 0.049643307493492, 37, 
11, 1, 140433, ACSA3, 2, 23.3855061973235, 0.899652773412539, 0.143428376683861, 0.143428376683861, 0, 
11, 1, 140433, ACSP2, 3, 0.138117113394358, 0.0141939043618836, 0.00404704845333868, 0.00411712884754802, 1, 
11, 1, 140433, ALIN2, 4, 2.32371979235658, 0, 0, 0, 0, 
11, 1, 140433, BEAL2, 5, 27.8403427629131, 1.14977951677253, 0.182592375722317, 0.182592375722317, 0, 
11, 1, 140433, BEPA, 6, 61.9586817222685, 1.86194329164743, 0.416488148309214, 0.42021465803816, 7, 
11, 1, 140433, CRDO2, 7, 0.225907962600978, 0.158069078880954, 0.0162082017636766, 0.0162082017636766, 0, 
11, 1, 140433, FRNI, 8, 0.702256204738159, 0, 0, 0, 0, 
11, 1, 140433, LALA, 9, 2.44994661938437, 0, 0, 0, 0, 
11, 1, 140433, PIGL, 10, 40.00101350537, 0, 0, 0, 0, 
11, 1, 140433, PIMA, 11, 14.4744496464505, 0, 0, 0, 0, 
11, 1, 140433, PIBA2, 12, 2.94756687103461, 0, 0, 0, 0, 
11, 1, 140433, PIRE, 13, 0.215275623250945, 0, 0, 0, 0, 
11, 1, 140433, PIST, 14, 6.01804273354549, 0.349026841474231, 0.0186343458696905, 0.0186343458696905, 0, 
11, 1, 140433, POBA2, 15, 1.79785497878125, 0.0666050418006307, 0.0168954711284157, 0.0172910188058052, 3, 
11, 1, 140433, POGR4, 16, 2.03878901037763, 0.0680354866332122, 0.0177867763183948, 0.01911254386974, 7, 
11, 1, 140433, POTR5, 17, 71.1090286047825, 0.886262411671916, 0.269177117286839, 0.271799056527325, 11, 
11, 1, 140433, PRVI, 18, 0.0830426082746327, 0.0465977384790699, 0.010541777413868, 0.010541777413868, 0, 
11, 1, 140433, QURU, 19, 0.0799414325692678, 0.00371492742090534, 0.000191590045967345, 0.000191590045967345, 0, 
11, 1, 140433, SODE3, 20, 1.45649412642101, 0.967381550317956, 0.297654570135641, 0.358816761225923, 352, 
11, 1, 140433, THOC2, 21, 33.4320329837014, 1.96869592930403, 0.130570294293742, 0.130570294293742, 0, 
11, 1, 140433, Shrub, 22, 1.92021616125879, 1.27037023948155, 0.377089407267009, 0.412110912091441, 195, 
12, 1, 140433, ABBA, 0, 14.8764754648905, 3.23246777658796, 0.481704545587103, 0.484131505608023, 4, 
12, 1, 140433, ACRU, 1, 1.63087255104177, 0.107958499355582, 0.0409860363732439, 0.0434178260523079, 9, 
12, 1, 140433, ACSA3, 2, 23.3833102387377, 0.901044450563199, 0.141086296618675, 0.141086296618675, 0, 
12, 1, 140433, ACSP2, 3, 0.13531554142127, 0.0126867574278517, 0.00348922287637961, 0.00348922287637961, 0, 
