Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,469,8066265,3466.3794585303,469,185727,457799,83301,293,90397,940,14474,134659,0,0,200044,0,96232,0,0,0,0,4354,13,0,0,0,0,0,20,0,208,0,0,0,0,52
1,1,469,8066265,3466.3794585303,469,185727,457799,624401,293,90397,940,14474,134659,0,0,200044,0,96232,0,0,0,0,4354,13,0,0,0,0,0,20,0,208,0,0,0,0,52
2,-1,469,7997805,3436.95960464117,469,184550,452947,89685,275,84708,1848,12821,142520,0,0,194816,0,105916,0,0,0,0,3,16,0,0,0,0,0,9,0,250,0,0,0,0,0
2,1,469,7997805,3436.95960464117,469,184550,452947,632317,275,84708,1848,12821,142520,0,0,194816,0,105916,0,0,0,0,3,16,0,0,0,0,0,9,0,250,0,0,0,0,0
3,-1,497,7960570,3420.95831542759,497,184577,471004,69371,231,81493,1636,18932,150636,0,0,201129,0,86285,0,0,0,0,264,12,0,0,0,0,0,13,0,202,0,0,0,0,4
3,1,497,7960570,3420.95831542759,497,184577,471004,609746,231,81493,1636,18932,150636,0,0,201129,0,86285,0,0,0,0,264,12,0,0,0,0,0,13,0,202,0,0,0,0,4
4,-1,563,8332080,3580.61022776107,563,184646,544375,67936,225,86751,1549,25560,158729,0,0,252243,372,87104,0,0,0,0,3,14,0,0,1,0,0,8,1,201,0,0,0,0,0
4,1,563,8332080,3580.61022776107,563,184646,544375,680247,225,86751,1549,25560,158729,0,0,252243,372,87104,0,0,0,0,3,14,0,0,1,0,0,8,1,201,0,0,0,0,0
5,-1,615,7970877.5,3425.38783841856,615,187743,587035,64008,228,96336,1147,31253,172123,0,0,262782,1981,85388,0,0,0,0,33,15,0,0,1,0,0,7,5,200,0,0,0,0,0
5,1,615,7970877.5,3425.38783841856,615,187743,587035,715051,228,96336,1147,31253,172123,0,0,262782,1981,85388,0,0,0,0,33,15,0,0,1,0,0,7,5,200,0,0,0,0,0
6,-1,619,8666927.5,3724.50687580576,619,185977,573510,55461,206,83855,305,33043,224574,0,0,211314,817,75062,0,0,0,0,1,12,0,0,1,0,0,4,2,187,0,0,0,0,0
6,1,619,8666927.5,3724.50687580576,619,185977,573510,684432,206,83855,305,33043,224574,0,0,211314,817,75062,0,0,0,0,1,12,0,0,1,0,0,4,2,187,0,0,0,0,0
7,-1,660,7995357.5,3435.90782122905,660,187798,621567,68720,277,97709,384,36363,205873,0,0,261179,3647,85125,0,0,0,0,7,14,0,0,17,0,0,10,8,228,0,0,0,0,0
7,1,660,7995357.5,3435.90782122905,660,187798,621567,759007,277,97709,384,36363,205873,0,0,261179,3647,85125,0,0,0,0,7,14,0,0,17,0,0,10,8,228,0,0,0,0,0
8,-1,669,8133440,3495.24709926945,669,187740,628691,75326,329,110400,224,31504,227445,0,0,248183,3143,83118,0,0,0,0,0,18,0,0,54,0,0,16,7,234,0,0,0,0,0
8,1,669,8133440,3495.24709926945,669,187740,628691,779343,329,110400,224,31504,227445,0,0,248183,3143,83118,0,0,0,0,0,18,0,0,54,0,0,16,7,234,0,0,0,0,0
9,-1,696,8016087.5,3444.81628706489,696,187739,647481,73664,354,113611,344,27635,250118,0,0,237752,4467,87211,0,0,1,0,6,12,0,0,57,0,0,15,10,259,0,0,0,0,1
9,1,696,8016087.5,3444.81628706489,696,187739,647481,794809,354,113611,344,27635,250118,0,0,237752,4467,87211,0,0,1,0,6,12,0,0,57,0,0,15,10,259,0,0,0,0,1
10,-1,730,7735637.5,3324.2963042544,730,187707,682771,105878,550,124169,439,26761,264827,0,0,255976,10168,106302,0,0,1,0,6,30,1,0,78,0,0,45,29,366,0,0,0,0,1
10,1,730,7735637.5,3324.2963042544,730,187707,682771,894527,550,124169,439,26761,264827,0,0,255976,10168,106302,0,0,1,0,6,30,1,0,78,0,0,45,29,366,0,0,0,0,1
11,-1,772,7821225,3361.07649333906,772,187233,717852,114104,625,151864,358,32865,271176,0,0,252390,24259,99035,0,0,0,0,9,24,1,0,104,0,0,85,68,343,0,0,0,0,0
11,1,772,7821225,3361.07649333906,772,187233,717852,946060,625,151864,358,32865,271176,0,0,252390,24259,99035,0,0,0,0,9,24,1,0,104,0,0,85,68,343,0,0,0,0,0
12,-1,846,7640517.5,3283.4196390202,846,187716,787445,142836,850,174386,1483,37472,327007,0,0,263562,13766,112551,0,0,0,0,54,39,2,0,185,0,0,159,37,428,0,0,0,0,0
12,1,846,7640517.5,3283.4196390202,846,187716,787445,1073117,850,174386,1483,37472,327007,0,0,263562,13766,112551,0,0,0,0,54,39,2,0,185,0,0,159,37,428,0,0,0,0,0
13,-1,914,7631320,3279.46712505372,914,187744,845790,157926,1001,186926,4746,40835,374472,0,0,273142,19149,104424,0,0,3,0,19,59,6,0,234,0,0,237,56,409,0,0,0,0,0
13,1,914,7631320,3279.46712505372,914,187744,845790,1161642,1001,186926,4746,40835,374472,0,0,273142,19149,104424,0,0,3,0,19,59,6,0,234,0,0,237,56,409,0,0,0,0,0
14,-1,901,7555795,3247.01117318436,901,187726,825993,168840,1112,193099,5382,43382,376394,0,0,253119,19300,104137,0,0,7,0,13,90,9,0,260,0,0,270,57,426,0,0,0,0,0
