Plot Code,Plot Species Counter,Plant Symbol,Scientific Name,Common Name,Family,Specimen Number,Used PLANTS,Source,Within Plot,Stratum Sort,Stratum,Diagnostic,Range Cover,Real Cover,Other Measure1,DBH,Update,User
ISRO.001,1,PIGL,Picea glauca (Moench) Voss,white spruce,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,03,15,13,"10,16,10,10,10,10,14,20,12,10,11,11,12,11,11,11,11,11,12,11,11",2/9/1998,cr
ISRO.001,2,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,03,15,10,"13,11,10,11,10,11,11,11,13,11,10,12,11,12,11,16,10,11,10,10,10,10,10,10,10",2/9/1998,cr
ISRO.001,3,BEPA,Betula papyrifera Marsh.,paper birch,Betulaceae,,TRUE,SY,TRUE,2,T2,TRUE,03,15,,"10,12,11,11,10,10,11,11,11,10,10,11,11",2/9/1998,cr
ISRO.001,4,SODE3,Sorbus decora (Sarg.) Schneid.,northern mountainash,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,5,AMELA,Amelanchier Medik.,serviceberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,6,MACA4,Maianthemum canadense Desf.,Canada beadruby,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,7,CHUM,Chimaphila umbellata (L.) W. Bart.,pipsissewa,Pyrolaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,8,GELI2,Geocaulon lividum (Richards.) Fern.,false toadflax,Santalaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,9,MOUN3,Monotropa uniflora L.,Indianpipe,Monotropaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,10,PYAS,Pyrola asarifolia Michx.,liverleaf wintergreen,Pyrolaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,11,CLBO3,Clintonia borealis (Ait.) Raf.,yellow bluebeadlily,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,12,POA,Poa L.,bluegrass,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,13,GAPR2,Gaultheria procumbens L.,eastern teaberry,Ericaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,14,POVI7,Polypodium virginianum L.,rock polypody,Polypodiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,15,GYDR,Gymnocarpium dryopteris (L.) Newman,western oakfern,Dryopteridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,16,TACA7,Taxus canadensis Marsh.,Canada yew,Taxaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,17,VIED,Viburnum edule (Michx.) Raf.,mooseberry viburnum,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,18,RUID,Rubus idaeus L.,American red raspberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,19,TRBO2,Trientalis borealis Raf.,American starflower,Primulaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,20,ARUV,Arctostaphylos uva-ursi (L.) Spreng.,"kinnikinnick, bear-berry",Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,21,ASMA2,Aster macrophyllus L.,bigleaf aster,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,22,CYFR2,Cystopteris fragilis (L.) Bernh.,brittle bladderfern,Dryopteridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,23,MOSS,mosses,mosses,,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,1/16/1998,cr
ISRO.001,24,USNEA2,Usnea Dill. ex Adans.,beard lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/9/1998,cr
ISRO.001,25,UMBIL2,Umbilicaria Hoffm.,navel lichen,Umbilicariaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/9/1998,cr
ISRO.001,26,CLADI3,Cladina (Nyl.) Nyl.,reindeer lichen,Cladoniaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/9/1998,cr
ISRO.001,27,ACMI2,Achillea millefolium L.,common yarrow,Asteraceae,,TRUE,SY,FALSE,7,H,FALSE,,,,,1/16/1998,cr
ISRO.001,28,STLAR,Streptopus lanceolatus var. roseus (Michx.) Reveal,,Liliaceae,,TRUE,SY,FALSE,7,H,FALSE,,,,,1/16/1998,cr
ISRO.001,29,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,FALSE,7,H,FALSE,,,,,1/16/1998,cr
ISRO.001,30,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,FALSE,7,H,FALSE,,,,,1/16/1998,cr
ISRO.001,31,GOOB2,Goodyera oblongifolia Raf.,western rattlesnake plantain,Orchidaceae,,TRUE,SY,FALSE,7,H,FALSE,,,,,1/16/1998,cr
ISRO.001,32,LYCOP2,Lycopodium L.,clubmoss,Lycopodiaceae,,TRUE,SY,FALSE,7,H,FALSE,,,,,1/16/1998,cr
ISRO.001,46,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,5,S2,FALSE,02,2.5,,,3/2/1998,cr
ISRO.002,1,PHOP,Physocarpus opulifolius (L.) Maxim.,common ninebark,Rosaceae,,TRUE,SY,TRUE,5,S2,TRUE,01,0.5,,,2/9/1998,cr
ISRO.002,2,ALVI5,Alnus viridis (Vill.) Lam. & DC.,sitka alder,Betulaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,3,CARO2,Campanula rotundifolia L.,bluebell bellflower,Campanulaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.002,4,ACMI2,Achillea millefolium L.,common yarrow,Asteraceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.002,5,SITR3,Sibbaldiopsis tridentata (Ait.) Rydb.,shrubby fivefingers,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,6,PRMI,Primula mistassinica Michx.,Mistassini primrose,Primulaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,8,VIAD,Viola adunca Sm.,hookedspur violet,Violaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,9,FRVI,Fragaria virginiana Duchesne,Virginia strawberry,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,10,AMBA,Amelanchier bartramiana (Tausch) M. Roemer,oblongfruit serviceberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,11,PIMA,Picea mariana (P. Mill.) B.S.P.,black spruce,Pinaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,12,VAMY,Vaccinium myrtilloides Michx.,velvetleaf huckleberry,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,13,CASE4,Castilleja septentrionalis Lindl.,Labrador Indian paintbrush,Scrophulariaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.002,14,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,15,TAOF,Taraxacum officinale G.H. Weber ex Wiggers,common dandelion,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,16,ARUV,Arctostaphylos uva-ursi (L.) Spreng.,kinnikinnick,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,17,SORU2,Solidago rugosa P. Mill.,wrinkleleaf goldenrod,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,19,CACA4,Calamagrostis canadensis (Michx.) Beauv.,bluejoint,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,20,ASMA2,Aster macrophyllus L.,bigleaf aster,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,21,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,22,ROAC,Rosa acicularis Lindl.,prickly rose,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,23,RUPA,Rubus parviflorus Nutt.,thimbleberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,24,RUID,Rubus idaeus L.,American red raspberry,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,25,ANMA,Anaphalis margaritacea (L.) Benth. & Hook. f.,western pearlyeverlasting,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,26,LODI2,Lonicera dioica L.,limber honeysuckle,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/2/1998,cr
ISRO.002,27,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,28,PIGL,Picea glauca (Moench) Voss,white spruce,Pinaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,29,CAUM4,Carex umbellata Schkuhr ex Willd.,parasol sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,30,POA,Poa L.,bluegrass,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,31,PRRA,Prenanthes racemosa Michx.,purple rattlesnakeroot,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,32,DASP2,Danthonia spicata (L.) Beauv. ex Roemer & J.A. Schultes,poverty danthonia,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,33,FESA,Festuca saximontana Rydb.,Rocky Mountain fescue,Poaceae,?,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,34,VAUL,Vaccinium uliginosum L.,bog blueberry,Ericaceae,,TRUE,SY,TRUE,6,S3,TRUE,01,0.5,,,2/9/1998,cr
ISRO.002,35,SOHI,Solidago hispida Muhl. ex Willd.,hairy goldenrod,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,37,CAAT6,Carex atratiformis Britt.,black sedge,Cyperaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.002,39,CYFR2,Cystopteris fragilis (L.) Bernh.,brittle bladderfern,Dryopteridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.002,40,ARLY2,Arabis lyrata L.,lyrate rockcress,Brassicaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.002,41,RHGE60,Rhizocarpon geographicum (L.) DC.,world map lichen,Rhizocarpaceae,,TRUE,SY,TRUE,8,N,FALSE,02,2.5,,,2/9/1998,cr
ISRO.002,42,XANTH7,Xanthoparmelia (Vainio) Hale,xanthoparmelia lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,03,15,,,2/9/1998,cr
ISRO.002,43,ACARO2,Acarospora Massal.,cracked lichen,Acarosporaceae,,TRUE,SY,TRUE,8,N,FALSE,03,15,,,2/9/1998,cr
ISRO.002,44,XAEL60,Xanthoria elegans (Link) Th. Fr.,elegant orange wall lichen,Teloschistaceae,,TRUE,SY,TRUE,8,N,FALSE,02,2.5,,,2/9/1998,cr
ISRO.003,1,THOC2,Thuja occidentalis L.,eastern arborvitae,Cupressaceae,,TRUE,SY,TRUE,4,S1,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,2,ALVI5,Alnus viridis (Vill.) Lam. & DC.,sitka alder,Betulaceae,,TRUE,SY,TRUE,4,S1,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,3,PEFL15,Pentaphylloides floribunda (Pursh) A. Love,shrubby cinquefoil,Rosaceae,,TRUE,SY,TRUE,5,S2,TRUE,02,2.5,,,2/9/1998,cr
ISRO.003,5,PHOP,Physocarpus opulifolius (L.) Maxim.,common ninebark,Rosaceae,,TRUE,SY,TRUE,5,S2,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,6,BEPA,Betula papyrifera Marsh.,paper birch,Betulaceae,,TRUE,SY,TRUE,4,S1,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,7,PIMA,Picea mariana (P. Mill.) B.S.P.,black spruce,Pinaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,8,LEGR,Ledum groenlandicum Oeder,bog Labradortea,Ericaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,9,ANPOG,Andromeda polifolia var. glaucophylla (Link) DC.,bog rosemary,Ericaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,10,CHCA2,Chamaedaphne calyculata (L.) Moench,leatherleaf,Ericaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,11,VAMY,Vaccinium myrtilloides Michx.,velvetleaf huckleberry,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,3/2/1998,cr
ISRO.003,12,ROAC,Rosa acicularis Lindl.,prickly rose,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,13,ARUV,Arctostaphylos uva-ursi (L.) Spreng.,kinnikinnick,Ericaceae,,TRUE,SY,TRUE,6,S3,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,14,PIVU,Pinguicula vulgaris L.,common butterwort,Lentibulariaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,15,TOPU,Tofieldia pusilla (Michx.) Pers.,Scotch false asphodel,Liliaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,16,SITR3,Sibbaldiopsis tridentata (Ait.) Rydb.,shrubby fivefingers,Rosaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,17,SIAN3,Sisyrinchium angustifolium P. Mill.,narrowleaf blueeyed grass,Iridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,18,SCCE2,Scirpus cespitosus L.,= Trichophorum cespitosum,Cyperaceae,,TRUE,SY,TRUE,7,H,TRUE,02,2.5,,,2/9/1998,cr
ISRO.003,19,SESE,Selaginella selaginoides (L.) Beauv. ex Mart. & Schrank,club spikemoss,Selaginellaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,20,CAUM4,Carex umbellata Schkuhr ex Willd.,parasol sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,21,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,22,PRMI,Primula mistassinica Michx.,Mistassini primrose,Primulaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,23,DRRO,Drosera rotundifolia L.,roundleaf sundew,Droseraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,24,VIAD,Viola adunca Sm.,hookedspur violet,Violaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,25,LIBO3,Linnaea borealis L.,twinflower,Caprifoliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,26,CARO2,Campanula rotundifolia L.,bluebell bellflower,Campanulaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,27,FRVI,Fragaria virginiana Duchesne,Virginia strawberry,Rosaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,28,MACA4,Maianthemum canadense Desf.,Canada beadruby,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,29,ANNE,Antennaria neglecta Greene,field pussytoes,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,30,GYDR,Gymnocarpium dryopteris (L.) Newman,western oakfern,Dryopteridaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,31,ALSC,Allium schoenoprasum L.,wild chives,Liliaceae,,TRUE,SY,TRUE,7,H,TRUE,01,0.5,,,2/9/1998,cr
ISRO.003,32,TOGL2,Tofieldia glutinosa (Michx.) Pers.,glutin tofieldia,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,33,HIPI2,Hieracium piloselloides Vill.,tall hawkweed,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,38,JUHO2,Juniperus horizontalis Moench,creeping juniper,Cupressaceae,,TRUE,SY,FALSE,6,S3,FALSE,,0,,,2/9/1998,cr
ISRO.003,39,COUM,Comandra umbellata (L.) Nutt.,bastard toadflax,Santalaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,41,SOLID,Solidago L.,goldenrod,Asteraceae,,TRUE,SY,FALSE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,42,LIPH,Lilium philadelphicum L.,wood lily,Liliaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,43,ASMA2,Aster macrophyllus L.,bigleaf aster,Asteraceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,44,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,45,IRVE2,Iris versicolor L.,harlequin blueflag,Iridaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,46,RUPU,Rubus pubescens Raf.,dwarf red blackberry,Rosaceae,,TRUE,SY,FALSE,6,S3,FALSE,,0,,,2/9/1998,cr
ISRO.003,47,VIED,Viburnum edule (Michx.) Raf.,mooseberry viburnum,Caprifoliaceae,,TRUE,SY,FALSE,5,S2,FALSE,,0,,,2/9/1998,cr
ISRO.003,48,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,FALSE,4,S1,FALSE,,0,,,3/2/1998,cr
ISRO.003,50,POPA5,Polygala paucifolia Willd.,gaywings,Polygalaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,51,SAPA14,Saxifraga paniculata P. Mill.,White Mountain saxifrage,Saxifragaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/9/1998,cr
ISRO.003,52,CASE4,Castilleja septentrionalis Lindl.,Labrador Indian paintbrush,Scrophulariaceae,,TRUE,SY,FALSE,7,H,TRUE,,0,,,2/9/1998,cr
ISRO.003,53,VIBL,Viola blanda Willd.,sweet white violet,Violaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,54,COTR2,Coptis trifolia (L.) Salisb.,threeleaf goldthread,Ranunculaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,55,LYDE,Lycopodium dendroideum Michx.,tree groundpine,Lycopodiaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,56,LYAN2,Lycopodium annotinum L.,stiff clubmoss,Lycopodiaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,57,CLBO3,Clintonia borealis (Ait.) Raf.,yellow bluebeadlily,Liliaceae,,TRUE,SY,FALSE,7,H,FALSE,,0,,,2/9/1998,cr
ISRO.003,59,GRIMM2,Grimmia Hedw.,grimmia dry rock moss,Grimmiaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/10/1998,cr
ISRO.003,60,XAEL60,Xanthoria elegans (Link) Th. Fr.,elegant orange wall lichen,Teloschistaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/10/1998,cr
ISRO.003,61,RHGE60,Rhizocarpon geographicum (L.) DC.,world map lichen,Rhizocarpaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/10/1998,cr
ISRO.003,62,XANTH7,Xanthoparmelia (Vainio) Hale,xanthoparmelia lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,1,BEPA,Betula papyrifera Marsh.,paper birch,Betulaceae,,TRUE,SY,TRUE,2,T2,TRUE,03,15,"16,16,18,22","25,26",2/10/1998,cr
ISRO.004,2,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,04,37.5,,"17,15,15",2/10/1998,cr
ISRO.004,3,PIGL,Picea glauca (Moench) Voss,white spruce,Pinaceae,,TRUE,SY,TRUE,2,T2,TRUE,03,15,,"17,16,17,16,10,14",2/10/1998,cr
ISRO.004,4,OPHO,Oplopanax horridus Miq.,devilsclub,Araliaceae,,TRUE,SY,TRUE,5,S2,FALSE,04,37.5,,,2/10/1998,cr
ISRO.004,5,COSE16,Cornus sericea L.,redosier dogwood,Cornaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,6,VIED,Viburnum edule (Michx.) Raf.,mooseberry viburnum,Caprifoliaceae,,TRUE,SY,TRUE,5,S2,FALSE,03,15,,,2/10/1998,cr
ISRO.004,7,TACA7,Taxus canadensis Marsh.,Canada yew,Taxaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,8,HEMA80,Heracleum maximum Bartr.,common cowparsnip,Apiaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,2/10/1998,cr
ISRO.004,9,COCA13,Cornus canadensis L.,bunchberry dogwood,Cornaceae,,TRUE,SY,TRUE,7,H,FALSE,04,37.5,,,2/10/1998,cr
ISRO.004,10,GYDR,Gymnocarpium dryopteris (L.) Newman,western oakfern,Dryopteridaceae,,TRUE,SY,TRUE,7,H,FALSE,04,37.5,,,2/10/1998,cr
ISRO.004,11,STLAR,Streptopus lanceolatus var. roseus (Michx.) Reveal,,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,2/10/1998,cr
ISRO.004,12,MINU3,Mitella nuda L.,naked miterwort,Saxifragaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,13,CLBO3,Clintonia borealis (Ait.) Raf.,yellow bluebeadlily,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,14,MACA4,Maianthemum canadense Desf.,Canada beadruby,Liliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,15,ACRU2,Actaea rubra (Ait.) Willd.,red baneberry,Ranunculaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,16,LIBO3,Linnaea borealis L.,twinflower,Caprifoliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,17,CACA4,Calamagrostis canadensis (Michx.) Beauv.,bluejoint,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,2/10/1998,cr
ISRO.004,18,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,TRUE,7,H,FALSE,02,2.5,,,2/10/1998,cr
ISRO.004,19,SODE3,Sorbus decora (Sarg.) Schneid.,northern mountainash,Rosaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,3/2/1998,cr
ISRO.004,21,CAREX,Carex L.,sedge,Cyperaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,24,GATR3,Galium triflorum Michx.,fragrant bedstraw,Rubiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,25,ASMA2,Aster macrophyllus L.,bigleaf aster,Asteraceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,26,RIBES,Ribes L.,currant,Grossulariaceae,,TRUE,SY,TRUE,5,S2,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,27,RUPA,Rubus parviflorus Nutt.,thimbleberry,Rosaceae,,TRUE,SY,TRUE,5,S2,TRUE,01,0.5,,,2/10/1998,cr
ISRO.004,28,USNEA2,Usnea Dill. ex Adans.,beard lichen,Parmeliaceae,,TRUE,SY,TRUE,8,N,FALSE,02,2.5,,,2/10/1998,cr
ISRO.004,32,FOLIOS,foliose lichens,,,,FALSE,NS,TRUE,8,N,FALSE,02,2.5,,,2/10/1998,cr
ISRO.004,34,POA,Poa L.,bluegrass,Poaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,35,LYCOP2,Lycopodium L.,clubmoss,Lycopodiaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,36,ARNU2,Aralia nudicaulis L.,wild sarsaparilla,Araliaceae,,TRUE,SY,TRUE,7,H,FALSE,01,0.5,,,2/10/1998,cr
ISRO.004,37,ABBA,Abies balsamea (L.) P. Mill.,balsam fir,Pinaceae,,TRUE,SY,TRUE,4,S1,FALSE,03,15,,,3/2/1998,cr
ISRO.005,1,PIGL,Picea glauca (Moench) Voss,white spruce,Pinaceae,,TRUE,SY,TRUE,2,T2,FALSE,03,15,,"19,15,19,13,10,22,10,18,14",2/10/1998,cr
