Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,454,8066265,3466.3794585303,454,185727,444621,80704,280,86813,918,12766,129059,0,0,192702,0,98727,0,0,0,0,4340,9,0,0,0,0,0,9,0,219,0,0,0,0,43
1,1,454,8066265,3466.3794585303,454,185727,444621,606029,280,86813,918,12766,129059,0,0,192702,0,98727,0,0,0,0,4340,9,0,0,0,0,0,9,0,219,0,0,0,0,43
2,-1,474,8005252.5,3440.16007735281,474,184467,453677,76386,236,81272,1870,12810,142502,0,0,196000,0,95606,0,0,0,0,3,6,0,0,0,0,0,13,0,217,0,0,0,0,0
2,1,474,8005252.5,3440.16007735281,474,184467,453677,606449,236,81272,1870,12810,142502,0,0,196000,0,95606,0,0,0,0,3,6,0,0,0,0,0,13,0,217,0,0,0,0,0
3,-1,503,7942300,3413.10700472712,503,184568,486599,64717,211,84947,1865,20381,153242,0,0,205875,2,84747,0,0,0,0,257,12,0,0,1,0,0,4,0,193,0,0,0,0,1
3,1,503,7942300,3413.10700472712,503,184568,486599,616033,211,84947,1865,20381,153242,0,0,205875,2,84747,0,0,0,0,257,12,0,0,1,0,0,4,0,193,0,0,0,0,1
4,-1,497,8318947.5,3574.96669531586,497,184675,479445,66872,219,82161,638,24365,140950,0,0,214822,64,83310,0,0,0,0,7,17,0,0,1,0,0,7,0,194,0,0,0,0,0
4,1,497,8318947.5,3574.96669531586,497,184675,479445,613189,219,82161,638,24365,140950,0,0,214822,64,83310,0,0,0,0,7,17,0,0,1,0,0,7,0,194,0,0,0,0,0
5,-1,509,9185425,3947.32488182209,509,184814,491712,55974,183,76942,224,25606,189384,0,0,187419,470,67623,0,0,0,0,18,22,0,0,0,0,0,7,1,153,0,0,0,0,0
5,1,509,9185425,3947.32488182209,509,184814,491712,603660,183,76942,224,25606,189384,0,0,187419,470,67623,0,0,0,0,18,22,0,0,0,0,0,7,1,153,0,0,0,0,0
