Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,525,8066265,3466.3794585303,525,185727,500398,75474,262,93195,1479,16322,155616,0,0,211309,0,93529,0,0,0,0,4422,12,0,0,0,0,0,9,0,199,0,0,0,0,42
1,1,525,8066265,3466.3794585303,525,185727,500398,651346,262,93195,1479,16322,155616,0,0,211309,0,93529,0,0,0,0,4422,12,0,0,0,0,0,9,0,199,0,0,0,0,42
2,-1,610,7966360,3423.44649763644,610,187486,583077,78848,248,101341,4148,18386,179600,0,0,254720,0,103724,0,0,0,0,6,7,0,0,1,0,0,5,0,235,0,0,0,0,0
2,1,610,7966360,3423.44649763644,610,187486,583077,740773,248,101341,4148,18386,179600,0,0,254720,0,103724,0,0,0,0,6,7,0,0,1,0,0,5,0,235,0,0,0,0,0
3,-1,724,7838127.5,3368.34013751612,724,187669,680971,105342,357,115019,3970,29423,212811,0,0,292644,10174,121928,0,0,0,0,344,15,0,0,14,0,0,9,22,294,0,0,0,0,3
3,1,724,7838127.5,3368.34013751612,724,187669,680971,891655,357,115019,3970,29423,212811,0,0,292644,10174,121928,0,0,0,0,344,15,0,0,14,0,0,9,22,294,0,0,0,0,3
4,-1,834,8122375,3490.49204984959,834,187754,778454,97745,363,120140,3610,39162,226576,0,0,360946,3105,122653,0,0,0,0,7,15,1,0,10,0,0,16,7,314,0,0,0,0,0
4,1,834,8122375,3490.49204984959,834,187754,778454,973944,363,120140,3610,39162,226576,0,0,360946,3105,122653,0,0,0,0,7,15,1,0,10,0,0,16,7,314,0,0,0,0,0
5,-1,885,8254957.5,3547.46776966051,885,187809,803290,100057,376,113085,2357,38480,286847,0,0,341118,20468,100947,0,0,0,0,45,17,0,0,41,0,0,13,49,255,0,0,0,0,1
5,1,885,8254957.5,3547.46776966051,885,187809,803290,1003404,376,113085,2357,38480,286847,0,0,341118,20468,100947,0,0,0,0,45,17,0,0,41,0,0,13,49,255,0,0,0,0,1
6,-1,1029,7880060,3386.3601203266,1029,187884,950547,160811,663,168765,3040,45479,312980,0,0,413922,24572,142548,0,0,26,0,26,61,6,0,111,0,0,32,59,394,0,0,0,0,0
6,1,1029,7880060,3386.3601203266,1029,187884,950547,1272169,663,168765,3040,45479,312980,0,0,413922,24572,142548,0,0,26,0,26,61,6,0,111,0,0,32,59,394,0,0,0,0,0
7,-1,1190,7872907.5,3383.28642028363,1190,187858,1099115,211863,939,203579,5588,49152,400074,0,0,476030,26861,149477,0,0,3,0,214,90,15,0,173,0,0,150,65,445,0,0,0,0,1
7,1,1190,7872907.5,3383.28642028363,1190,187858,1099115,1522841,939,203579,5588,49152,400074,0,0,476030,26861,149477,0,0,3,0,214,90,15,0,173,0,0,150,65,445,0,0,0,0,1
8,-1,1243,7502972.5,3224.3113450795,1243,187837,1149491,309819,1507,296477,21196,45652,419938,0,0,467629,35689,172666,0,0,0,0,63,178,80,0,212,0,0,386,88,563,0,0,0,0,0
8,1,1243,7502972.5,3224.3113450795,1243,187837,1149491,1769129,1507,296477,21196,45652,419938,0,0,467629,35689,172666,0,0,0,0,63,178,80,0,212,0,0,386,88,563,0,0,0,0,0
