Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10586.41, 1.0, 469.7, 0.0
0, eco3, 43338, 9796.36, 1.3, 455.6, 0.0
0, eco1, 93059, 9317.30, 0.5, 537.3, 0.0
1, eco2, 51531, 10686.26, 417.0, 471.4, 0.0
1, eco3, 43338, 9940.83, 454.0, 459.9, 0.0
1, eco1, 93059, 9413.92, 391.8, 540.4, 0.0
2, eco2, 51531, 10707.93, 415.3, 472.3, 0.0
2, eco3, 43338, 10029.11, 454.9, 463.2, 0.0
2, eco1, 93059, 9443.73, 390.6, 542.6, 0.0
3, eco2, 51531, 10725.32, 413.6, 472.6, 0.0
3, eco3, 43338, 10105.04, 455.8, 466.0, 0.0
3, eco1, 93059, 9468.88, 389.5, 544.1, 0.0
4, eco2, 51531, 10730.97, 412.3, 472.6, 0.0
4, eco3, 43338, 10165.00, 457.1, 468.6, 0.0
4, eco1, 93059, 9485.01, 388.7, 545.2, 0.0
5, eco2, 51531, 10719.66, 411.9, 472.6, 0.0
5, eco3, 43338, 10221.78, 458.9, 471.3, 0.0
5, eco1, 93059, 9497.32, 387.8, 546.0, 0.0
6, eco2, 51531, 10713.75, 410.4, 472.4, 0.0
6, eco3, 43338, 10278.45, 460.4, 473.8, 0.0
6, eco1, 93059, 9509.34, 386.8, 546.5, 0.0
7, eco2, 51531, 10702.11, 409.1, 472.1, 0.0
7, eco3, 43338, 10328.56, 461.8, 476.4, 0.0
7, eco1, 93059, 9513.64, 385.5, 546.7, 0.0
8, eco2, 51531, 10674.85, 407.7, 471.8, 0.0
8, eco3, 43338, 10368.96, 463.0, 478.9, 0.0
8, eco1, 93059, 9509.84, 384.2, 546.8, 0.0
9, eco2, 51531, 10647.08, 406.5, 471.5, 0.0
9, eco3, 43338, 10405.65, 464.2, 481.4, 0.0
9, eco1, 93059, 9503.44, 382.8, 546.6, 0.0
10, eco2, 51531, 10581.41, 404.4, 471.9, 0.0
10, eco3, 43338, 10381.25, 463.4, 485.0, 0.0
10, eco1, 93059, 9347.23, 376.1, 549.6, 0.0
11, eco2, 51531, 10543.79, 403.1, 471.3, 0.0
11, eco3, 43338, 10401.41, 464.5, 486.6, 0.0
11, eco1, 93059, 9333.77, 375.0, 547.1, 0.0
12, eco2, 51531, 10488.40, 402.0, 470.9, 0.0
12, eco3, 43338, 10405.38, 465.9, 488.6, 0.0
12, eco1, 93059, 9304.94, 373.7, 545.0, 0.0
13, eco2, 51531, 10442.00, 400.2, 470.5, 0.0
13, eco3, 43338, 10420.73, 466.5, 490.5, 0.0
13, eco1, 93059, 9285.02, 372.5, 543.3, 0.0
14, eco2, 51531, 10392.31, 398.4, 470.0, 0.0
14, eco3, 43338, 10431.12, 466.5, 492.4, 0.0
14, eco1, 93059, 9261.75, 370.1, 541.6, 0.0
15, eco2, 51531, 10349.38, 396.7, 469.5, 0.0
15, eco3, 43338, 10454.38, 467.1, 494.2, 0.0
15, eco1, 93059, 9246.86, 369.2, 540.2, 0.0
16, eco2, 51531, 10294.66, 395.2, 469.1, 0.0
16, eco3, 43338, 10463.77, 467.6, 496.1, 0.0
16, eco1, 93059, 9227.47, 367.0, 538.7, 0.0
17, eco2, 51531, 10252.22, 393.3, 468.6, 0.0
17, eco3, 43338, 10475.59, 467.9, 498.0, 0.0
17, eco1, 93059, 9205.75, 365.0, 537.2, 0.0
18, eco2, 51531, 10194.87, 392.0, 468.2, 0.0
18, eco3, 43338, 10477.33, 468.7, 500.0, 0.0
18, eco1, 93059, 9177.46, 363.9, 536.0, 0.0
19, eco2, 51531, 10139.36, 391.5, 468.1, 0.0
19, eco3, 43338, 10477.16, 469.3, 501.9, 0.0
19, eco1, 93059, 9144.95, 363.0, 535.0, 0.0
20, eco2, 51531, 9777.61, 360.3, 467.8, 0.0
20, eco3, 43338, 10353.49, 462.3, 504.8, 0.0
20, eco1, 93059, 8953.32, 334.5, 528.7, 0.0
21, eco2, 51531, 9661.88, 360.4, 459.2, 0.0
21, eco3, 43338, 10323.95, 461.8, 504.0, 0.0
21, eco1, 93059, 8860.45, 333.7, 520.8, 0.0
22, eco2, 51531, 9548.67, 359.6, 452.7, 0.0
22, eco3, 43338, 10299.39, 462.2, 503.8, 0.0
22, eco1, 93059, 8774.16, 333.4, 514.8, 0.0
23, eco2, 51531, 9432.71, 357.9, 447.5, 0.0
23, eco3, 43338, 10272.23, 462.0, 503.9, 0.0
23, eco1, 93059, 8689.49, 332.7, 510.0, 0.0
24, eco2, 51531, 9317.08, 355.9, 443.3, 0.0
24, eco3, 43338, 10243.72, 461.7, 504.2, 0.0
24, eco1, 93059, 8606.35, 331.5, 506.1, 0.0
25, eco2, 51531, 9211.66, 353.6, 439.7, 0.0
25, eco3, 43338, 10217.14, 461.2, 504.7, 0.0
25, eco1, 93059, 8526.10, 329.9, 502.8, 0.0
26, eco2, 51531, 9129.23, 351.0, 436.5, 0.0
26, eco3, 43338, 10187.28, 460.2, 505.0, 0.0
26, eco1, 93059, 8449.24, 327.9, 499.8, 0.0
27, eco2, 51531, 9056.58, 348.5, 433.6, 0.0
27, eco3, 43338, 10166.89, 459.0, 505.3, 0.0
27, eco1, 93059, 8386.97, 325.5, 497.0, 0.0
28, eco2, 51531, 8988.84, 345.8, 430.8, 0.0
28, eco3, 43338, 10156.97, 457.4, 505.3, 0.0
28, eco1, 93059, 8314.58, 322.6, 494.1, 0.0
29, eco2, 51531, 8920.46, 343.2, 428.3, 0.0
29, eco3, 43338, 10130.50, 454.7, 504.9, 0.0
29, eco1, 93059, 8244.01, 319.9, 491.3, 0.0
30, eco2, 51531, 8825.92, 339.4, 426.4, 0.0
30, eco3, 43338, 10056.26, 450.4, 504.8, 0.0
30, eco1, 93059, 8071.58, 312.9, 490.6, 0.0
31, eco2, 51531, 8771.00, 336.6, 423.5, 0.0
31, eco3, 43338, 10032.73, 448.1, 503.3, 0.0
31, eco1, 93059, 8009.97, 309.8, 486.0, 0.0
32, eco2, 51531, 8709.93, 333.3, 420.7, 0.0
32, eco3, 43338, 10007.34, 445.7, 501.9, 0.0
32, eco1, 93059, 7954.91, 306.6, 481.7, 0.0
33, eco2, 51531, 8658.50, 330.3, 417.9, 0.0
33, eco3, 43338, 10012.49, 442.6, 500.3, 0.0
33, eco1, 93059, 7898.93, 303.1, 477.5, 0.0
34, eco2, 51531, 8603.87, 326.9, 415.2, 0.0
34, eco3, 43338, 9987.20, 438.1, 498.2, 0.0
34, eco1, 93059, 7846.17, 299.6, 473.3, 0.0
35, eco2, 51531, 8549.55, 323.5, 412.4, 0.0
35, eco3, 43338, 9962.43, 434.8, 496.0, 0.0
35, eco1, 93059, 7797.88, 295.9, 469.2, 0.0
36, eco2, 51531, 8494.56, 319.7, 409.5, 0.0
36, eco3, 43338, 9930.48, 431.0, 493.7, 0.0
36, eco1, 93059, 7743.00, 291.8, 465.0, 0.0
37, eco2, 51531, 8441.56, 315.6, 406.5, 0.0
37, eco3, 43338, 9899.17, 427.0, 491.3, 0.0
37, eco1, 93059, 7690.84, 287.6, 460.7, 0.0
38, eco2, 51531, 8392.51, 311.5, 403.4, 0.0
38, eco3, 43338, 9868.04, 422.8, 488.7, 0.0
38, eco1, 93059, 7640.71, 283.3, 456.3, 0.0
39, eco2, 51531, 8342.64, 307.1, 400.1, 0.0
39, eco3, 43338, 9833.17, 418.2, 486.0, 0.0
39, eco1, 93059, 7590.29, 278.7, 451.8, 0.0
40, eco2, 51531, 8269.17, 302.0, 397.9, 0.0
40, eco3, 43338, 9699.29, 405.0, 482.8, 0.0
40, eco1, 93059, 7463.08, 270.7, 448.5, 0.0
41, eco2, 51531, 8254.86, 296.9, 393.8, 0.0
41, eco3, 43338, 9680.85, 399.1, 476.9, 0.0
41, eco1, 93059, 7426.08, 265.8, 442.4, 0.0
42, eco2, 51531, 8241.76, 291.2, 389.3, 0.0
42, eco3, 43338, 9663.04, 392.8, 471.1, 0.0
42, eco1, 93059, 7390.85, 260.3, 436.3, 0.0
43, eco2, 51531, 8226.66, 285.6, 384.7, 0.0
43, eco3, 43338, 9644.44, 386.1, 465.3, 0.0
43, eco1, 93059, 7356.57, 254.9, 430.1, 0.0
44, eco2, 51531, 8209.07, 279.9, 379.9, 0.0
44, eco3, 43338, 9621.32, 379.0, 459.4, 0.0
44, eco1, 93059, 7319.58, 249.5, 423.9, 0.0
45, eco2, 51531, 8189.01, 274.6, 375.0, 0.0
45, eco3, 43338, 9593.67, 371.8, 453.4, 0.0
45, eco1, 93059, 7278.37, 244.4, 417.8, 0.0
46, eco2, 51531, 8162.56, 269.4, 370.2, 0.0
46, eco3, 43338, 9558.28, 364.4, 447.2, 0.0
46, eco1, 93059, 7233.60, 239.7, 411.8, 0.0
47, eco2, 51531, 8134.16, 264.9, 365.4, 0.0
47, eco3, 43338, 9520.45, 357.3, 441.0, 0.0
47, eco1, 93059, 7188.00, 236.2, 406.2, 0.0
48, eco2, 51531, 8105.42, 261.0, 360.9, 0.0
48, eco3, 43338, 9480.40, 350.8, 434.9, 0.0
48, eco1, 93059, 7142.63, 233.7, 401.3, 0.0
49, eco2, 51531, 8072.34, 257.7, 356.7, 0.0
49, eco3, 43338, 9435.53, 344.9, 428.9, 0.0
49, eco1, 93059, 7095.27, 231.5, 396.8, 0.0
50, eco2, 51531, 7757.10, 247.7, 358.3, 0.0
50, eco3, 43338, 9267.03, 336.0, 425.0, 0.0
50, eco1, 93059, 6970.86, 228.4, 394.5, 0.0
51, eco2, 51531, 7732.04, 245.2, 351.1, 0.0
51, eco3, 43338, 9223.80, 330.7, 417.7, 0.0
51, eco1, 93059, 6927.81, 226.4, 390.1, 0.0
52, eco2, 51531, 7707.01, 242.5, 344.9, 0.0
52, eco3, 43338, 9180.71, 325.4, 410.7, 0.0
52, eco1, 93059, 6886.41, 224.4, 386.2, 0.0
53, eco2, 51531, 7683.54, 239.9, 339.3, 0.0
53, eco3, 43338, 9137.03, 319.9, 404.0, 0.0
53, eco1, 93059, 6846.24, 222.3, 382.5, 0.0
54, eco2, 51531, 7659.85, 237.0, 334.2, 0.0
54, eco3, 43338, 9092.35, 314.2, 397.3, 0.0
54, eco1, 93059, 6805.38, 220.0, 378.9, 0.0
55, eco2, 51531, 7634.90, 234.3, 329.5, 0.0
55, eco3, 43338, 9047.93, 308.5, 390.6, 0.0
55, eco1, 93059, 6763.86, 217.8, 375.5, 0.0
56, eco2, 51531, 7611.95, 231.8, 325.0, 0.0
56, eco3, 43338, 9004.62, 303.2, 384.0, 0.0
56, eco1, 93059, 6726.86, 216.2, 372.4, 0.0
57, eco2, 51531, 7588.77, 229.1, 320.8, 0.0
57, eco3, 43338, 8960.56, 297.4, 377.3, 0.0
57, eco1, 93059, 6689.58, 213.9, 369.3, 0.0
58, eco2, 51531, 7571.45, 226.6, 316.8, 0.0
58, eco3, 43338, 8916.54, 291.7, 370.5, 0.0
58, eco1, 93059, 6654.81, 211.7, 366.2, 0.0
59, eco2, 51531, 7552.21, 224.1, 312.9, 0.0
59, eco3, 43338, 8871.64, 285.9, 363.7, 0.0
59, eco1, 93059, 6621.63, 209.6, 363.1, 0.0
60, eco2, 51531, 7314.63, 217.6, 312.5, 0.0
60, eco3, 43338, 8608.92, 272.8, 359.3, 0.0
60, eco1, 93059, 6420.00, 200.2, 362.2, 0.0
61, eco2, 51531, 7225.32, 215.2, 307.2, 0.0
61, eco3, 43338, 8502.60, 267.9, 349.8, 0.0
61, eco1, 93059, 6329.61, 198.8, 357.3, 0.0
62, eco2, 51531, 7139.21, 212.8, 302.3, 0.0
62, eco3, 43338, 8397.71, 263.1, 341.1, 0.0
62, eco1, 93059, 6243.70, 197.2, 353.0, 0.0
63, eco2, 51531, 7057.13, 210.3, 297.8, 0.0
63, eco3, 43338, 8295.05, 258.8, 333.3, 0.0
63, eco1, 93059, 6162.58, 195.6, 349.2, 0.0
64, eco2, 51531, 6977.02, 207.5, 293.5, 0.0
64, eco3, 43338, 8193.21, 254.9, 326.2, 0.0
64, eco1, 93059, 6084.12, 193.8, 345.6, 0.0
65, eco2, 51531, 6901.87, 204.9, 289.4, 0.0
65, eco3, 43338, 8095.73, 251.4, 319.8, 0.0
65, eco1, 93059, 6010.53, 192.1, 342.2, 0.0
66, eco2, 51531, 6829.88, 202.4, 285.5, 0.0
66, eco3, 43338, 8003.11, 248.1, 314.0, 0.0
66, eco1, 93059, 5941.15, 190.3, 338.9, 0.0
67, eco2, 51531, 6762.87, 199.8, 281.6, 0.0
67, eco3, 43338, 7913.19, 244.9, 308.7, 0.0
67, eco1, 93059, 5875.16, 188.4, 335.7, 0.0
68, eco2, 51531, 6697.82, 197.1, 277.8, 0.0
68, eco3, 43338, 7826.37, 241.7, 303.8, 0.0
68, eco1, 93059, 5811.16, 186.5, 332.6, 0.0
69, eco2, 51531, 6635.77, 194.8, 274.2, 0.0
69, eco3, 43338, 7742.41, 238.5, 299.1, 0.0
69, eco1, 93059, 5750.71, 184.7, 329.5, 0.0
70, eco2, 51531, 6404.35, 188.6, 274.8, 0.0
70, eco3, 43338, 7563.50, 233.3, 296.7, 0.0
70, eco1, 93059, 5614.40, 181.2, 328.4, 0.0
71, eco2, 51531, 6352.42, 186.7, 269.4, 0.0
71, eco3, 43338, 7490.24, 230.0, 291.3, 0.0
71, eco1, 93059, 5562.12, 179.3, 324.4, 0.0
72, eco2, 51531, 6300.87, 184.4, 264.4, 0.0
72, eco3, 43338, 7418.46, 226.4, 286.1, 0.0
72, eco1, 93059, 5511.62, 177.5, 320.6, 0.0
73, eco2, 51531, 6251.44, 182.3, 259.8, 0.0
73, eco3, 43338, 7349.97, 222.9, 281.2, 0.0
73, eco1, 93059, 5463.12, 175.6, 317.0, 0.0
74, eco2, 51531, 6202.31, 180.1, 255.6, 0.0
74, eco3, 43338, 7281.89, 219.1, 276.3, 0.0
74, eco1, 93059, 5414.92, 173.6, 313.3, 0.0
75, eco2, 51531, 6155.88, 178.2, 251.6, 0.0
75, eco3, 43338, 7216.42, 215.3, 271.5, 0.0
75, eco1, 93059, 5368.34, 171.6, 309.8, 0.0
76, eco2, 51531, 6110.25, 176.2, 247.8, 0.0
76, eco3, 43338, 7153.17, 211.5, 266.8, 0.0
76, eco1, 93059, 5322.30, 169.6, 306.2, 0.0
77, eco2, 51531, 6066.90, 174.1, 244.2, 0.0
77, eco3, 43338, 7090.90, 207.6, 262.0, 0.0
77, eco1, 93059, 5277.16, 167.7, 302.7, 0.0
78, eco2, 51531, 6023.60, 172.4, 240.8, 0.0
78, eco3, 43338, 7030.01, 203.6, 257.1, 0.0
78, eco1, 93059, 5233.28, 166.0, 299.3, 0.0
79, eco2, 51531, 5982.85, 171.0, 237.7, 0.0
79, eco3, 43338, 6969.58, 199.9, 252.3, 0.0
79, eco1, 93059, 5190.47, 164.6, 296.0, 0.0
80, eco2, 51531, 5873.71, 172.4, 236.6, 0.0
80, eco3, 43338, 6831.30, 195.9, 248.7, 0.0
80, eco1, 93059, 5095.55, 165.4, 294.6, 0.0
81, eco2, 51531, 5814.67, 170.9, 234.3, 0.0
81, eco3, 43338, 6755.29, 192.1, 243.5, 0.0
81, eco1, 93059, 5042.10, 163.9, 292.1, 0.0
82, eco2, 51531, 5757.85, 169.5, 232.1, 0.0
82, eco3, 43338, 6679.41, 188.3, 238.4, 0.0
82, eco1, 93059, 4989.77, 162.5, 289.5, 0.0
83, eco2, 51531, 5704.26, 168.2, 229.9, 0.0
83, eco3, 43338, 6605.41, 184.5, 233.3, 0.0
83, eco1, 93059, 4940.01, 161.2, 287.0, 0.0
84, eco2, 51531, 5651.68, 166.8, 227.7, 0.0
84, eco3, 43338, 6533.13, 180.8, 228.3, 0.0
84, eco1, 93059, 4891.59, 159.9, 284.5, 0.0
85, eco2, 51531, 5602.01, 165.5, 225.6, 0.0
85, eco3, 43338, 6461.61, 177.1, 223.3, 0.0
85, eco1, 93059, 4844.98, 158.6, 282.1, 0.0
86, eco2, 51531, 5554.05, 163.9, 223.5, 0.0
86, eco3, 43338, 6388.83, 173.2, 218.4, 0.0
86, eco1, 93059, 4800.08, 156.9, 279.5, 0.0
87, eco2, 51531, 5509.04, 162.5, 221.4, 0.0
87, eco3, 43338, 6316.32, 169.5, 213.5, 0.0
87, eco1, 93059, 4757.71, 155.5, 277.0, 0.0
88, eco2, 51531, 5466.49, 161.4, 219.4, 0.0
88, eco3, 43338, 6244.17, 166.0, 208.7, 0.0
88, eco1, 93059, 4716.92, 154.1, 274.5, 0.0
89, eco2, 51531, 5425.04, 160.2, 217.4, 0.0
89, eco3, 43338, 6172.23, 162.9, 204.1, 0.0
89, eco1, 93059, 4677.48, 152.6, 272.0, 0.0
90, eco2, 51531, 5334.36, 157.9, 216.6, 0.0
90, eco3, 43338, 6010.35, 160.1, 201.9, 0.0
90, eco1, 93059, 4543.81, 149.4, 271.8, 0.0
91, eco2, 51531, 5295.28, 156.6, 214.1, 0.0
91, eco3, 43338, 5941.40, 158.5, 197.5, 0.0
91, eco1, 93059, 4509.32, 147.9, 268.3, 0.0
92, eco2, 51531, 5258.50, 155.3, 211.9, 0.0
92, eco3, 43338, 5875.06, 157.0, 193.8, 0.0
92, eco1, 93059, 4475.97, 146.4, 265.0, 0.0
93, eco2, 51531, 5222.11, 154.1, 209.7, 0.0
93, eco3, 43338, 5811.12, 155.5, 190.5, 0.0
93, eco1, 93059, 4444.11, 144.7, 261.7, 0.0
94, eco2, 51531, 5186.82, 152.8, 207.7, 0.0
94, eco3, 43338, 5748.82, 154.2, 187.5, 0.0
94, eco1, 93059, 4413.33, 143.1, 258.5, 0.0
95, eco2, 51531, 5152.61, 151.6, 205.6, 0.0
95, eco3, 43338, 5688.75, 152.7, 184.8, 0.0
95, eco1, 93059, 4383.65, 141.5, 255.4, 0.0
96, eco2, 51531, 5121.64, 150.2, 203.6, 0.0
96, eco3, 43338, 5628.97, 151.2, 182.2, 0.0
96, eco1, 93059, 4354.25, 139.7, 252.3, 0.0
97, eco2, 51531, 5091.11, 149.1, 201.7, 0.0
97, eco3, 43338, 5572.13, 149.5, 179.8, 0.0
97, eco1, 93059, 4325.03, 138.0, 249.1, 0.0
98, eco2, 51531, 5060.59, 147.8, 199.8, 0.0
98, eco3, 43338, 5516.84, 147.8, 177.4, 0.0
98, eco1, 93059, 4296.19, 136.2, 246.0, 0.0
99, eco2, 51531, 5030.13, 146.5, 197.9, 0.0
99, eco3, 43338, 5462.64, 146.2, 175.0, 0.0
99, eco1, 93059, 4266.94, 134.5, 242.9, 0.0
100, eco2, 51531, 4828.48, 149.8, 202.8, 0.0
100, eco3, 43338, 5319.10, 150.1, 177.0, 0.0
100, eco1, 93059, 4177.05, 138.9, 243.5, 0.0
101, eco2, 51531, 4779.09, 148.4, 201.0, 0.0
101, eco3, 43338, 5251.45, 148.0, 175.2, 0.0
101, eco1, 93059, 4139.16, 137.4, 241.9, 0.0
102, eco2, 51531, 4730.28, 147.0, 199.2, 0.0
102, eco3, 43338, 5185.56, 145.9, 173.3, 0.0
102, eco1, 93059, 4101.17, 135.9, 240.1, 0.0
103, eco2, 51531, 4682.76, 145.8, 197.5, 0.0
103, eco3, 43338, 5121.16, 143.9, 171.2, 0.0
103, eco1, 93059, 4063.48, 134.4, 238.1, 0.0
104, eco2, 51531, 4636.18, 144.8, 195.9, 0.0
104, eco3, 43338, 5057.22, 142.0, 169.1, 0.0
104, eco1, 93059, 4024.84, 133.2, 236.1, 0.0
105, eco2, 51531, 4591.04, 144.0, 194.4, 0.0
105, eco3, 43338, 4994.47, 140.3, 167.0, 0.0
105, eco1, 93059, 3987.04, 132.3, 234.2, 0.0
106, eco2, 51531, 4548.07, 143.6, 193.2, 0.0
106, eco3, 43338, 4933.31, 138.8, 165.0, 0.0
106, eco1, 93059, 3949.71, 131.8, 232.5, 0.0
107, eco2, 51531, 4506.59, 143.2, 192.3, 0.0
107, eco3, 43338, 4874.12, 137.7, 163.2, 0.0
107, eco1, 93059, 3913.10, 131.6, 231.1, 0.0
108, eco2, 51531, 4466.87, 143.0, 191.5, 0.0
108, eco3, 43338, 4817.26, 136.8, 161.6, 0.0
108, eco1, 93059, 3877.36, 131.5, 229.8, 0.0
109, eco2, 51531, 4429.43, 143.0, 190.9, 0.0
109, eco3, 43338, 4762.78, 136.2, 160.2, 0.0
109, eco1, 93059, 3842.53, 131.5, 228.9, 0.0
110, eco2, 51531, 4302.57, 141.9, 192.7, 0.0
110, eco3, 43338, 4623.59, 135.4, 161.9, 0.0
110, eco1, 93059, 3756.27, 130.8, 229.6, 0.0
111, eco2, 51531, 4270.01, 141.8, 191.7, 0.0
111, eco3, 43338, 4575.97, 135.2, 160.3, 0.0
111, eco1, 93059, 3725.18, 130.5, 228.5, 0.0
112, eco2, 51531, 4238.68, 142.0, 191.1, 0.0
112, eco3, 43338, 4530.98, 135.2, 159.1, 0.0
112, eco1, 93059, 3694.89, 130.7, 227.6, 0.0
113, eco2, 51531, 4209.50, 142.0, 190.7, 0.0
113, eco3, 43338, 4488.11, 135.4, 158.3, 0.0
113, eco1, 93059, 3666.14, 130.7, 226.9, 0.0
114, eco2, 51531, 4181.72, 142.2, 190.5, 0.0
114, eco3, 43338, 4447.65, 135.6, 157.8, 0.0
114, eco1, 93059, 3638.45, 130.8, 226.4, 0.0
115, eco2, 51531, 4155.65, 142.5, 190.7, 0.0
115, eco3, 43338, 4408.21, 136.1, 157.7, 0.0
115, eco1, 93059, 3611.54, 130.9, 226.1, 0.0
116, eco2, 51531, 4130.46, 142.5, 190.7, 0.0
116, eco3, 43338, 4369.93, 135.9, 157.4, 0.0
116, eco1, 93059, 3585.91, 130.7, 225.8, 0.0
117, eco2, 51531, 4108.90, 142.6, 190.8, 0.0
117, eco3, 43338, 4333.21, 136.1, 157.2, 0.0
117, eco1, 93059, 3561.32, 130.7, 225.5, 0.0
118, eco2, 51531, 4090.07, 142.8, 191.1, 0.0
118, eco3, 43338, 4298.82, 136.2, 157.2, 0.0
118, eco1, 93059, 3537.74, 130.5, 225.3, 0.0
119, eco2, 51531, 4071.99, 143.4, 191.5, 0.0
119, eco3, 43338, 4266.23, 136.7, 157.4, 0.0
119, eco1, 93059, 3515.50, 130.4, 225.1, 0.0
120, eco2, 51531, 3974.18, 143.3, 196.5, 0.0
120, eco3, 43338, 4125.96, 143.3, 164.8, 0.0
120, eco1, 93059, 3407.88, 125.1, 226.7, 0.0
121, eco2, 51531, 3957.88, 143.6, 196.0, 0.0
121, eco3, 43338, 4098.24, 143.5, 165.3, 0.0
121, eco1, 93059, 3389.98, 124.7, 224.5, 0.0
122, eco2, 51531, 3942.41, 143.3, 195.5, 0.0
122, eco3, 43338, 4073.46, 143.3, 165.6, 0.0
122, eco1, 93059, 3373.13, 124.3, 222.5, 0.0
123, eco2, 51531, 3930.13, 143.2, 195.2, 0.0
123, eco3, 43338, 4049.70, 143.6, 166.0, 0.0
123, eco1, 93059, 3356.64, 124.0, 220.8, 0.0
124, eco2, 51531, 3918.69, 143.6, 195.1, 0.0
124, eco3, 43338, 4026.98, 143.3, 166.2, 0.0
124, eco1, 93059, 3340.04, 123.4, 219.3, 0.0
125, eco2, 51531, 3906.11, 143.6, 195.1, 0.0
125, eco3, 43338, 4006.28, 143.2, 166.4, 0.0
125, eco1, 93059, 3324.33, 122.8, 218.0, 0.0
126, eco2, 51531, 3893.59, 143.2, 195.0, 0.0
126, eco3, 43338, 3986.74, 143.2, 166.5, 0.0
126, eco1, 93059, 3309.13, 122.3, 216.6, 0.0
127, eco2, 51531, 3882.45, 142.7, 194.8, 0.0
127, eco3, 43338, 3966.80, 143.3, 166.6, 0.0
127, eco1, 93059, 3292.78, 121.7, 215.3, 0.0
128, eco2, 51531, 3871.14, 142.7, 194.6, 0.0
128, eco3, 43338, 3946.23, 142.9, 166.5, 0.0
128, eco1, 93059, 3276.12, 120.9, 214.0, 0.0
129, eco2, 51531, 3859.43, 142.3, 194.5, 0.0
129, eco3, 43338, 3927.90, 142.5, 166.4, 0.0
129, eco1, 93059, 3260.01, 120.1, 212.8, 0.0
130, eco2, 51531, 3790.39, 140.5, 196.0, 0.0
130, eco3, 43338, 3864.73, 142.2, 167.7, 0.0
130, eco1, 93059, 3216.73, 119.1, 212.4, 0.0
131, eco2, 51531, 3779.78, 141.1, 195.3, 0.0
131, eco3, 43338, 3845.83, 142.1, 167.3, 0.0
131, eco1, 93059, 3200.44, 118.4, 211.0, 0.0
132, eco2, 51531, 3766.80, 140.7, 194.7, 0.0
132, eco3, 43338, 3826.81, 141.9, 166.9, 0.0
132, eco1, 93059, 3184.43, 117.9, 209.7, 0.0
133, eco2, 51531, 3754.76, 140.1, 194.0, 0.0
133, eco3, 43338, 3808.20, 141.8, 166.5, 0.0
133, eco1, 93059, 3167.81, 117.5, 208.5, 0.0
134, eco2, 51531, 3742.55, 139.7, 193.5, 0.0
134, eco3, 43338, 3790.16, 141.8, 166.3, 0.0
134, eco1, 93059, 3150.90, 116.9, 207.3, 0.0
135, eco2, 51531, 3731.36, 139.1, 193.0, 0.0
135, eco3, 43338, 3770.33, 141.9, 166.2, 0.0
135, eco1, 93059, 3133.79, 116.4, 206.2, 0.0
136, eco2, 51531, 3723.05, 139.4, 192.7, 0.0
136, eco3, 43338, 3752.25, 141.8, 166.1, 0.0
136, eco1, 93059, 3116.11, 116.0, 205.3, 0.0
137, eco2, 51531, 3711.55, 140.0, 192.7, 0.0
137, eco3, 43338, 3733.75, 142.3, 166.3, 0.0
137, eco1, 93059, 3098.17, 115.5, 204.4, 0.0
138, eco2, 51531, 3699.24, 139.6, 192.6, 0.0
138, eco3, 43338, 3716.61, 142.4, 166.4, 0.0
138, eco1, 93059, 3080.38, 115.2, 203.6, 0.0
139, eco2, 51531, 3686.95, 139.2, 192.5, 0.0
139, eco3, 43338, 3698.98, 142.5, 166.5, 0.0
139, eco1, 93059, 3062.72, 114.7, 202.8, 0.0
