Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,484,8066265,3466.3794585303,484,185727,472083,85677,291,89132,954,15203,141539,0,0,203005,0,103456,0,0,0,0,4471,6,0,0,0,0,0,14,0,227,0,0,0,0,44
1,1,484,8066265,3466.3794585303,484,185727,472083,643437,291,89132,954,15203,141539,0,0,203005,0,103456,0,0,0,0,4471,6,0,0,0,0,0,14,0,227,0,0,0,0,44
2,-1,541,7978090,3428.48732273313,541,184515,525639,93516,291,94936,2867,16562,165981,0,0,228030,0,110776,0,0,0,0,3,19,0,0,0,0,0,7,0,265,0,0,0,0,0
2,1,541,7978090,3428.48732273313,541,184515,525639,712671,291,94936,2867,16562,165981,0,0,228030,0,110776,0,0,0,0,3,19,0,0,0,0,0,7,0,265,0,0,0,0,0
3,-1,614,7903600,3396.47614954878,614,187625,598256,75243,255,102504,3214,24326,181900,0,0,262181,31,99055,0,0,0,0,288,11,0,0,0,0,0,8,0,230,0,0,0,0,6
3,1,614,7903600,3396.47614954878,614,187625,598256,748742,255,102504,3214,24326,181900,0,0,262181,31,99055,0,0,0,0,288,11,0,0,0,0,0,8,0,230,0,0,0,0,6
4,-1,645,8213427.5,3529.62075633863,645,187720,608855,77835,274,98463,1995,31593,175623,0,0,278103,1024,99887,0,0,0,0,2,12,0,0,0,0,0,13,2,247,0,0,0,0,0
4,1,645,8213427.5,3529.62075633863,645,187720,608855,764525,274,98463,1995,31593,175623,0,0,278103,1024,99887,0,0,0,0,2,12,0,0,0,0,0,13,2,247,0,0,0,0,0
5,-1,688,8724927.5,3749.43167168028,688,187763,649400,67016,231,93408,635,34484,246308,0,0,252935,2642,85979,0,0,0,0,25,15,0,0,2,0,0,3,6,205,0,0,0,0,0
5,1,688,8724927.5,3749.43167168028,688,187763,649400,783432,231,93408,635,34484,246308,0,0,252935,2642,85979,0,0,0,0,25,15,0,0,2,0,0,3,6,205,0,0,0,0,0
6,-1,772,7948222.5,3415.65212720241,772,187754,723781,98983,385,113365,983,39194,236206,0,0,313883,8808,110320,0,0,1,0,4,23,0,0,27,0,0,15,20,300,0,0,0,0,0
