Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,498,8066265,3466.3794585303,498,185727,480123,75548,267,89945,1114,15379,145279,0,0,205330,0,94154,0,0,0,0,4470,7,0,0,0,0,0,11,0,201,0,0,0,0,48
1,1,498,8066265,3466.3794585303,498,185727,480123,631219,267,89945,1114,15379,145279,0,0,205330,0,94154,0,0,0,0,4470,7,0,0,0,0,0,11,0,201,0,0,0,0,48
2,-1,496,7980812.5,3429.65728405673,496,184505,466892,78286,237,83677,2168,14018,145948,0,0,200859,0,98505,0,0,0,0,3,10,0,0,0,0,0,5,0,222,0,0,0,0,0
2,1,496,7980812.5,3429.65728405673,496,184505,466892,623464,237,83677,2168,14018,145948,0,0,200859,0,98505,0,0,0,0,3,10,0,0,0,0,0,5,0,222,0,0,0,0,0
3,-1,509,7910930,3399.62612806188,509,184540,484375,68186,221,84279,1855,19894,151416,0,0,207125,0,87704,0,0,0,0,288,12,0,0,1,0,0,6,0,200,0,0,0,0,2
3,1,509,7910930,3399.62612806188,509,184540,484375,620747,221,84279,1855,19894,151416,0,0,207125,0,87704,0,0,0,0,288,12,0,0,1,0,0,6,0,200,0,0,0,0,2
4,-1,578,8194567.5,3521.51590030082,578,184670,544834,73788,246,86374,1641,25966,160508,0,0,249459,61,94609,0,0,0,0,4,13,0,0,0,0,0,6,0,227,0,0,0,0,0
4,1,578,8194567.5,3521.51590030082,578,184670,544834,692410,246,86374,1641,25966,160508,0,0,249459,61,94609,0,0,0,0,4,13,0,0,0,0,0,6,0,227,0,0,0,0,0
5,-1,603,7936382.5,3410.56403094113,603,187770,572845,75512,269,91814,1111,30244,167469,0,0,259721,2011,95952,0,0,0,0,35,12,0,0,2,0,0,11,5,238,0,0,0,0,1
5,1,603,7936382.5,3410.56403094113,603,187770,572845,723869,269,91814,1111,30244,167469,0,0,259721,2011,95952,0,0,0,0,35,12,0,0,2,0,0,11,5,238,0,0,0,0,1
6,-1,604,8413422.5,3615.56617963043,604,187782,584812,66530,251,87418,436,32521,216668,0,0,227791,2393,84109,0,0,0,0,6,11,0,0,1,0,0,13,6,220,0,0,0,0,0
6,1,604,8413422.5,3615.56617963043,604,187782,584812,717872,251,87418,436,32521,216668,0,0,227791,2393,84109,0,0,0,0,6,11,0,0,1,0,0,13,6,220,0,0,0,0,0
7,-1,649,7995182.5,3435.83261710357,649,187788,616871,66961,270,99345,695,35150,208420,0,0,256509,6140,77566,0,0,1,0,6,17,2,0,23,0,0,12,16,199,0,0,0,0,1
7,1,649,7995182.5,3435.83261710357,649,187788,616871,750793,270,99345,695,35150,208420,0,0,256509,6140,77566,0,0,1,0,6,17,2,0,23,0,0,12,16,199,0,0,0,0,1
8,-1,703,8227550,3535.68972926515,703,187928,656724,148366,622,135798,535,28548,228804,0,0,246949,41128,123319,0,0,1,0,8,69,1,0,31,0,0,25,99,397,0,0,0,0,0
8,1,703,8227550,3535.68972926515,703,187928,656724,953456,622,135798,535,28548,228804,0,0,246949,41128,123319,0,0,1,0,8,69,1,0,31,0,0,25,99,397,0,0,0,0,0
9,-1,724,7846472.5,3371.92629995703,724,187928,673878,159055,722,155503,936,25996,239974,0,0,255162,37442,117916,0,0,1,0,3,104,2,0,56,0,0,85,93,382,0,0,0,0,0
9,1,724,7846472.5,3371.92629995703,724,187928,673878,991988,722,155503,936,25996,239974,0,0,255162,37442,117916,0,0,1,0,3,104,2,0,56,0,0,85,93,382,0,0,0,0,0
10,-1,764,7889415,3390.38031800602,764,187928,708997,189851,928,183560,1688,24770,270416,0,0,257947,44236,116227,0,0,0,0,4,139,7,1,108,0,0,159,116,398,0,0,0,0,0
10,1,764,7889415,3390.38031800602,764,187928,708997,1088699,928,183560,1688,24770,270416,0,0,257947,44236,116227,0,0,0,0,4,139,7,1,108,0,0,159,116,398,0,0,0,0,0
11,-1,823,7944230,3413.93639879673,823,187926,762560,209823,1069,204146,1172,33571,299203,0,0,257828,56181,120270,0,0,1,0,11,157,2,1,137,0,0,187,156,429,0,0,0,0,0
11,1,823,7944230,3413.93639879673,823,187926,762560,1182206,1069,204146,1172,33571,299203,0,0,257828,56181,120270,0,0,1,0,11,157,2,1,137,0,0,187,156,429,0,0,0,0,0
12,-1,901,7473950,3211.8392780404,901,187922,834262,254138,1407,227966,4708,38026,344423,0,0,275869,67749,129645,0,0,1,0,13,217,18,3,211,0,0,265,184,509,0,0,0,0,0
12,1,901,7473950,3211.8392780404,901,187922,834262,1342538,1407,227966,4708,38026,344423,0,0,275869,67749,129645,0,0,1,0,13,217,18,3,211,0,0,265,184,509,0,0,0,0,0
13,-1,942,7451637.5,3202.25075204126,942,187052,868200,194880,1243,204470,3395,41904,386746,0,0,287426,26628,112404,0,0,7,0,100,97,8,0,275,0,0,302,82,478,0,0,0,0,1
13,1,942,7451637.5,3202.25075204126,942,187052,868200,1257960,1243,204470,3395,41904,386746,0,0,287426,26628,112404,0,0,7,0,100,97,8,0,275,0,0,302,82,478,0,0,0,0,1
14,-1,1039,7352267.5,3159.54770090245,1039,187547,973017,226051,1553,243916,11119,49394,427509,0,0,323624,27157,116334,0,0,2,0,13,158,36,1,315,0,0,463,82,498,0,0,0,0,0
14,1,1039,7352267.5,3159.54770090245,1039,187547,973017,1425119,1553,243916,11119,49394,427509,0,0,323624,27157,116334,0,0,2,0,13,158,36,1,315,0,0,463,82,498,0,0,0,0,0
15,-1,1040,7273815,3125.83369144822,1040,187253,962337,239575,1714,243838,10591,53285,443828,0,0,304477,29926,115943,0,0,0,0,24,144,32,2,329,0,0,570,91,546,0,0,0,0,0
15,1,1040,7273815,3125.83369144822,1040,187253,962337,1441487,1714,243838,10591,53285,443828,0,0,304477,29926,115943,0,0,0,0,24,144,32,2,329,0,0,570,91,546,0,0,0,0,0
16,-1,1075,7113305,3056.85646755479,1075,187087,992933,247652,1922,253374,13896,60165,465306,0,0,303077,36163,108603,0,0,0,0,1,148,53,1,417,0,0,665,125,513,0,0,0,0,0
16,1,1075,7113305,3056.85646755479,1075,187087,992933,1488237,1922,253374,13896,60165,465306,0,0,303077,36163,108603,0,0,0,0,1,148,53,1,417,0,0,665,125,513,0,0,0,0,0
