Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10586.85, 1.0, 469.7, 0.0
0, eco3, 43338, 9794.92, 1.3, 455.6, 0.0
0, eco1, 93059, 9314.48, 0.5, 537.3, 0.0
1, eco2, 51531, 10685.76, 416.9, 471.4, 0.0
1, eco3, 43338, 9937.67, 453.9, 459.8, 0.0
1, eco1, 93059, 9411.20, 391.7, 540.4, 0.0
2, eco2, 51531, 10701.15, 415.1, 472.2, 0.0
2, eco3, 43338, 10019.47, 455.1, 463.3, 0.0
2, eco1, 93059, 9434.76, 390.5, 542.5, 0.0
3, eco2, 51531, 10702.62, 413.5, 472.6, 0.0
3, eco3, 43338, 10080.59, 456.1, 466.2, 0.0
3, eco1, 93059, 9443.94, 389.5, 544.1, 0.0
4, eco2, 51531, 10682.95, 412.2, 472.6, 0.0
4, eco3, 43338, 10127.06, 457.5, 469.0, 0.0
4, eco1, 93059, 9441.61, 388.4, 545.1, 0.0
5, eco2, 51531, 10646.01, 411.4, 472.6, 0.0
5, eco3, 43338, 10161.93, 459.1, 471.7, 0.0
5, eco1, 93059, 9428.92, 387.3, 545.9, 0.0
6, eco2, 51531, 10595.71, 410.1, 472.5, 0.0
6, eco3, 43338, 10165.67, 461.0, 474.5, 0.0
6, eco1, 93059, 9379.72, 386.6, 546.4, 0.0
7, eco2, 51531, 10541.20, 408.7, 472.5, 0.0
7, eco3, 43338, 10180.54, 462.1, 477.2, 0.0
7, eco1, 93059, 9343.93, 384.7, 546.6, 0.0
8, eco2, 51531, 10465.96, 406.7, 472.2, 0.0
8, eco3, 43338, 10185.90, 462.6, 479.7, 0.0
8, eco1, 93059, 9300.72, 382.5, 546.4, 0.0
9, eco2, 51531, 10389.12, 403.4, 471.4, 0.0
9, eco3, 43338, 10182.75, 462.5, 481.9, 0.0
9, eco1, 93059, 9247.03, 380.0, 545.7, 0.0
10, eco2, 51531, 10227.41, 399.1, 472.9, 0.0
10, eco3, 43338, 10116.17, 460.3, 485.6, 0.0
10, eco1, 93059, 9138.59, 375.7, 546.0, 0.0
11, eco2, 51531, 10149.21, 397.6, 471.2, 0.0
11, eco3, 43338, 10108.67, 460.7, 486.6, 0.0
11, eco1, 93059, 9082.37, 373.5, 544.1, 0.0
12, eco2, 51531, 10059.33, 395.0, 469.6, 0.0
12, eco3, 43338, 10095.94, 460.6, 487.7, 0.0
12, eco1, 93059, 9017.07, 371.0, 542.2, 0.0
13, eco2, 51531, 9967.96, 392.8, 468.3, 0.0
13, eco3, 43338, 10080.78, 460.8, 489.1, 0.0
13, eco1, 93059, 8955.74, 369.0, 540.5, 0.0
14, eco2, 51531, 9875.16, 390.2, 467.0, 0.0
14, eco3, 43338, 10062.29, 460.8, 490.5, 0.0
14, eco1, 93059, 8890.58, 366.4, 538.6, 0.0
15, eco2, 51531, 9792.51, 387.6, 465.7, 0.0
15, eco3, 43338, 10060.11, 460.7, 491.9, 0.0
15, eco1, 93059, 8834.50, 363.6, 536.7, 0.0
16, eco2, 51531, 9666.90, 383.2, 464.1, 0.0
16, eco3, 43338, 10049.86, 460.7, 493.4, 0.0
16, eco1, 93059, 8782.09, 360.8, 534.7, 0.0
17, eco2, 51531, 9536.50, 377.5, 461.9, 0.0
17, eco3, 43338, 10033.10, 460.3, 494.9, 0.0
17, eco1, 93059, 8720.67, 357.7, 532.5, 0.0
18, eco2, 51531, 9409.82, 372.1, 459.4, 0.0
18, eco3, 43338, 10013.12, 459.7, 496.4, 0.0
18, eco1, 93059, 8657.33, 355.4, 530.4, 0.0
19, eco2, 51531, 9307.54, 368.7, 457.1, 0.0
19, eco3, 43338, 9987.54, 459.3, 497.7, 0.0
19, eco1, 93059, 8575.84, 353.0, 528.4, 0.0
20, eco2, 51531, 8941.65, 343.8, 456.7, 0.0
