Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10584.96, 1.0, 469.7, 0.0
0, eco3, 43338, 9793.25, 1.3, 455.6, 0.0
0, eco1, 93059, 9312.49, 0.5, 537.3, 0.0
1, eco2, 51531, 10684.67, 416.9, 471.4, 0.0
1, eco3, 43338, 9936.81, 454.0, 459.9, 0.0
1, eco1, 93059, 9408.64, 391.7, 540.4, 0.0
2, eco2, 51531, 10696.32, 415.1, 472.2, 0.0
2, eco3, 43338, 10015.87, 454.9, 463.2, 0.0
2, eco1, 93059, 9427.48, 390.4, 542.5, 0.0
3, eco2, 51531, 10673.48, 413.9, 472.7, 0.0
3, eco3, 43338, 10062.53, 456.0, 466.2, 0.0
3, eco1, 93059, 9428.30, 389.2, 544.0, 0.0
4, eco2, 51531, 10639.09, 412.9, 472.9, 0.0
4, eco3, 43338, 10092.16, 457.5, 469.0, 0.0
4, eco1, 93059, 9413.92, 388.0, 545.0, 0.0
5, eco2, 51531, 10596.05, 412.0, 473.1, 0.0
5, eco3, 43338, 10125.55, 459.1, 471.8, 0.0
5, eco1, 93059, 9398.63, 386.7, 545.6, 0.0
6, eco2, 51531, 10534.22, 410.2, 473.1, 0.0
6, eco3, 43338, 10137.66, 460.2, 474.4, 0.0
6, eco1, 93059, 9360.23, 384.9, 545.8, 0.0
7, eco2, 51531, 10464.53, 408.1, 472.9, 0.0
7, eco3, 43338, 10141.28, 460.8, 476.9, 0.0
7, eco1, 93059, 9311.64, 382.6, 545.6, 0.0
8, eco2, 51531, 10388.41, 405.8, 472.4, 0.0
8, eco3, 43338, 10143.81, 461.3, 479.2, 0.0
8, eco1, 93059, 9261.20, 380.2, 544.9, 0.0
9, eco2, 51531, 10313.81, 403.4, 471.8, 0.0
9, eco3, 43338, 10139.37, 461.4, 481.4, 0.0
9, eco1, 93059, 9201.95, 377.6, 543.9, 0.0
10, eco2, 51531, 10123.30, 398.2, 473.3, 0.0
10, eco3, 43338, 10106.01, 461.1, 483.8, 0.0
10, eco1, 93059, 9088.31, 373.5, 543.7, 0.0
11, eco2, 51531, 10039.80, 397.1, 471.6, 0.0
