Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 307, 1429, 165, 163, 43, 3, 
10, 448, 1095, 537, 453, 7, 2, 
10, 478, 1090, 152, 144, 37, 3, 
10, 516, 1081, 22, 17, 5, 3, 
10, 550, 1123, 149, 0, 0, 0, 
10, 673, 729, 395, 381, 122, 3, 
10, 675, 749, 568, 563, 170, 3, 
10, 685, 705, 325, 325, 3225, 5, 
10, 700, 546, 275, 272, 101, 3, 
10, 704, 817, 658, 658, 3059, 4, 
10, 754, 701, 44, 44, 446, 5, 
10, 768, 555, 822, 821, 319, 3, 
10, 771, 438, 45, 0, 0, 0, 
10, 790, 622, 592, 581, 32, 1.97, 
10, 790, 693, 72, 0, 0, 0, 
10, 874, 354, 270, 270, 211, 3, 
10, 948, 339, 56, 0, 0, 0, 
10, 963, 405, 61, 0, 0, 0, 
10, 994, 426, 73, 73, 55, 3, 
20, 295, 1396, 443, 1, 1, 4, 
20, 376, 1345, 524, 522, 504, 3, 
20, 392, 1190, 698, 698, 717, 3, 
20, 494, 1093, 566, 566, 609, 3, 
20, 503, 1174, 217, 172, 18, 2, 
20, 518, 1154, 47, 0, 0, 0, 
20, 520, 981, 372, 371, 356, 3, 
20, 556, 1065, 28, 28, 34, 3, 
20, 570, 847, 672, 672, 663, 3, 
20, 590, 1026, 652, 0, 0, 0, 
20, 651, 824, 482, 480, 150, 2, 
20, 753, 744, 361, 361, 276, 2, 
20, 767, 752, 912, 912, 3991, 4, 
20, 773, 668, 304, 304, 3675, 5, 
20, 830, 427, 355, 354, 98, 2, 
20, 857, 617, 170, 1, 1, 3, 
20, 861, 501, 689, 689, 771, 3, 
20, 913, 678, 21, 20, 29, 3, 
20, 1003, 406, 121, 0, 0, 0, 
20, 1015, 348, 1726, 1726, 1958, 3, 
20, 1019, 419, 723, 723, 3784, 4, 
20, 1030, 367, 1236, 1150, 256, 2, 
30, 302, 1427, 299, 0, 0, 0, 
30, 382, 1272, 113, 113, 182, 3, 
30, 446, 1215, 220, 220, 318, 3, 
30, 475, 994, 1234, 1234, 393, 2, 
30, 478, 987, 55, 0, 0, 0, 
30, 528, 1201, 948, 947, 95, 2, 
30, 566, 919, 185, 183, 285, 3, 
30, 619, 1104, 52, 52, 42, 3, 
30, 629, 791, 166, 166, 686, 4, 
30, 679, 743, 281, 281, 439, 3, 
30, 741, 461, 539, 539, 973, 3, 
30, 773, 489, 569, 569, 1050, 3, 
30, 780, 527, 470, 470, 789, 3, 
