Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,496,8066265,3466.3794585303,496,185727,480123,73206,252,89898,1114,15379,145279,0,0,204249,0,92940,0,0,0,0,4470,7,0,0,0,0,0,8,0,201,0,0,0,0,36
1,1,496,8066265,3466.3794585303,496,185727,480123,626535,252,89898,1114,15379,145279,0,0,204249,0,92940,0,0,0,0,4470,7,0,0,0,0,0,8,0,201,0,0,0,0,36
2,-1,554,7979070,3428.90846583584,554,184485,535021,73605,228,90288,3005,16661,168841,0,0,233165,0,96663,0,0,0,0,3,7,0,0,1,0,0,4,0,216,0,0,0,0,0
2,1,554,7979070,3428.90846583584,554,184485,535021,682231,228,90288,3005,16661,168841,0,0,233165,0,96663,0,0,0,0,3,7,0,0,1,0,0,4,0,216,0,0,0,0,0
3,-1,611,8455232.5,3633.53351955307,611,187656,606223,70732,237,97252,2850,22419,209960,0,0,251643,0,92530,0,0,0,0,301,10,0,0,0,0,0,7,0,216,0,0,0,0,4
3,1,611,8455232.5,3633.53351955307,611,187656,606223,747687,237,97252,2850,22419,209960,0,0,251643,0,92530,0,0,0,0,301,10,0,0,0,0,0,7,0,216,0,0,0,0,4
4,-1,688,8350305,3588.44220025784,688,187725,644982,71136,244,98928,2414,29412,196275,0,0,296745,1942,90398,0,0,0,0,4,11,0,0,4,0,0,16,5,208,0,0,0,0,0
4,1,688,8350305,3588.44220025784,688,187725,644982,787254,244,98928,2414,29412,196275,0,0,296745,1942,90398,0,0,0,0,4,11,0,0,4,0,0,16,5,208,0,0,0,0,0
5,-1,770,7934162.5,3409.61001289214,770,187785,725683,91259,342,115418,2805,34647,228513,0,0,327749,4179,103598,0,0,0,0,33,21,1,0,39,0,0,13,10,257,0,0,0,0,1
5,1,770,7934162.5,3409.61001289214,770,187785,725683,908201,342,115418,2805,34647,228513,0,0,327749,4179,103598,0,0,0,0,33,21,1,0,39,0,0,13,10,257,0,0,0,0,1
