Time, Ecoregion, NumSites,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM
0, eco1,93059,898.02723,33.84767728,89.23529159,1554.161027,2677.739165,6.174899795,2899.600458,434.4089019,147.2657454,15.88608302,622.4431597,0.007984182,0.001128316,0.07089051, ,83569516,3149831,8304147,144628671,249187729,574630,269833919,40425658,13704403,1478343,57923938,743,105,6597,,976.5694415,71.43028713,247.6641373,1266.71405,2536.077045,3.20807969,2526.028325,570.4304255,189.5164904,22.77765421,1428.826439,0.007976459,0.001037631,0.056436508
10, eco1,93059,890.1654972,26.73623185,95.89977326,1485.945658,2974.138923,6.174899795,2695.729666,415.6446126,46.56206278,15.9435197,711.5129004,0.025048625,0.001128316,0.037965162, ,82837911,2488047,8924337,138280617,276770394,574630,250861907,38679472,4333019,1483688,66212679,2331,105,3533,,966.866236,52.84587182,259.5524297,1186.591439,2833.388761,3.20807969,2361.865246,520.995908,84.95028947,22.83201545,1594.903043,0.047741688,0.001037631,0.021087863
20, eco1,93059,767.3470594,16.73869266,93.33009166,1216.288398,3284.080261,6.174899795,2228.345319,284.7099689,23.84135871,16.07126662,797.435788,0.005276223,0.000623261,1.07E-05, ,71408550,1557686,8685205,113186582,305613225,574630,207367587,26494825,2218653,1495576,74208577,491,58,1,,839.3518635,31.4953546,246.3640543,939.6721244,3134.987596,3.20807969,1949.631183,343.5911413,40.33096186,22.87679856,1730.491518,0.01340407,0.000542761,5.32119E-06
30, eco1,93059,601.3223224,12.22102107,65.88593258,855.979873,3495.027972,6.170934568,1596.565899,158.3301669,7.78357816,16.16495986,847.7510612,0.003546137,0.004287602,0, ,55958454,1137276,6131279,79656631,325243808,574261,148574826,14734047,724332,1504295,78890866,330,399,0,,680.1185826,21.30737836,180.4163456,663.0181346,3363.722628,3.206132136,1390.271945,194.3299349,12.871786,22.90235622,1804.920454,0.005996978,0.002357286,0
40, eco1,93059,493.607088,10.24824036,55.53654133,637.3333906,3760.609549,6.14436003,1234.572905,75.2152183,4.88567468,17.3714955,930.4136086,0,0.006372301,0, ,45934582,953691,5168175,59309608,349958564,571788,114888120,6999453,454656,1616574,86583360,0,593,0,,566.7581521,16.07296411,155.2034662,481.4338151,3612.372441,3.19211613,1104.712241,106.8891118,8.0286067,23.98479737,1862.825965,0,0.008918309,0
50, eco1,93059,432.5915602,8.404044746,62.37276352,588.6308686,4151.761195,6.119848698,767.5554218,50.82222031,3.485165325,23.6113326,1116.169763,0,4.30E-05,0, ,40256538,782072,5804347,54777400,386358745,569507,71427940,4729465,324326,2197247,103869642,0,4,0,,479.2747542,11.35437508,168.2136669,437.0704099,3957.270806,3.179494274,682.4610276,67.54062194,5.863495594,28.94536205,1960.127043,0,2.12847E-05,0
60, eco1,93059,349.7626237,7.133829076,65.8575205,464.8512986,4404.571788,5.920545031,319.8346855,42.35482866,1.875519832,29.62632309,1274.823778,0,1.07E-05,0, ,32548560,663867,6128635,43258597,409885046,550960,29763496,3941498,174534,2756996,118633826,0,1,0,,381.3591322,8.263318931,172.7833,345.1948831,4220.487564,3.076257929,276.380268,54.14983398,3.138867013,34.29603891,2015.845483,0,5.32119E-06,0
70, eco1,93059,276.2972845,5.782675507,66.5561418,262.6169634,4658.273536,5.737220473,151.5736253,36.94843057,1.214917418,35.29068655,1514.381736,0,1.07E-05,0, ,25711949,538130,6193648,24438872,433494277,533900,14105290,3438384,113059,3284116,140926850,0,1,0,,308.0210559,5.569611766,172.015639,206.5387968,4498.567004,2.979827381,127.6881678,48.07024499,2.256986718,42.15741667,2144.887063,0,5.32119E-06,0
80, eco1,93059,230.3705606,4.462846151,67.05391203,110.1485617,4768.965151,5.295532941,88.04461686,35.05095692,0.753898065,38.15177468,1787.536971,0,1.07E-05,0, ,21438054,415308,6239970,10250315,443795128,492797,8193344,3261807,70157,3550366,166346403,0,1,0,,261.5579424,3.519299945,170.7691084,101.3004289,4635.75281,2.756699374,77.03877017,47.15834256,1.446985016,46.81169384,2329.518773,0,5.32119E-06,0
90, eco1,93059,195.3077295,3.54370883,57.88857606,47.91812721,4750.170838,4.515683599,24.76550361,23.22105331,0.419389849,36.62825734,2101.530502,0,1.07E-05,0, ,18175142,329774,5387053,4459213,442046148,420225,2304653,2160928,39028,3408589,195566327,0,1,0,,217.2838161,2.490336725,143.0231738,46.57512452,4630.156113,2.354215444,22.466998,30.84566962,0.745407816,44.71138415,2519.277984,0,5.32119E-06,0
