Time, Ecoregion, NumSites,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM,,BF,SM,YB,PB,WS,JP,QA,NWC,S,BA,BS,EWP,RO,RM
100, eco1,93059,158.4761818,3.085687575,51.23331435,30.23921383,4743.121966,3.704628247,4.555421829,17.78339548,0.235796645,35.38659345,2419.265842,0,1.07E-05,0, ,14747635,287151,4767721,2814031,441390187,344749,423923,1654905,21943,3293041,225134460,0,1,0,,176.8781874,2.187981567,123.7946128,27.63471649,4656.299886,1.933490486,5.217258737,23.68771551,0.371881785,42.21121387,2733.537403,0,5.32119E-06,0
110, eco1,93059,114.9695677,2.421195156,43.88596482,10.16114508,4493.174137,2.819695032,1.753221075,21.75073878,0.084612987,34.21607797,2586.917902,0,1.07E-05,0, ,10698953,225314,4083984,945586,418130292,262398,163153,2024102,7874,3184114,240735993,0,1,0,,140.3410774,1.738421097,110.6208761,10.5814993,4498.558139,1.471712571,2.718147376,31.91326465,0.16082223,39.38482823,2876.404362,0,5.32119E-06,0
120, eco1,93059,89.75358643,1.685414629,35.22262221,2.504314467,4348.808863,2.016817288,1.111703328,21.01168076,0.019836878,33.11247703,2788.566103,0,1.07E-05,0, ,8352379,156843,3277782,233049,404695804,187683,103454,1955326,1846,3081414,259501173,0,1,0,,119.0333372,1.225511898,91.18024456,3.131087438,4366.489688,1.05465391,1.979295262,33.0067313,0.05501043,35.95335448,3024.983797,0,5.32119E-06,0
130, eco1,93059,86.58446792,1.037030271,29.53083528,1.728634522,4451.262113,1.432241911,1.177672229,19.59907156,0.025564427,32.56553369,3113.248831,0,1.07E-05,0, ,8057464,96505,2748110,160865,414230001,133283,109593,1823870,2379,3030516,289715823,0,1,0,,115.146173,0.782608233,74.07834915,2.066844749,4545.832473,0.750441659,2.009540888,26.80842663,0.05429739,35.70495083,3355.901217,0,5.32119E-06,0
0, eco2,51531,1204.408822,185.7434166,682.5883449,1130.324154,2630.63715,0.00304671,2383.804564,727.3343424,232.3187596,39.57957346,1445.751606,0.012012187,0.001668898,0.059653413, ,62064391,9571544,35174460,58246734,135559363,157,122839833,37480266,11971618,2039575,74501026,619,86,3074,,,,,,,,,,,,,,,
10, eco2,51531,1180.912034,134.2012769,705.2026159,1036.56793,2923.893346,0.00304671,2206.114863,639.7183443,114.0630494,39.59449652,1495.518174,0.102152103,0.001668898,0, ,60853578,6915526,36339796,53415382,150671148,157,113683305,32965326,5877783,2040344,77065547,5264,86,0,,,,,,,,,,,,,,,
20, eco2,51531,1020.673012,78.91682676,662.8383109,778.2430576,3230.735596,0.00304671,1742.397722,403.5219577,55.11109817,39.44505249,1533.473055,0.037278531,0.000815043,0, ,52596301,4066663,34156721,40103643,166483036,157,89787497,20793890,2839930,2032643,79021400,1921,42,0,,,,,,,,,,,,,,,
30, eco2,51531,835.4809532,52.65659506,493.4678931,562.1061885,3480.556733,0.00304671,1103.488735,237.7970542,19.56173954,39.23620733,1518.774796,0.000252275,0.000815043,0, ,43053169,2713447,25428894,28965894,179356569,157,56863878,12253920,1008036,2021881,78263984,13,42,0,,,,,,,,,,,,,,,
40, eco2,51531,686.1334148,38.35291378,426.6359473,391.7991112,3727.345054,0.00304671,883.9664862,146.4381828,15.91870913,40.64326328,1515.669112,0,0.020977664,0, ,35357141,1976364,21984977,20189800,192073818,157,45551677,7546106,820307,2094388,78103945,0,1081,0,,,,,,,,,,,,,,,
50, eco2,51531,575.2312589,25.20572083,456.263977,343.7433196,4086.579981,0.00696668,533.4286352,99.16456114,12.20075294,46.74273738,1609.267587,0,0,0, ,29642242,1298876,23511739,17713437,210585553,359,27488111,5110049,628717,2408700,82927168,0,0,0,,,,,,,,,,,,,,,
60, eco2,51531,458.2100483,16.67836836,465.2646756,272.5473404,4356.575265,0.007160738,190.9902971,79.18747938,6.546564204,53.64060468,1712.932895,0,0,0, ,23612022,859453,23975554,14044637,224498680,369,9841921,4080610,337351,2764154,88269145,0,0,0,,,,,,,,,,,,,,,
70, eco2,51531,376.0567037,9.596766995,460.978673,173.8115503,4606.077507,0.007374202,70.7156663,71.09495255,4.956007064,67.05406454,1942.62444,0,0,0, ,19378578,494531,23754692,8956683,237355780,380,3644049,3663594,255388,3455363,100105380,0,0,0,,,,,,,,,,,,,,,
80, eco2,51531,325.054802,4.660980769,456.5308649,93.67243019,4714.861695,0.00733539,45.09669907,71.2206827,3.264753255,75.75011158,2230.722594,0,0,0, ,16750399,240185,23525492,4827034,242961538,378,2323878,3670073,168236,3903479,114951366,0,0,0,,,,,,,,,,,,,,,
90, eco2,51531,271.0168054,2.623527585,382.915449,40.26007646,4736.801847,0.007141332,14.87601638,46.43106091,1.662998971,73.27921057,2516.391997,0,0,0, ,13965767,135193,19732016,2074642,244092136,368,766576,2392639,85696,3776151,129672196,0,0,0,,,,,,,,,,,,,,,
100, eco2,51531,216.9566669,2.359647591,331.1949118,20.28371272,4744.72894,0.006792028,4.514583455,35.184879,0.804913547,68.28210204,2807.46178,0,0,0, ,11179994,121595,17066805,1045240,244500627,350,232641,1813112,41478,3518645,144671313,0,0,0,,,,,,,,,,,,,,,
110, eco2,51531,183.1634162,1.929091227,297.6924182,8.434922668,4611.577827,0.006287477,2.499776833,50.28970911,0.395470688,61.41000563,3013.21261,0,0,0, ,9438594,99408,15340388,434660,237639217,324,128816,2591479,20379,3164519,155273859,0,0,0,,,,,,,,,,,,,,,
120, eco2,51531,162.1075857,1.386388776,245.9310706,2.969940424,4378.666376,0.005821738,2.020492519,53.64598009,0.14189517,52.3549902,3111.642739,0,0,0, ,8353566,71442,12673074,153044,225637057,300,104118,2764431,7312,2697905,160346062,0,0,0,,,,,,,,,,,,,,,
130, eco2,51531,160.1881198,0.957210223,198.8703305,2.268323922,4593.683356,0.005239565,2.118103666,40.40942345,0.143020706,51.96728183,3479.982826,0,0,0, ,8254654,49326,10247987,116889,236717097,270,109148,2082338,7370,2677926,179326995,0,0,0,,,,,,,,,,,,,,,
0, eco3,43338,874.3097282,16.20693156,70.70974664,811.6579676,2119.451636,0.648414786,1892.973811,675.9408602,229.346855,17.59751258,3140.235613,0.003161198,9.23E-05,0.0215746, ,37890835,702376,3064419,35175633,91852795,28101,82037699,29293925,9939434,762641,136091531,137,4,935,,,,,,,,,,,,,,,
10, eco3,43338,877.0536019,12.17513499,81.06133186,722.1781577,2423.543795,0.648414786,1830.158291,606.0482948,132.7642254,17.69216392,3609.96615,0.031773501,9.23E-05,0.009922008, ,38009749,527646,3513036,31297757,105031541,28101,79315400,26264921,5753736,766743,156448713,1377,4,430,,,,,,,,,,,,,,,
20, eco3,43338,778.3669297,6.795652776,79.76321012,537.6454382,2700.994231,0.648414786,1597.563455,398.7650791,58.16452074,17.78974572,3968.291869,0.002468965,4.61E-05,0, ,33732866,294510,3456778,23300478,117055688,28101,69235205,17281681,2520734,770972,171977833,107,2,0,,,,,,,,,,,,,,,
30, eco3,43338,664.5830911,3.542618487,54.11209562,368.6636901,2942.851285,0.648484009,1288.29946,219.9471365,15.8429323,17.94771332,4200.476279,0.018090359,4.61E-05,0, ,28801702,153530,2345110,15977147,127537289,28104,55832322,9532069,686601,777818,182040241,784,2,0,,,,,,,,,,,,,,,
40, eco3,43338,581.8912502,2.088352024,46.47018783,253.2531727,3157.357192,0.644769025,1088.341986,127.8761826,5.395657391,18.37770548,4277.766694,0,4.61E-05,0, ,25218003,90505,2013925,10975486,136833546,27943,47166565,5541898,233837,796453,185389853,0,2,0,,,,,,,,,,,,,,,
50, eco3,43338,465.4198625,1.219645577,52.97826388,222.5975126,3385.88975,0.638008214,676.9459827,65.83737136,3.435137754,19.23708985,4189.532166,0,0,0, ,20170366,52857,2295972,9646931,146737690,27650,29337485,2853260,148872,833697,181565945,0,0,0,,,,,,,,,,,,,,,
60, eco3,43338,357.8263187,0.68274955,54.6086806,174.6400388,3663.391504,0.6180719,284.6041349,49.70607781,1.799713877,21.32161152,3967.207508,0,0,0, ,15507477,29589,2366631,7568550,158764061,26786,12334174,2154162,77996,924036,171930839,0,0,0,,,,,,,,,,,,,,,
70, eco3,43338,295.2432969,0.323618995,54.8759749,125.0373344,4027.79646,0.593313028,144.1423924,44.57443814,1.285338502,27.29890627,3739.261295,0,0,0, ,12795254,14025,2378215,5418868,174556643,25713,6246843,1931767,55704,1183080,162052106,0,0,0,,,,,,,,,,,,,,,
80, eco3,43338,253.0252434,0.135723845,53.69041026,91.37103697,4255.643731,0.574230467,91.38677373,44.5450413,0.773824357,30.99780793,3610.781185,0,0,0, ,10965608,5882,2326835,3959838,184431088,24886,3960520,1930493,33536,1343383,156484035,0,0,0,,,,,,,,,,,,,,,
90, eco3,43338,200.5815681,0.070077069,40.58770594,51.2002169,4245.643408,0.503714985,26.5575015,28.68609534,0.354400295,28.09961235,3419.732106,0,0,0, ,8692804,3037,1758990,2218915,183997694,21830,1150949,1243198,15359,1217781,148204350,0,0,0,,,,,,,,,,,,,,,
100, eco3,43338,168.7372514,0.056232406,32.99524667,30.78282339,4364.721745,0.421293092,7.473925885,22.69527897,0.149199317,25.86605289,3320.468042,0,0,0, ,7312735,2437,1429948,1334066,189158311,18258,323905,983568,6466,1120983,143902444,0,0,0,,,,,,,,,,,,,,,
110, eco3,43338,143.9030643,0.04559509,31.4824865,14.03650376,4375.73319,0.319673266,5.049771563,31.88460473,0.045456643,24.29459135,3335.342355,0,0,0, ,6236471,1976,1364388,608314,189635525,13854,218847,1381815,1970,1052879,144547067,0,0,0,,,,,,,,,,,,,,,
120, eco3,43338,130.6878951,0.046679588,27.33086437,4.668558771,4389.976764,0.23572846,3.793276109,34.22243758,0.027227837,22.5511791,3429.598043,0,0,0, ,5663752,2023,1184465,202326,190252813,10216,164393,1483132,1180,977323,148631920,0,0,0,,,,,,,,,,,,,,,
130, eco3,43338,122.9191933,0.028681527,21.35075453,2.553509622,4692.004869,0.1725045,3.666712816,26.11671051,0.010498869,23.10946513,3729.405741,0,0,0, ,5327072,1243,925299,110664,203342107,7476,158908,1131846,455,1001518,161624986,0,0,0,,,,,,,,,,,,,,,
