Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 373, 1361, 73, 0, 0, 0, 
10, 381, 1317, 1117, 725, 5, 2, 
10, 438, 1269, 70, 70, 22, 3, 
10, 464, 1175, 376, 349, 57, 3, 
10, 485, 1115, 184, 25, 1, 2, 
10, 492, 1183, 399, 398, 66, 3, 
10, 542, 1191, 306, 0, 0, 0, 
10, 562, 1209, 93, 0, 0, 0, 
10, 568, 1041, 484, 474, 121, 3, 
10, 629, 725, 126, 124, 36, 3, 
10, 639, 1072, 97, 89, 16, 3, 
10, 674, 746, 269, 148, 2, 2, 
10, 737, 584, 252, 246, 3, 1.82, 
10, 767, 736, 94, 85, 44, 3, 
10, 780, 530, 187, 167, 14, 2, 
10, 835, 485, 33, 0, 0, 0, 
10, 874, 423, 383, 373, 160, 3, 
10, 887, 562, 16, 0, 0, 0, 
10, 891, 363, 523, 514, 153, 3, 
10, 933, 318, 533, 451, 21, 2, 
10, 953, 547, 89, 0, 0, 0, 
20, 292, 1440, 103, 103, 77, 3, 
20, 400, 1164, 172, 170, 153, 3, 
20, 412, 1124, 4, 3, 4, 3, 
20, 436, 1125, 141, 141, 159, 3, 
20, 461, 1050, 39, 0, 0, 0, 
20, 494, 1121, 767, 766, 767, 3, 
20, 512, 1092, 1435, 0, 0, 0, 
20, 530, 1135, 57, 0, 0, 0, 
20, 575, 874, 482, 479, 58, 2, 
20, 615, 1024, 259, 257, 231, 3, 
20, 625, 753, 432, 427, 37, 2, 
20, 641, 1046, 492, 492, 344, 3, 
20, 654, 745, 519, 307, 5, 1, 
20, 721, 506, 142, 142, 147, 3, 
20, 721, 834, 531, 528, 536, 3, 
20, 752, 661, 279, 278, 69, 2, 
20, 771, 755, 442, 0, 0, 0, 
20, 785, 370, 586, 0, 0, 0, 
20, 806, 462, 471, 471, 517, 3, 
20, 806, 659, 226, 210, 71, 2, 
20, 848, 351, 214, 205, 57, 2, 
20, 855, 613, 491, 0, 0, 0, 
20, 895, 379, 160, 160, 1843, 5, 
20, 997, 373, 202, 202, 339, 3, 
30, 345, 1315, 240, 240, 345, 3, 
30, 374, 1275, 859, 859, 1180, 3, 
30, 381, 1174, 615, 613, 38, 2, 
30, 447, 1247, 188, 188, 190, 3, 
30, 491, 1139, 1257, 1235, 73, 2, 
30, 518, 1254, 223, 221, 175, 3, 
30, 560, 1197, 8, 0, 0, 0, 
30, 566, 1107, 147, 147, 256, 3, 
30, 579, 1189, 63, 25, 2, 2, 
30, 635, 1086, 139, 139, 152, 3, 
30, 638, 813, 592, 592, 2722, 4, 
30, 649, 681, 203, 203, 268, 3, 
30, 676, 603, 332, 36, 171, 3.97, 
30, 782, 530, 967, 964, 252, 2, 
30, 823, 561, 499, 499, 927, 3, 
30, 857, 559, 1315, 1314, 366, 2, 
30, 858, 419, 390, 0, 0, 0, 
