Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,499,8066265,3466.3794585303,499,185727,480123,71420,260,90366,1114,15379,145279,0,0,206228,0,88707,0,0,0,0,4470,8,0,0,0,0,0,13,0,186,0,0,0,0,53
1,1,499,8066265,3466.3794585303,499,185727,480123,622963,260,90366,1114,15379,145279,0,0,206228,0,88707,0,0,0,0,4470,8,0,0,0,0,0,13,0,186,0,0,0,0,53
2,-1,530,7989140,3433.23592608509,530,184528,512377,76153,234,87024,2531,16119,164041,0,0,222570,0,96242,0,0,0,0,3,10,0,0,1,0,0,7,0,216,0,0,0,0,0
2,1,530,7989140,3433.23592608509,530,184528,512377,664683,234,87024,2531,16119,164041,0,0,222570,0,96242,0,0,0,0,3,10,0,0,1,0,0,7,0,216,0,0,0,0,0
3,-1,577,7929765,3407.7202406532,577,187636,570555,73298,244,97317,2799,23611,173459,0,0,251663,0,94731,0,0,0,0,273,10,0,0,2,0,0,11,0,217,0,0,0,0,4
3,1,577,7929765,3407.7202406532,577,187636,570555,717151,244,97317,2799,23611,173459,0,0,251663,0,94731,0,0,0,0,273,10,0,0,2,0,0,11,0,217,0,0,0,0,4
4,-1,601,8176875,3513.91276321444,601,187690,573934,60409,209,92910,1942,26651,166136,0,0,264732,411,81556,0,0,1,0,4,12,0,0,1,0,0,8,1,187,0,0,0,0,0
4,1,601,8176875,3513.91276321444,601,187690,573934,694752,209,92910,1942,26651,166136,0,0,264732,411,81556,0,0,1,0,4,12,0,0,1,0,0,8,1,187,0,0,0,0,0
5,-1,618,8547820,3673.32187365707,618,187755,593407,64934,234,90015,855,29649,207782,0,0,245241,1630,83137,0,0,0,0,32,11,0,0,12,0,0,5,4,201,0,0,0,0,1
5,1,618,8547820,3673.32187365707,618,187755,593407,723275,234,90015,855,29649,207782,0,0,245241,1630,83137,0,0,0,0,32,11,0,0,12,0,0,5,4,201,0,0,0,0,1
6,-1,643,8260945,3550.04082509669,643,187834,611413,69928,260,96001,542,34208,209539,0,0,250839,1977,88231,0,0,0,0,4,19,0,0,6,0,0,7,4,224,0,0,0,0,0
6,1,643,8260945,3550.04082509669,643,187834,611413,751269,260,96001,542,34208,209539,0,0,250839,1977,88231,0,0,0,0,4,19,0,0,6,0,0,7,4,224,0,0,0,0,0
7,-1,678,7854797.5,3375.50386764074,678,187828,637865,85838,351,103156,381,35818,216424,0,0,268602,6439,92874,0,0,1,0,8,26,0,0,48,0,0,8,17,252,0,0,0,0,0
7,1,678,7854797.5,3375.50386764074,678,187828,637865,809541,351,103156,381,35818,216424,0,0,268602,6439,92874,0,0,1,0,8,26,0,0,48,0,0,8,17,252,0,0,0,0,0
8,-1,670,7804952.5,3354.08358401375,670,187743,629123,91744,392,105375,218,31522,236346,0,0,245307,4973,97119,0,0,0,0,7,24,0,0,60,0,0,18,12,278,0,0,0,0,0
8,1,670,7804952.5,3354.08358401375,670,187743,629123,812611,392,105375,218,31522,236346,0,0,245307,4973,97119,0,0,0,0,7,24,0,0,60,0,0,18,12,278,0,0,0,0,0
9,-1,708,7726037.5,3320.17082079931,708,187656,657665,90243,448,118413,394,28743,249766,0,0,242125,13228,95234,0,0,0,0,5,13,0,0,78,0,0,22,37,298,0,0,0,0,0
9,1,708,7726037.5,3320.17082079931,708,187656,657665,838151,448,118413,394,28743,249766,0,0,242125,13228,95234,0,0,0,0,5,13,0,0,78,0,0,22,37,298,0,0,0,0,0
10,-1,757,7918197.5,3402.74924795874,757,187655,703952,98023,522,143017,328,27119,272914,0,0,244196,13283,101111,0,0,0,0,7,14,0,0,85,0,0,54,35,333,0,0,0,0,1
10,1,757,7918197.5,3402.74924795874,757,187655,703952,899998,522,143017,328,27119,272914,0,0,244196,13283,101111,0,0,0,0,7,14,0,0,85,0,0,54,35,333,0,0,0,0,1
11,-1,766,7673732.5,3297.69338203696,766,187535,707829,118123,670,157374,213,34161,278978,0,0,236661,18767,99786,0,0,0,0,12,24,0,0,140,0,0,95,52,359,0,0,0,0,0
11,1,766,7673732.5,3297.69338203696,766,187535,707829,944075,670,157374,213,34161,278978,0,0,236661,18767,99786,0,0,0,0,12,24,0,0,140,0,0,95,52,359,0,0,0,0,0
12,-1,868,7495822.5,3221.23871938118,868,187837,810248,148587,903,172325,1142,41638,348277,0,0,272891,14441,108090,0,0,1,0,30,31,4,0,211,0,0,204,38,415,0,0,0,0,0
12,1,868,7495822.5,3221.23871938118,868,187837,810248,1107422,903,172325,1142,41638,348277,0,0,272891,14441,108090,0,0,1,0,30,31,4,0,211,0,0,204,38,415,0,0,0,0,0
13,-1,904,7549287.5,3244.21465406102,904,187824,835734,169433,1086,192569,5443,41593,375156,0,0,260687,22539,107169,0,0,2,0,9,74,9,0,236,0,0,269,68,430,0,0,0,0,0
13,1,904,7549287.5,3244.21465406102,904,187824,835734,1174600,1086,192569,5443,41593,375156,0,0,260687,22539,107169,0,0,2,0,9,74,9,0,236,0,0,269,68,430,0,0,0,0,0
14,-1,962,7443560,3198.77954447787,962,187776,895440,202715,1391,217775,7156,47159,398984,0,0,285368,24579,117108,0,0,5,0,21,114,12,0,274,0,0,388,78,525,0,0,0,0,0
14,1,962,7443560,3198.77954447787,962,187776,895440,1300870,1391,217775,7156,47159,398984,0,0,285368,24579,117108,0,0,5,0,21,114,12,0,274,0,0,388,78,525,0,0,0,0,0
15,-1,1013,7306612.5,3139.92801890847,1013,187760,937077,222772,1605,229046,9442,53865,433516,0,0,295514,32626,105838,0,0,1,0,1,136,28,0,343,0,0,529,110,459,0,0,0,0,0
15,1,1013,7306612.5,3139.92801890847,1013,187760,937077,1382621,1605,229046,9442,53865,433516,0,0,295514,32626,105838,0,0,1,0,1,136,28,0,343,0,0,529,110,459,0,0,0,0,0
16,-1,959,7192917.5,3091.06897292652,959,187636,883298,216713,1660,212659,7377,55767,416066,0,0,270074,26616,111448,0,0,1,0,3,115,15,2,343,0,0,576,89,520,0,0,0,0,0
16,1,959,7192917.5,3091.06897292652,959,187636,883298,1316724,1660,212659,7377,55767,416066,0,0,270074,26616,111448,0,0,1,0,3,115,15,2,343,0,0,576,89,520,0,0,0,0,0
17,-1,1043,6970305,2995.40395358831,1043,187605,961237,243414,2029,260210,13922,60686,435631,0,0,297753,31110,105338,0,0,1,0,0,179,60,3,432,0,0,729,98,528,0,0,0,0,0
17,1,1043,6970305,2995.40395358831,1043,187605,961237,1448065,2029,260210,13922,60686,435631,0,0,297753,31110,105338,0,0,1,0,0,179,60,3,432,0,0,729,98,528,0,0,0,0,0
18,-1,1123,8249540,3545.13966480447,1123,187585,1035968,157065,1408,227306,7155,56584,321592,0,0,471086,19904,89406,0,0,0,0,0,154,14,2,315,0,0,404,68,451,0,0,0,0,0
18,1,1123,8249540,3545.13966480447,1123,187585,1035968,1350098,1408,227306,7155,56584,321592,0,0,471086,19904,89406,0,0,0,0,0,154,14,2,315,0,0,404,68,451,0,0,0,0,0
19,-1,1184,8047920,3458.49591749033,1184,187613,1088390,179453,1562,268777,9496,59320,324137,0,0,495707,22126,88279,0,0,1,0,0,222,23,4,322,0,0,456,76,459,0,0,0,0,0
19,1,1184,8047920,3458.49591749033,1184,187613,1088390,1447296,1562,268777,9496,59320,324137,0,0,495707,22126,88279,0,0,1,0,0,222,23,4,322,0,0,456,76,459,0,0,0,0,0
20,-1,1235,8011117.5,3442.68048990116,1235,187565,1145320,207818,1781,291208,15194,64727,323573,0,0,541308,28329,88799,0,0,0,0,0,266,64,7,400,0,0,535,111,398,0,0,0,0,0
