Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10585.11, 1.0, 469.7, 0.0
0, eco3, 43338, 9793.90, 1.3, 455.6, 0.0
0, eco1, 93059, 9314.39, 0.5, 537.3, 0.0
1, eco2, 51531, 10684.35, 417.0, 471.4, 0.0
1, eco3, 43338, 9938.66, 454.0, 459.9, 0.0
1, eco1, 93059, 9410.20, 391.7, 540.4, 0.0
2, eco2, 51531, 10696.65, 415.1, 472.2, 0.0
2, eco3, 43338, 10020.83, 455.0, 463.3, 0.0
2, eco1, 93059, 9430.44, 390.4, 542.5, 0.0
3, eco2, 51531, 10689.51, 413.7, 472.6, 0.0
3, eco3, 43338, 10076.67, 456.0, 466.2, 0.0
3, eco1, 93059, 9436.31, 389.4, 544.0, 0.0
4, eco2, 51531, 10658.49, 412.6, 472.7, 0.0
4, eco3, 43338, 10117.67, 457.6, 469.0, 0.0
4, eco1, 93059, 9432.71, 388.4, 545.1, 0.0
5, eco2, 51531, 10615.37, 411.6, 472.8, 0.0
5, eco3, 43338, 10146.48, 459.2, 471.7, 0.0
5, eco1, 93059, 9408.19, 387.5, 545.9, 0.0
6, eco2, 51531, 10568.50, 410.7, 473.0, 0.0
6, eco3, 43338, 10170.35, 460.6, 474.4, 0.0
6, eco1, 93059, 9382.80, 386.0, 546.3, 0.0
7, eco2, 51531, 10510.51, 409.2, 473.0, 0.0
7, eco3, 43338, 10186.03, 461.8, 477.1, 0.0
7, eco1, 93059, 9350.92, 384.2, 546.4, 0.0
8, eco2, 51531, 10448.97, 407.2, 472.8, 0.0
8, eco3, 43338, 10196.15, 462.6, 479.6, 0.0
8, eco1, 93059, 9312.40, 382.3, 546.1, 0.0
9, eco2, 51531, 10376.74, 403.7, 472.0, 0.0
9, eco3, 43338, 10196.23, 462.2, 481.7, 0.0
9, eco1, 93059, 9263.25, 379.5, 545.4, 0.0
10, eco2, 51531, 10233.39, 400.4, 473.5, 0.0
