Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 309, 1376, 136, 136, 541, 4, 
10, 384, 1205, 873, 802, 9, 2, 
10, 426, 1079, 415, 415, 133, 3, 
10, 448, 1247, 451, 341, 1, 2, 
10, 495, 1064, 76, 0, 0, 0, 
10, 547, 1184, 122, 0, 0, 0, 
10, 579, 981, 13, 13, 3, 3, 
10, 593, 890, 49, 48, 12, 3, 
10, 660, 718, 528, 527, 33, 1.99, 
10, 680, 647, 4, 3, 2, 3, 
10, 694, 576, 227, 221, 104, 3, 
10, 696, 561, 694, 694, 264, 3, 
10, 712, 711, 464, 381, 7, 2, 
10, 772, 662, 28, 28, 363, 5, 
10, 808, 390, 102, 102, 1109, 5, 
10, 830, 562, 99, 99, 45, 2.94, 
10, 895, 260, 1029, 0, 0, 0, 
10, 896, 408, 138, 138, 1630, 5, 
10, 908, 472, 116, 85, 3, 2, 
10, 909, 459, 41, 40, 9, 2, 
10, 923, 518, 132, 0, 0, 0, 
10, 950, 480, 4, 4, 1, 3, 
10, 961, 500, 361, 361, 179, 3, 
20, 391, 1336, 137, 137, 147, 3, 
20, 499, 1156, 714, 712, 526, 3, 
20, 525, 1052, 309, 309, 1432, 4, 
20, 561, 1058, 66, 66, 71, 3, 
20, 571, 1105, 64, 0, 0, 0, 
20, 598, 1092, 561, 555, 37, 2, 
20, 675, 619, 224, 222, 73, 2, 
20, 680, 971, 176, 176, 14, 2, 
20, 688, 810, 882, 882, 8779, 5, 
20, 689, 720, 94, 94, 871, 5, 
20, 691, 699, 886, 781, 9, 1, 
20, 692, 629, 109, 0, 0, 0, 
20, 695, 549, 103, 103, 76, 3, 
20, 731, 649, 655, 655, 358, 2, 
20, 764, 442, 187, 134, 10, 1, 
20, 770, 408, 243, 222, 33, 2, 
20, 800, 572, 447, 447, 466, 3, 
20, 801, 522, 95, 95, 99, 3, 
20, 816, 518, 1074, 1073, 1193, 3, 
20, 899, 606, 214, 214, 1012, 4, 
20, 901, 737, 250, 248, 202, 3, 
20, 912, 316, 611, 611, 833, 3, 
20, 968, 468, 255, 255, 389, 3, 
20, 983, 397, 1006, 1006, 1658, 3, 
20, 1012, 422, 1219, 1210, 111, 2, 
30, 392, 1238, 42, 2, 3, 3, 
30, 412, 1337, 76, 0, 0, 0, 
30, 464, 1061, 642, 625, 68, 2, 
30, 475, 1032, 47, 47, 87, 3, 
30, 481, 1097, 426, 425, 47, 2, 
30, 507, 1139, 8, 0, 0, 0, 
30, 558, 1156, 243, 0, 0, 0, 
30, 563, 1184, 397, 394, 41, 2, 
30, 608, 988, 68, 68, 503, 5, 
30, 613, 1060, 570, 570, 958, 3, 
30, 628, 847, 67, 67, 11, 2, 
30, 632, 819, 188, 188, 355, 3, 
30, 646, 832, 191, 0, 0, 0, 
30, 671, 725, 106, 89, 21, 2, 
30, 671, 855, 159, 116, 522, 4, 
30, 700, 716, 250, 2, 8, 4, 
30, 702, 796, 510, 0, 0, 0, 
30, 708, 719, 26, 26, 60, 3, 
30, 738, 625, 640, 640, 1300, 3, 
