#ppt,,,
,eco1,eco1,eco1
TIMESTEP,MEAN(mm/d),VARIANCE(mm/d^2),STD_DEV(mm/d)
2007-08-22T00:00:00Z,0,0,0
2007-08-23T00:00:00Z,0.42393163,6.942234,2.634812
2007-08-24T00:00:00Z,0,0,0
2007-08-25T00:00:00Z,0,0,0
2007-08-26T00:00:00Z,0.002564103,0.076923077,0.2773501
2007-08-27T00:00:00Z,16.279488,474.6127,21.785607
2007-08-28T00:00:00Z,10.478633,1977.3764,44.4677
2007-08-29T00:00:00Z,0,0,0
2007-08-30T00:00:00Z,0,0,0
2007-08-31T00:00:00Z,0,0,0
2007-09-01T00:00:00Z,0,0,0
2007-09-02T00:00:00Z,0,0,0
2007-09-03T00:00:00Z,12.762393,1419.4436,37.675502
2007-09-04T00:00:00Z,6.575214,718.32595,26.801603
2007-09-05T00:00:00Z,1.6461538,30.923077,5.560852
2007-09-06T00:00:00Z,5.1555557,161.36973,12.703139
2007-09-07T00:00:00Z,5.020513,79.26791,8.9032525
2007-09-08T00:00:00Z,1.5213675,15.652226,3.9562893
2007-09-09T00:00:00Z,1.8307692,53.214854,7.294851
2007-09-10T00:00:00Z,0.7205128,1.04376655,1.02164894
2007-09-11T00:00:00Z,11.331624,999.3043,31.611774
2007-09-12T00:00:00Z,0.6367521,77.510315,8.803994
2007-09-13T00:00:00Z,4.9,8.275862,2.8767797
2007-09-14T00:00:00Z,1.8897436,4.1445624,2.0358199
2007-09-15T00:00:00Z,0,0,0
2007-09-16T00:00:00Z,0,0,0
2007-09-17T00:00:00Z,2.5615385,4.8076924,2.192645
2007-09-18T00:00:00Z,18.98889,320.90995,17.91396
2007-09-19T00:00:00Z,12.352137,238.66549,15.448803
2007-09-20T00:00:00Z,3.2786324,61.92809,7.8694403
2007-09-21T00:00:00Z,29.10171,820.7928,28.649483
2007-09-22T00:00:00Z,0.02905983,3.7596524,1.9389823
2007-09-23T00:00:00Z,0,0,0
2007-09-24T00:00:00Z,10.688034,271.76142,16.485188
2007-09-25T00:00:00Z,3.003419,27.222958,5.2175623
2007-09-26T00:00:00Z,0,0,0
2007-09-27T00:00:00Z,1.5,11.224138,3.3502445
2007-09-28T00:00:00Z,0,0,0
2007-09-29T00:00:00Z,3.888034,10.261421,3.2033452
2007-09-30T00:00:00Z,15.948718,294.06233,17.148246
2007-10-01T00:00:00Z,0.33504274,83.07442,9.114517
2007-10-02T00:00:00Z,24.33846,645.44563,25.405622
2007-10-03T00:00:00Z,5.771795,193.187,13.899173
2007-10-04T00:00:00Z,0.5222222,20.570882,4.5355132
2007-10-05T00:00:00Z,26.073503,920.024,30.331898
2007-10-06T00:00:00Z,12.847009,672.5616,25.933793
2007-10-07T00:00:00Z,1.5666667,235.68966,15.352187
2007-10-08T00:00:00Z,16.994871,1132.7387,33.656185
2007-10-09T00:00:00Z,14.473504,383.40333,19.580687
2007-10-10T00:00:00Z,6.9700856,149.53905,12.228616
2007-10-11T00:00:00Z,0.41538462,3.6657825,1.9146234
2007-10-12T00:00:00Z,1.2333333,99.810344,9.990513
2007-10-13T00:00:00Z,0.024786325,0.7569997,0.8700573
2007-10-14T00:00:00Z,0,0,0
2007-10-15T00:00:00Z,0,0,0
2007-10-16T00:00:00Z,9.9,21.37931,4.6237767
2007-10-17T00:00:00Z,1.5940171,206.22914,14.36068
2007-10-18T00:00:00Z,24.103418,1274.1713,35.695536
2007-10-19T00:00:00Z,11.532478,18.169467,4.2625657
2007-10-20T00:00:00Z,0.03846154,1.1180371,1.0573728
2007-10-21T00:00:00Z,0.50085473,5.0257884,2.241827
2007-10-22T00:00:00Z,0,0,0
2007-10-23T00:00:00Z,4.5188036,119.06779,10.911819
2007-10-24T00:00:00Z,0.09145299,2.544356,1.5951037
2007-10-25T00:00:00Z,1.2700855,103.15974,10.156758
2007-10-26T00:00:00Z,0,0,0
2007-10-27T00:00:00Z,0.18547009,6.297672,2.5095162
2007-10-28T00:00:00Z,0,0,0
2007-10-29T00:00:00Z,0,0,0
2007-10-30T00:00:00Z,0,0,0
2007-10-31T00:00:00Z,2.3222222,7.415709,2.72318
2007-11-01T00:00:00Z,0,0,0
2007-11-02T00:00:00Z,0,0,0
2007-11-03T00:00:00Z,0,0,0
2007-11-04T00:00:00Z,0.4846154,7.045093,2.6542595
2007-11-05T00:00:00Z,4.834188,33.330387,5.7732475
2007-11-06T00:00:00Z,0.24700855,5.4926317,2.3436365
2007-11-07T00:00:00Z,0.48034188,2.452402,1.5660147
2007-11-08T00:00:00Z,0,0,0
2007-11-09T00:00:00Z,0.54615384,0.2851459,0.53399052
2007-11-10T00:00:00Z,0.54273504,0.3330386,0.57709496
2007-11-11T00:00:00Z,0.070940174,2.0182729,1.4206593
2007-11-12T00:00:00Z,0,0,0
2007-11-13T00:00:00Z,0,0,0
2007-11-14T00:00:00Z,1.0991453,4.008547,2.0021357
2007-11-15T00:00:00Z,0,0,0
2007-11-16T00:00:00Z,0,0,0
2007-11-17T00:00:00Z,0,0,0
2007-11-18T00:00:00Z,0.77008545,0.7114648,0.8434837
2007-11-19T00:00:00Z,0.6752137,10.912172,3.3033577
2007-11-20T00:00:00Z,0.75470084,0.45682285,0.6758867
2007-11-21T00:00:00Z,0.24786325,4.2516947,2.0619638
2007-11-22T00:00:00Z,0,0,0
2007-11-23T00:00:00Z,1.2547009,4.8878573,2.21085
2007-11-24T00:00:00Z,0.63589746,5.025199,2.2416955
2007-11-25T00:00:00Z,0.08034188,2.1248158,1.4576748
2007-11-26T00:00:00Z,0.45384616,0.38859416,0.6233732
2007-11-27T00:00:00Z,2.208547,19.113322,4.3718785
2007-11-28T00:00:00Z,3.2991452,63.715446,7.9821956
2007-11-29T00:00:00Z,1.5273504,3.9590333,1.989732
2007-11-30T00:00:00Z,1.1897436,4.3687,2.0901436
2007-12-01T00:00:00Z,12.376068,125.13189,11.186236
2007-12-02T00:00:00Z,6.7350426,43.781313,6.616745
2007-12-03T00:00:00Z,0.18461539,8.045093,2.8363872
2007-12-04T00:00:00Z,1.7,9.3448274,3.0569312
2007-12-05T00:00:00Z,0.8145299,6.5045685,2.5504056
2007-12-06T00:00:00Z,5.474359,18.261273,4.273321
2007-12-07T00:00:00Z,1.8478632,11.406867,3.3774054
2007-12-08T00:00:00Z,1.6623932,10.9090775,3.3028892
2007-12-09T00:00:00Z,1.097436,6.7665786,2.6012647
2007-12-10T00:00:00Z,0,0,0
2007-12-11T00:00:00Z,0,0,0
2007-12-12T00:00:00Z,0,0,0
2007-12-13T00:00:00Z,1.6128205,8.974801,2.995797
2007-12-14T00:00:00Z,0.75213677,13.372384,3.6568272
2007-12-15T00:00:00Z,0.42564103,20.657825,4.545088
2007-12-16T00:00:00Z,0.557265,0.40200413,0.6340379
2007-12-17T00:00:00Z,0.18717949,6.4920425,2.5479487
2007-12-18T00:00:00Z,1.8726496,29.459032,5.4276174
2007-12-19T00:00:00Z,0,0,0
2007-12-20T00:00:00Z,0.4025641,7.8183025,2.7961227
2007-12-21T00:00:00Z,0.34786326,0.9241085,0.9613056
2007-12-22T00:00:00Z,5.1299148,72.26319,8.5007757
2007-12-23T00:00:00Z,12.800855,394.04304,19.850518
2007-12-24T00:00:00Z,0.14871795,3.1140583,1.7646694
2007-12-25T00:00:00Z,0.8247863,2.3432067,1.5307537
2007-12-26T00:00:00Z,3.8666666,45.13793,6.718477
2007-12-27T00:00:00Z,0.33931625,0.56822873,0.7538094
2007-12-28T00:00:00Z,3.0188034,8.033304,2.8343084
2007-12-29T00:00:00Z,0.46068376,0.8268494,0.9093126
2007-12-30T00:00:00Z,0.46324787,6.94135,2.6346442
2007-12-31T00:00:00Z,1.4119658,35.054523,5.920686
2008-01-01T00:00:00Z,1.934188,8.778662,2.9628807
2008-01-02T00:00:00Z,1.1307693,3.0596817,1.7491946
2008-01-03T00:00:00Z,0.012820513,0.3713528,0.60938723
2008-01-04T00:00:00Z,0.007692308,0.22679046,0.4762252
2008-01-05T00:00:00Z,0,0,0
2008-01-06T00:00:00Z,0.13418804,4.0890068,2.0221293
2008-01-07T00:00:00Z,0.37777779,2.5019158,1.5817446
2008-01-08T00:00:00Z,0,0,0
2008-01-09T00:00:00Z,0,0,0
2008-01-10T00:00:00Z,0.4076923,13.381962,3.6581364
2008-01-11T00:00:00Z,1.0059829,4.6257,2.150744
2008-01-12T00:00:00Z,1.7555555,13.559388,3.6823073
2008-01-13T00:00:00Z,2.5222223,20.484674,4.5259997
2008-01-14T00:00:00Z,2.146154,9.181698,3.0301318
2008-01-15T00:00:00Z,0,0,0
2008-01-16T00:00:00Z,0,0,0
2008-01-17T00:00:00Z,2.2726495,34.54524,5.87752
2008-01-18T00:00:00Z,2.4034188,5.309166,2.3041627
2008-01-19T00:00:00Z,2.3982906,28.53419,5.34174
2008-01-20T00:00:00Z,1.8991452,18.405099,4.2901164
2008-01-21T00:00:00Z,3.042735,12.522694,3.5387418
2008-01-22T00:00:00Z,2.4564102,11.334217,3.366633
2008-01-23T00:00:00Z,1.2059829,21.763632,4.6651506
2008-01-24T00:00:00Z,0.7051282,6.376658,2.5252044
2008-01-25T00:00:00Z,0,0,0
2008-01-26T00:00:00Z,0,0,0
2008-01-27T00:00:00Z,0,0,0
2008-01-28T00:00:00Z,4.6025643,238.04245,15.428624
2008-01-29T00:00:00Z,4.5435896,19.351459,4.3990293
2008-01-30T00:00:00Z,2.6820512,41.079575,6.409335
2008-01-31T00:00:00Z,1.0632479,5.079281,2.253726
2008-02-01T00:00:00Z,0,0,0
2008-02-02T00:00:00Z,2.251282,9.320955,3.0530238
2008-02-03T00:00:00Z,0,0,0
2008-02-04T00:00:00Z,1.7760683,8.959475,2.9932383
2008-02-05T00:00:00Z,0.2042735,3.696434,1.9226111
2008-02-06T00:00:00Z,0,0,0
2008-02-07T00:00:00Z,0,0,0
2008-02-08T00:00:00Z,0.011111111,0.35823756,0.5985295
2008-02-09T00:00:00Z,1.5871795,8.388594,2.896307
2008-02-10T00:00:00Z,2.8162394,61.275125,7.827843
2008-02-11T00:00:00Z,0.8905983,16.292809,4.0364352
2008-02-12T00:00:00Z,0.78717947,16.750664,4.0927574
2008-02-13T00:00:00Z,1.3632479,6.631005,2.5750738
2008-02-14T00:00:00Z,2.2504272,13.252136,3.6403483
2008-02-15T00:00:00Z,0.5991453,16.284409,4.0353945
2008-02-16T00:00:00Z,0.5,26.793104,5.1762056
2008-02-17T00:00:00Z,0.7094017,2.7410846,1.6556221
2008-02-18T00:00:00Z,2.9760683,23.631889,4.8612642
2008-02-19T00:00:00Z,1.1239316,10.718096,3.2738504
2008-02-20T00:00:00Z,0.5846154,15.26923,3.9075863
2008-02-21T00:00:00Z,0.5102564,11.144562,3.3383474
2008-02-22T00:00:00Z,0,0,0
2008-02-23T00:00:00Z,0,0,0
2008-02-24T00:00:00Z,0,0,0
2008-02-25T00:00:00Z,0,0,0
2008-02-26T00:00:00Z,0.13589744,4.7320955,2.175338
2008-02-27T00:00:00Z,0.23162393,7.4767165,2.7343586
2008-02-28T00:00:00Z,0.08717949,2.112732,1.4535241
2008-02-29T00:00:00Z,2.331624,39.90775,6.3172585
2008-03-01T00:00:00Z,0,0,0
2008-03-02T00:00:00Z,0.5769231,7.713528,2.7773237
2008-03-03T00:00:00Z,0.093162395,2.3228707,1.5240967
2008-03-04T00:00:00Z,0,0,0
2008-03-05T00:00:00Z,1.3410256,2.019894,1.4212297
2008-03-06T00:00:00Z,0.75299144,2.5788387,1.6058764
2008-03-07T00:00:00Z,0.062393162,1.9090775,1.3816938
2008-03-08T00:00:00Z,0.10683761,2.840112,1.6852632
2008-03-09T00:00:00Z,0.005128205,0.15251989,0.39053794
2008-03-10T00:00:00Z,0,0,0
2008-03-11T00:00:00Z,0,0,0
2008-03-12T00:00:00Z,1.874359,15.554376,3.9439037
2008-03-13T00:00:00Z,3.0606837,18.119954,4.256754
2008-03-14T00:00:00Z,0.44786325,1.1999705,1.0954317
2008-03-15T00:00:00Z,0,0,0
2008-03-16T00:00:00Z,0,0,0
2008-03-17T00:00:00Z,1.3794872,3.1644564,1.7788918
2008-03-18T00:00:00Z,2.702564,8.835544,2.9724643
2008-03-19T00:00:00Z,0,0,0
2008-03-20T00:00:00Z,0,0,0
2008-03-21T00:00:00Z,0,0,0
2008-03-22T00:00:00Z,0.75384617,0.62997346,0.7937087
2008-03-23T00:00:00Z,0.74358976,1.8859416,1.373296
2008-03-24T00:00:00Z,2.394017,10.229148,3.198304
2008-03-25T00:00:00Z,3.1871796,13.543767,3.6801857
2008-03-26T00:00:00Z,0.52307695,0.71352785,0.8447058
2008-03-27T00:00:00Z,0,0,0
2008-03-28T00:00:00Z,0,0,0
2008-03-29T00:00:00Z,0,0,0
2008-03-30T00:00:00Z,1.142735,87.21235,9.338755
2008-03-31T00:00:00Z,5.6282053,56.187004,7.495799
2008-04-01T00:00:00Z,2.6735044,11.351606,3.3692145
2008-04-02T00:00:00Z,0.041025642,1.071618,1.03518985
2008-04-03T00:00:00Z,0,0,0
2008-04-04T00:00:00Z,0.082905985,2.2808723,1.5102558
2008-04-05T00:00:00Z,1.2529914,59.113324,7.688519
2008-04-06T00:00:00Z,6.748718,958.2865,30.956202
2008-04-07T00:00:00Z,4.528205,40.738726,6.3826895
2008-04-08T00:00:00Z,2.2068377,38.012525,6.16543
2008-04-09T00:00:00Z,2.9145298,8.539051,2.9221654
2008-04-10T00:00:00Z,0.46410257,60.68037,7.789761
2008-04-11T00:00:00Z,19.460684,381.3096,19.52715
2008-04-12T00:00:00Z,0.2735043,5.886089,2.4261263
2008-04-13T00:00:00Z,0,0,0
2008-04-14T00:00:00Z,0,0,0
2008-04-15T00:00:00Z,0,0,0
2008-04-16T00:00:00Z,0,0,0
2008-04-17T00:00:00Z,0.37777779,11.191571,3.3453804
2008-04-18T00:00:00Z,0.45213675,11.751695,3.4280744
2008-04-19T00:00:00Z,6.940171,210.41481,14.505682
2008-04-20T00:00:00Z,0,0,0
2008-04-21T00:00:00Z,0,0,0
2008-04-22T00:00:00Z,7.197436,364.6114,19.094801
2008-04-23T00:00:00Z,0.002564103,0.076923077,0.2773501
2008-04-24T00:00:00Z,8.426496,94.972295,9.745373
2008-04-25T00:00:00Z,6.268376,85.39051,9.240699
2008-04-26T00:00:00Z,5.6700854,32.314914,5.684621
2008-04-27T00:00:00Z,0.6264957,6.386089,2.5270712
2008-04-28T00:00:00Z,0.11794872,2.786472,1.669273
2008-04-29T00:00:00Z,0.0974359,1.9907162,1.4109275
2008-04-30T00:00:00Z,0,0,0
2008-05-01T00:00:00Z,0,0,0
2008-05-02T00:00:00Z,20.433332,680.63793,26.08904
2008-05-03T00:00:00Z,12.299146,921.8879,30.362606
2008-05-04T00:00:00Z,2.265812,39.48556,6.2837535
2008-05-05T00:00:00Z,0.16752137,3.600501,1.8974987
2008-05-06T00:00:00Z,0.0948718,2.5318302,1.5911727
2008-05-07T00:00:00Z,6.917094,47.86708,6.918604
2008-05-08T00:00:00Z,0,0,0
2008-05-09T00:00:00Z,0,0,0
2008-05-10T00:00:00Z,0.582906,18.694666,4.323733
2008-05-11T00:00:00Z,1.2008547,28.66372,5.353851
2008-05-12T00:00:00Z,0.9205128,7.3196284,2.7054814
2008-05-13T00:00:00Z,5.1153846,56.165785,7.4943835
2008-05-14T00:00:00Z,0,0,0
2008-05-15T00:00:00Z,0.96410257,5.490716,2.3432277
2008-05-16T00:00:00Z,3.1581197,6.279988,2.5059906
2008-05-17T00:00:00Z,1.0230769,1.1790451,1.08583845
2008-05-18T00:00:00Z,0,0,0
2008-05-19T00:00:00Z,0,0,0
2008-05-20T00:00:00Z,0.62564105,2.1750662,1.4748105
2008-05-21T00:00:00Z,0.06068376,2.1889184,1.4794993
2008-05-22T00:00:00Z,0.20683761,6.702181,2.588857
2008-05-23T00:00:00Z,0,0,0
2008-05-24T00:00:00Z,0,0,0
2008-05-25T00:00:00Z,1.1786325,2.4108458,1.5526898
2008-05-26T00:00:00Z,5.3905983,147.82729,12.158425
2008-05-27T00:00:00Z,0,0,0
2008-05-28T00:00:00Z,0,0,0
2008-05-29T00:00:00Z,0,0,0
2008-05-30T00:00:00Z,7.2547007,238.97407,15.458786
2008-05-31T00:00:00Z,0.53418803,3.9855585,1.9963863
2008-06-01T00:00:00Z,0,0,0
2008-06-02T00:00:00Z,0,0,0
2008-06-03T00:00:00Z,0,0,0
2008-06-04T00:00:00Z,3.4794872,29.95756,5.4733497
2008-06-05T00:00:00Z,0.6683761,2.3215443,1.5236615
2008-06-06T00:00:00Z,25.150427,7451.2695,86.32073
2008-06-07T00:00:00Z,0.2777778,7.346743,2.7104875
2008-06-08T00:00:00Z,2.2239316,67.64913,8.2249093
2008-06-09T00:00:00Z,5.8094015,142.75832,11.948152
2008-06-10T00:00:00Z,2.2324786,14.34188,3.7870675
2008-06-11T00:00:00Z,2.8025641,51.111406,7.149224
2008-06-12T00:00:00Z,23.441881,784.211,28.00377
2008-06-13T00:00:00Z,0.48205128,7.303713,2.7025384
2008-06-14T00:00:00Z,0,0,0
2008-06-15T00:00:00Z,2.0777779,10.691571,3.2697967
2008-06-16T00:00:00Z,0.8957265,28.351605,5.3246224
2008-06-17T00:00:00Z,1.8376068,5.6159742,2.3698047
2008-06-18T00:00:00Z,0.005128205,0.15251989,0.39053794
2008-06-19T00:00:00Z,0,0,0
2008-06-20T00:00:00Z,0.46410257,1.2665782,1.1254236
2008-06-21T00:00:00Z,0.13931625,2.809608,1.6761886
2008-06-22T00:00:00Z,3.3008547,393.04304,19.825313
2008-06-23T00:00:00Z,0,0,0
2008-06-24T00:00:00Z,1.0683761,21.321544,4.6175256
2008-06-25T00:00:00Z,4.0384617,37.65252,6.1361647
2008-06-26T00:00:00Z,0.17863248,8.721191,2.953166
2008-06-27T00:00:00Z,12.458119,353.02136,18.788863
2008-06-28T00:00:00Z,13.813675,355.51562,18.855122
2008-06-29T00:00:00Z,1.9128205,25.440317,5.04384
2008-06-30T00:00:00Z,0.14358975,9.782493,3.1276977
2008-07-01T00:00:00Z,3.3393161,283.01651,16.823094
2008-07-02T00:00:00Z,0.31794873,27.062336,5.2021474
2008-07-03T00:00:00Z,0,0,0
2008-07-04T00:00:00Z,0,0,0
2008-07-05T00:00:00Z,0,0,0
2008-07-06T00:00:00Z,5.5128207,522.0955,22.84941
2008-07-07T00:00:00Z,0.85555553,18.990421,4.3578002
2008-07-08T00:00:00Z,1.4247863,25.77424,5.076834
2008-07-09T00:00:00Z,0.09059829,2.7755674,1.6660035
2008-07-10T00:00:00Z,3.019658,179.21102,13.386972
2008-07-11T00:00:00Z,13.468376,469.4767,21.667411
2008-07-12T00:00:00Z,1.0931624,154.77115,12.440705
2008-07-13T00:00:00Z,1.2837607,72.2234,8.498435
2008-07-14T00:00:00Z,9.482906,1311.3153,36.21209
2008-07-15T00:00:00Z,3.3213675,15.290156,3.910263
2008-07-16T00:00:00Z,0.43931624,14.878574,3.8572755
2008-07-17T00:00:00Z,2.954701,23.336133,4.8307487
2008-07-18T00:00:00Z,2.162393,254.11596,15.941015
2008-07-19T00:00:00Z,0.6162393,10.344091,3.216223
2008-07-20T00:00:00Z,1.865812,119.45107,10.929368
2008-07-21T00:00:00Z,0.7290598,3.3631004,1.8338758
2008-07-22T00:00:00Z,0,0,0
2008-07-23T00:00:00Z,0,0,0
2008-07-24T00:00:00Z,0.010256411,0.29973474,0.54748036
2008-07-25T00:00:00Z,4.1188035,178.2402,13.350663
2008-07-26T00:00:00Z,0.6786325,15.876363,3.9845154
2008-07-27T00:00:00Z,0,0,0
2008-07-28T00:00:00Z,0.052136753,1.6654877,1.2905377
2008-07-29T00:00:00Z,9.802564,445.54243,21.107876
2008-07-30T00:00:00Z,0.43333334,33.5,5.7879186
2008-07-31T00:00:00Z,0,0,0
2008-08-01T00:00:00Z,2.4735043,65.4723,8.091495
2008-08-02T00:00:00Z,0,0,0
2008-08-03T00:00:00Z,1.0188035,15.395373,3.923694
2008-08-04T00:00:00Z,0,0,0
2008-08-05T00:00:00Z,0.24273504,5.3675212,2.3167911
2008-08-06T00:00:00Z,3.231624,311.32154,17.644306
2008-08-07T00:00:00Z,0,0,0
2008-08-08T00:00:00Z,2.8529913,17.97539,4.2397395
2008-08-09T00:00:00Z,0,0,0
2008-08-10T00:00:00Z,0,0,0
2008-08-11T00:00:00Z,0,0,0
2008-08-12T00:00:00Z,0,0,0
2008-08-13T00:00:00Z,0,0,0
2008-08-14T00:00:00Z,0,0,0
2008-08-15T00:00:00Z,0,0,0
2008-08-16T00:00:00Z,0.51111114,10.651341,3.2636392
2008-08-17T00:00:00Z,0.04871795,1.872679,1.3684586
2008-08-18T00:00:00Z,0.44017094,4.6734452,2.1618153
2008-08-19T00:00:00Z,0,0,0
2008-08-20T00:00:00Z,0,0,0
2008-08-21T00:00:00Z,0,0,0
2008-08-22T00:00:00Z,6.149573,62.959033,7.934673
2008-08-23T00:00:00Z,0,0,0
2008-08-24T00:00:00Z,1.0649573,21.608901,4.6485373
2008-08-25T00:00:00Z,0,0,0
2008-08-26T00:00:00Z,0,0,0
2008-08-27T00:00:00Z,0.63418806,5.2614205,2.2937787
2008-08-28T00:00:00Z,18.884615,898.4589,29.974303
2008-08-29T00:00:00Z,0.2931624,7.012526,2.6481175
2008-08-30T00:00:00Z,0,0,0
2008-08-31T00:00:00Z,0.014529915,0.48732683,0.69808796
2008-09-01T00:00:00Z,0,0,0
2008-09-02T00:00:00Z,5.211966,434.77864,20.851347
2008-09-03T00:00:00Z,0,0,0
2008-09-04T00:00:00Z,0,0,0
2008-09-05T00:00:00Z,0.0974359,9.990716,3.1608093
2008-09-06T00:00:00Z,5.2871795,16.129974,4.0162137
2008-09-07T00:00:00Z,1.2128205,19.285145,4.3914858
2008-09-08T00:00:00Z,0.99743587,8.732095,2.955012
2008-09-09T00:00:00Z,0,0,0
2008-09-10T00:00:00Z,0.44957265,16.890068,4.1097528
2008-09-11T00:00:00Z,10.705983,80.401564,8.966692
2008-09-12T00:00:00Z,0,0,0
2008-09-13T00:00:00Z,10.305983,324.67742,18.018807
2008-09-14T00:00:00Z,1.7675214,23.031536,4.7991183
2008-09-15T00:00:00Z,0,0,0
2008-09-16T00:00:00Z,0,0,0
2008-09-17T00:00:00Z,0,0,0
2008-09-18T00:00:00Z,0,0,0
2008-09-19T00:00:00Z,2.6487179,230.2175,15.17292
2008-09-20T00:00:00Z,0,0,0
2008-09-21T00:00:00Z,0,0,0
2008-09-22T00:00:00Z,0,0,0
2008-09-23T00:00:00Z,3.7777777,137.05364,11.706991
2008-09-24T00:00:00Z,2.063248,28.493074,5.3378904
2008-09-25T00:00:00Z,0,0,0
2008-09-26T00:00:00Z,23.29829,1453.3618,38.122983
2008-09-27T00:00:00Z,11.867521,245.03152,15.653483
2008-09-28T00:00:00Z,0,0,0
2008-09-29T00:00:00Z,5.979487,22.285146,4.7207147
2008-09-30T00:00:00Z,1.9709401,90.501034,9.513203
2008-10-01T00:00:00Z,1.591453,139.25126,11.800476
2008-10-02T00:00:00Z,1.9589744,25.606102,5.060247
2008-10-03T00:00:00Z,0,0,0
2008-10-04T00:00:00Z,0,0,0
2008-10-05T00:00:00Z,0,0,0
2008-10-06T00:00:00Z,0.32478634,9.963896,3.156564
2008-10-07T00:00:00Z,9.032478,4039.152,63.554325
2008-10-08T00:00:00Z,4.859829,520.84584,22.822049
2008-10-09T00:00:00Z,0,0,0
2008-10-10T00:00:00Z,0.9863248,4.8432067,2.2007287
2008-10-11T00:00:00Z,0.64786327,28.010315,5.292477
2008-10-12T00:00:00Z,1.3752136,34.87769,5.905734
2008-10-13T00:00:00Z,2.8102565,54.88594,7.4085045
2008-10-14T00:00:00Z,0.06837607,2.528441,1.5901072
2008-10-15T00:00:00Z,0,0,0
2008-10-16T00:00:00Z,0,0,0
2008-10-17T00:00:00Z,0,0,0
2008-10-18T00:00:00Z,0,0,0
2008-10-19T00:00:00Z,1.5119659,12.5028,3.53593
2008-10-20T00:00:00Z,0.47863248,4.5660183,2.1368243
2008-10-21T00:00:00Z,0,0,0
2008-10-22T00:00:00Z,0,0,0
2008-10-23T00:00:00Z,0,0,0
2008-10-24T00:00:00Z,6.886325,173.96389,13.189538
2008-10-25T00:00:00Z,7.1,525.431,22.922282
2008-10-26T00:00:00Z,5.341026,105.29575,10.261372
2008-10-27T00:00:00Z,0.291453,4.0788386,2.0196135
2008-10-28T00:00:00Z,0,0,0
2008-10-29T00:00:00Z,0,0,0
2008-10-30T00:00:00Z,0,0,0
2008-10-31T00:00:00Z,0,0,0
2008-11-01T00:00:00Z,0,0,0
2008-11-02T00:00:00Z,4.788889,27.73755,5.266645
2008-11-03T00:00:00Z,0,0,0
2008-11-04T00:00:00Z,1.2658119,112.2959,10.596976
2008-11-05T00:00:00Z,10.047863,709.3724,26.634045
2008-11-06T00:00:00Z,13.77094,1265.2596,35.570488
2008-11-07T00:00:00Z,2.7555556,4.8524905,2.2028369
2008-11-08T00:00:00Z,8.607693,89.70955,9.4715124
2008-11-09T00:00:00Z,3.268376,43.40775,6.588456
2008-11-10T00:00:00Z,0.06752137,2.0832596,1.4433502
2008-11-11T00:00:00Z,0,0,0
2008-11-12T00:00:00Z,3.3290598,14.10448,3.755593
2008-11-13T00:00:00Z,2.9735043,5.1274683,2.2643913
2008-11-14T00:00:00Z,0.3863248,1.774241,1.3320065
2008-11-15T00:00:00Z,0.2871795,1.4058355,1.18567936
2008-11-16T00:00:00Z,0.66581196,1.3131447,1.1459253
2008-11-17T00:00:00Z,1.4735043,5.248158,2.2908859
2008-11-18T00:00:00Z,0.44273505,16.384763,4.0478095
2008-11-19T00:00:00Z,0.8470085,48.544356,6.967378
2008-11-20T00:00:00Z,1.8974359,12.059682,3.4727052
2008-11-21T00:00:00Z,1.5478632,6.82066,2.6116395
2008-11-22T00:00:00Z,0,0,0
2008-11-23T00:00:00Z,0.08547009,2.4356026,1.5606418
2008-11-24T00:00:00Z,0.6076923,6.1578248,2.4814965
2008-11-25T00:00:00Z,0,0,0
2008-11-26T00:00:00Z,0,0,0
2008-11-27T00:00:00Z,3.1991453,11.956823,3.457864
2008-11-28T00:00:00Z,0.6059829,7.142942,2.6726282
2008-11-29T00:00:00Z,0,0,0
2008-11-30T00:00:00Z,0.052991454,1.3891836,1.1786363
2008-12-01T00:00:00Z,1.0615385,8.238727,2.8703183
2008-12-02T00:00:00Z,0.32222223,13.243295,3.639134
2008-12-03T00:00:00Z,0.85811967,1.2972296,1.1389599
2008-12-04T00:00:00Z,2.1393163,25.154436,5.01542
2008-12-05T00:00:00Z,3.0495727,10.993516,3.3156472
2008-12-06T00:00:00Z,2.1581197,18.866195,4.3435234
2008-12-07T00:00:00Z,1.5376068,6.9952846,2.6448599
2008-12-08T00:00:00Z,0.97521365,2.0328619,1.4257847
2008-12-09T00:00:00Z,0.7068376,1.7366637,1.3178253
2008-12-10T00:00:00Z,4.152137,24.699971,4.9699065
2008-12-11T00:00:00Z,1.5076923,11.4509284,3.383922
2008-12-12T00:00:00Z,1.8299146,8.590775,2.9310024
2008-12-13T00:00:00Z,2.5162394,41.7234,6.4593655
2008-12-14T00:00:00Z,14.052136,584.18274,24.169872
2008-12-15T00:00:00Z,2.2948718,112.37665,10.600786
2008-12-16T00:00:00Z,2.1760683,84.26982,9.17986
2008-12-17T00:00:00Z,3.131624,19.338785,4.3975887
2008-12-18T00:00:00Z,1.6461538,7.785146,2.7901873
2008-12-19T00:00:00Z,1.5931624,22.80563,4.7755238
2008-12-20T00:00:00Z,2.4350426,20.108901,4.484295
2008-12-21T00:00:00Z,3.7589743,25.175068,5.017476
2008-12-22T00:00:00Z,1.417094,3.453286,1.8583019
2008-12-23T00:00:00Z,3.8700855,20.883879,4.569888
