Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10585.83, 1.0, 469.7, 0.0
0, eco3, 43338, 9793.74, 1.3, 455.6, 0.0
0, eco1, 93059, 9314.48, 0.5, 537.3, 0.0
1, eco2, 51531, 10685.74, 416.9, 471.4, 0.0
1, eco3, 43338, 9936.43, 454.0, 459.9, 0.0
1, eco1, 93059, 9410.02, 391.7, 540.4, 0.0
2, eco2, 51531, 10705.61, 415.2, 472.2, 0.0
2, eco3, 43338, 10024.71, 455.1, 463.2, 0.0
2, eco1, 93059, 9439.55, 390.6, 542.6, 0.0
3, eco2, 51531, 10725.57, 413.6, 472.5, 0.0
3, eco3, 43338, 10102.32, 455.8, 466.1, 0.0
3, eco1, 93059, 9465.31, 389.5, 544.1, 0.0
4, eco2, 51531, 10721.86, 412.0, 472.5, 0.0
4, eco3, 43338, 10158.74, 457.0, 468.6, 0.0
4, eco1, 93059, 9474.95, 388.5, 545.1, 0.0
5, eco2, 51531, 10699.29, 411.4, 472.4, 0.0
5, eco3, 43338, 10195.61, 459.2, 471.4, 0.0
5, eco1, 93059, 9469.76, 387.7, 545.9, 0.0
6, eco2, 51531, 10656.43, 411.2, 472.6, 0.0
6, eco3, 43338, 10227.61, 461.2, 474.3, 0.0
6, eco1, 93059, 9464.08, 386.8, 546.5, 0.0
7, eco2, 51531, 10616.71, 409.9, 472.6, 0.0
7, eco3, 43338, 10257.29, 462.6, 477.0, 0.0
7, eco1, 93059, 9448.97, 385.6, 546.8, 0.0
8, eco2, 51531, 10580.01, 408.5, 472.6, 0.0
8, eco3, 43338, 10283.58, 463.8, 479.7, 0.0
8, eco1, 93059, 9426.05, 384.0, 546.8, 0.0
9, eco2, 51531, 10534.98, 407.4, 472.6, 0.0
9, eco3, 43338, 10303.06, 465.1, 482.4, 0.0
9, eco1, 93059, 9400.16, 382.4, 546.6, 0.0
10, eco2, 51531, 10475.89, 405.5, 472.8, 0.0
10, eco3, 43338, 10313.33, 465.7, 485.1, 0.0
10, eco1, 93059, 9364.52, 380.4, 546.4, 0.0
11, eco2, 51531, 10427.40, 403.9, 472.5, 0.0
11, eco3, 43338, 10327.56, 466.4, 487.5, 0.0
11, eco1, 93059, 9330.59, 378.2, 545.6, 0.0
12, eco2, 51531, 10370.03, 401.4, 471.9, 0.0
12, eco3, 43338, 10334.32, 466.4, 489.6, 0.0
12, eco1, 93059, 9289.22, 375.9, 544.5, 0.0
13, eco2, 51531, 10291.18, 399.9, 471.4, 0.0
13, eco3, 43338, 10325.57, 467.1, 491.7, 0.0
13, eco1, 93059, 9237.90, 374.5, 543.7, 0.0
14, eco2, 51531, 10211.36, 397.4, 470.8, 0.0
14, eco3, 43338, 10311.74, 466.9, 493.7, 0.0
14, eco1, 93059, 9181.09, 372.0, 542.5, 0.0
15, eco2, 51531, 10129.33, 395.5, 470.1, 0.0
15, eco3, 43338, 10309.01, 466.9, 495.5, 0.0
15, eco1, 93059, 9135.75, 369.4, 541.2, 0.0
16, eco2, 51531, 10050.52, 393.3, 469.4, 0.0
16, eco3, 43338, 10304.05, 467.0, 497.3, 0.0
16, eco1, 93059, 9090.02, 366.3, 539.5, 0.0
17, eco2, 51531, 9980.32, 390.4, 468.5, 0.0
17, eco3, 43338, 10297.37, 467.1, 499.0, 0.0
17, eco1, 93059, 9041.33, 363.4, 537.7, 0.0
18, eco2, 51531, 9884.47, 386.8, 467.3, 0.0
18, eco3, 43338, 10284.51, 467.1, 500.7, 0.0
18, eco1, 93059, 8988.52, 361.8, 536.0, 0.0
19, eco2, 51531, 9783.32, 383.5, 465.9, 0.0
19, eco3, 43338, 10270.47, 467.0, 502.4, 0.0
19, eco1, 93059, 8935.64, 360.5, 534.6, 0.0
