Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 275, 1414, 130, 1, 7, 5, 
10, 339, 1217, 109, 31, 9, 3, 
10, 348, 1358, 391, 385, 109, 3, 
10, 362, 1374, 204, 130, 1, 2, 
10, 395, 1260, 114, 0, 0, 0, 
10, 442, 1145, 353, 353, 101, 3, 
10, 480, 1124, 431, 387, 4, 2, 
10, 540, 1056, 354, 351, 89, 3, 
10, 552, 968, 245, 0, 0, 0, 
10, 568, 860, 615, 612, 128, 3, 
10, 642, 1071, 473, 461, 8, 2, 
10, 645, 762, 534, 534, 2412, 4, 
10, 646, 654, 626, 544, 7, 2, 
10, 665, 644, 851, 846, 411, 3, 
10, 669, 665, 54, 0, 0, 0, 
10, 680, 581, 1168, 1168, 5614, 4, 
10, 707, 513, 712, 712, 283, 3, 
10, 709, 549, 193, 154, 13, 1.83, 
10, 742, 548, 533, 0, 0, 0, 
10, 783, 706, 51, 0, 0, 0, 
10, 833, 557, 28, 25, 10, 3, 
10, 860, 553, 198, 195, 56, 3, 
10, 881, 496, 147, 111, 3, 2, 
10, 890, 331, 141, 141, 60, 3, 
10, 939, 360, 52, 52, 7, 2, 
10, 963, 457, 535, 533, 222, 3, 
10, 993, 336, 426, 0, 0, 0, 
20, 352, 1159, 476, 120, 7, 2, 
20, 431, 1192, 657, 648, 62, 2, 
20, 445, 1043, 278, 269, 25, 2, 
20, 459, 1179, 103, 94, 49, 3, 
20, 461, 1056, 1599, 1599, 1668, 3, 
20, 517, 973, 271, 271, 248, 3, 
20, 548, 978, 790, 787, 188, 2, 
20, 590, 952, 93, 78, 16, 2, 
20, 597, 840, 364, 0, 0, 0, 
20, 676, 1018, 790, 771, 100, 2, 
20, 690, 730, 101, 88, 3, 1, 
20, 729, 590, 267, 267, 3492, 5, 
20, 755, 744, 755, 755, 1229, 3, 
20, 760, 678, 223, 223, 312, 3, 
20, 778, 592, 734, 732, 744, 3, 
20, 784, 676, 272, 272, 90, 2, 
20, 797, 694, 107, 27, 288, 5, 
20, 805, 637, 439, 261, 8, 1, 
20, 814, 535, 287, 287, 57, 1.97, 
20, 837, 551, 120, 120, 689, 4, 
20, 839, 492, 66, 66, 87, 3, 
20, 865, 386, 413, 413, 530, 3, 
20, 867, 359, 224, 224, 92, 2, 
20, 867, 464, 166, 166, 865, 4, 
20, 891, 552, 249, 204, 4, 2, 
20, 897, 440, 783, 783, 4149, 4, 
20, 902, 474, 919, 0, 0, 0, 
20, 903, 686, 516, 497, 31, 2, 
20, 928, 246, 210, 210, 196, 3, 
20, 937, 322, 622, 621, 121, 2, 
20, 983, 466, 269, 268, 29, 2, 
30, 392, 1232, 73, 73, 3, 2, 
30, 425, 1185, 515, 515, 785, 3, 
30, 516, 1030, 449, 449, 833, 3, 
30, 546, 1060, 628, 625, 942, 3, 
30, 569, 1180, 82, 78, 96, 3, 
30, 620, 1106, 86, 69, 5, 2, 
30, 664, 806, 278, 271, 46, 2, 
30, 683, 935, 869, 869, 1445, 3, 
30, 752, 539, 39, 39, 76, 3, 
30, 795, 400, 8, 8, 10, 3, 
30, 801, 397, 79, 79, 144, 3, 
30, 808, 428, 105, 105, 23, 2, 
30, 826, 666, 182, 180, 236, 3, 
30, 881, 294, 283, 283, 604, 3, 
30, 892, 609, 556, 0, 0, 0, 
30, 900, 729, 487, 487, 31, 2, 
40, 332, 1318, 438, 427, 836, 3, 
40, 372, 1152, 382, 382, 673, 3, 
40, 452, 1073, 528, 390, 1, 2, 
40, 485, 1123, 530, 530, 942, 3, 
40, 561, 986, 563, 563, 1019, 3, 
40, 575, 1094, 4, 0, 0, 0, 
40, 597, 1002, 252, 250, 377, 3, 
40, 598, 805, 18, 12, 2, 1, 
40, 598, 979, 160, 154, 39, 1.96, 
40, 636, 825, 70, 65, 23, 1.98, 
40, 675, 1026, 411, 363, 28, 2, 
40, 692, 878, 510, 510, 164, 3, 
40, 702, 710, 205, 194, 90, 1.98, 
40, 720, 538, 199, 199, 348, 3, 
40, 728, 842, 205, 205, 38, 1.95, 
40, 776, 608, 553, 550, 625, 3, 
40, 797, 448, 553, 550, 237, 2, 
40, 901, 416, 174, 0, 0, 0, 
40, 904, 468, 131, 121, 35, 2, 
40, 922, 309, 534, 534, 155, 2, 
40, 956, 329, 90, 90, 237, 3, 
40, 977, 329, 142, 142, 190, 3, 
40, 989, 330, 358, 2, 10, 5, 
40, 999, 464, 660, 660, 1200, 3, 
50, 270, 1458, 265, 265, 645, 3, 
50, 402, 1292, 287, 287, 372, 2.99, 
50, 425, 1138, 390, 390, 317, 2, 
50, 564, 980, 1489, 1489, 993, 2, 
50, 582, 1097, 620, 620, 1382, 3, 
50, 625, 836, 18, 18, 16, 2, 
50, 652, 820, 75, 75, 109, 2, 
50, 655, 1080, 790, 10, 3, 2, 
50, 701, 566, 339, 339, 640, 3, 
50, 724, 653, 329, 329, 487, 2, 
50, 737, 563, 36, 36, 11, 2, 
50, 739, 670, 500, 500, 1169, 3, 
50, 772, 452, 877, 877, 1958, 3, 
50, 778, 576, 622, 622, 1100, 3, 
50, 813, 404, 478, 478, 1344, 3, 
50, 844, 530, 185, 185, 125, 2, 
50, 849, 470, 4, 4, 10, 3, 
50, 858, 503, 358, 356, 138, 2, 
50, 860, 448, 898, 898, 4058, 4, 
50, 866, 382, 775, 775, 1443, 3, 
50, 870, 425, 429, 0, 0, 0, 
50, 906, 484, 48, 0, 0, 0, 
50, 919, 647, 259, 259, 418, 3, 
60, 298, 1419, 183, 181, 148, 2, 
60, 432, 1074, 721, 721, 3070, 4, 
60, 466, 1162, 409, 409, 1027, 3, 
60, 467, 1043, 83, 83, 139, 3, 
60, 589, 871, 53, 53, 144, 3, 
60, 594, 952, 65, 11, 1, 2, 
60, 599, 955, 300, 298, 157, 2, 
60, 603, 967, 710, 0, 0, 0, 
60, 607, 898, 210, 210, 573, 3, 
60, 635, 752, 879, 879, 1523, 3, 
60, 635, 830, 135, 135, 1073, 5, 
