TIMESTEP,MEAN(C),VARIANCE(C^2),STD_DEV(C)
1979-02-05T00:00:00Z,-15.38846,0.11842175,0.34412462
1979-02-06T00:00:00Z,-8.9329,0.20436046,0.45206243
1979-02-07T00:00:00Z,-11.2278,0.0843295,0.2903954
1979-02-08T00:00:00Z,-15.6047,0.13336134,0.36518672
1979-02-09T00:00:00Z,-12.5782,0.12118037,0.34810972
1979-02-10T00:00:00Z,-14.76026,0.08334217,0.28869045
1979-02-11T00:00:00Z,-10.63718,0.090437666,0.30072856
1979-02-12T00:00:00Z,-11.93033,0.093489535,0.3057606
1979-02-13T00:00:00Z,-11.81153,0.06307692,0.2511512
1979-02-14T00:00:00Z,-6.9517,0.08723843,0.29536152
1979-02-15T00:00:00Z,-8.2842,0.065372825,0.2556811
1979-02-16T00:00:00Z,-13.56965,0.10262747,0.32035524
1979-02-17T00:00:00Z,-15.92094,0.08535514,0.292156
1979-02-18T00:00:00Z,-12.2688,0.1760227,0.4195506
1979-02-19T00:00:00Z,-6.57477,0.18239759,0.4270803
1979-02-20T00:00:00Z,-2.2218,0.13531831,0.36785635
1979-02-21T00:00:00Z,1.97906,0.13656203,0.36954302
1979-02-22T00:00:00Z,-0.27308,0.08730769,0.29547876
1979-02-23T00:00:00Z,2.48504,0.14160624,0.37630606
1979-02-24T00:00:00Z,-6.62266,0.11579723,0.34028992
1979-02-25T00:00:00Z,-7.2517,0.13034189,0.3610289
1979-02-26T00:00:00Z,-3.65256,0.121803716,0.34900388
1979-02-27T00:00:00Z,0.9389,0.13461685,0.3669017
1979-02-28T00:00:00Z,-1.04316,0.018056292,0.13437371
1979-03-01T00:00:00Z,-3.90385,0.037506633,0.1936663
1979-03-02T00:00:00Z,3.3013,0.041657824,0.20410249
1979-03-03T00:00:00Z,3.59786,0.026654877,0.16326322
1979-03-04T00:00:00Z,2.2996,0.026142057,0.16168505
1979-03-05T00:00:00Z,0.9859,0.07714854,0.27775627
1979-03-06T00:00:00Z,0.87734,0.062866196,0.25073132
1979-03-07T00:00:00Z,-2.2218,0.042732097,0.20671743
1979-03-08T00:00:00Z,0.65426,0.030067787,0.17340066
1979-03-09T00:00:00Z,2.1637,0.11601827,0.34061456
1979-03-10T00:00:00Z,-7.30384,0.3469894,0.58905804
1979-03-11T00:00:00Z,-2.12437,0.045543768,0.21340986
1979-03-12T00:00:00Z,-2.33716,0.040954906,0.20237319
1979-03-13T00:00:00Z,0.39614,0.044920426,0.21194439
1979-03-14T00:00:00Z,-4.77564,0.09761273,0.31243035
1979-03-15T00:00:00Z,-5.0611,0.013582376,0.11654345
1979-03-16T00:00:00Z,0.57565,0.07933687,0.281668
1979-03-17T00:00:00Z,3.98248,0.026867079,0.1639118
1979-03-18T00:00:00Z,4.41326,0.030103154,0.17350261
1979-03-19T00:00:00Z,4.61154,0.04066313,0.201651
1979-03-20T00:00:00Z,4.13204,0.07114058,0.26672193
1979-03-21T00:00:00Z,3.9859,0.027838197,0.16684783
1979-03-22T00:00:00Z,3.93975,0.02541114,0.15940872
1979-03-23T00:00:00Z,4.75256,0.013872679,0.11778234
1979-03-24T00:00:00Z,-3.5235,0.02661951,0.16315487
1979-03-25T00:00:00Z,-5.12266,0.039245505,0.19810478
1979-03-26T00:00:00Z,-5.38077,0.026976127,0.16424412
1979-03-27T00:00:00Z,0.30728,0.01126142,0.10611984
1979-03-28T00:00:00Z,2.88674,0.015965223,0.12635356
1979-03-29T00:00:00Z,3.4047,0.027154436,0.16478603
1979-03-30T00:00:00Z,3.72607,0.031491306,0.1774579
1979-03-31T00:00:00Z,3.64486,0.19859417,0.44563904
1979-04-01T00:00:00Z,4.24487,0.19049072,0.43645242
1979-04-02T00:00:00Z,5.54916,0.1928441,0.43914017
1979-04-03T00:00:00Z,4.97735,0.18459034,0.42963976
1979-04-04T00:00:00Z,5.2919,0.18245505,0.42714757
1979-04-05T00:00:00Z,4.4295,0.17974801,0.423967
1979-04-06T00:00:00Z,-1.1705,0.22664456,0.476072
1979-04-07T00:00:00Z,0.68163,0.21787062,0.46676612
1979-04-08T00:00:00Z,3.897,0.19251253,0.4387625
1979-04-09T00:00:00Z,4.48333,0.2,0.4472136
1979-04-10T00:00:00Z,3.71496,0.19333039,0.4396935
1979-04-11T00:00:00Z,5.9064,0.17816976,0.4221016
1979-04-12T00:00:00Z,6.20556,0.18145594,0.42597646
1979-04-13T00:00:00Z,6.21325,0.17596522,0.41948208
1979-04-14T00:00:00Z,6.21838,0.18424992,0.42924345
1979-04-15T00:00:00Z,6.59445,0.18404214,0.42900133
1979-04-16T00:00:00Z,7.70812,0.24383436,0.49379587
1979-04-17T00:00:00Z,7.87393,0.2039051,0.45155853
1979-04-18T00:00:00Z,6.3876,0.18357353,0.42845482
1979-04-19T00:00:00Z,6.1594,0.1793074,0.42344704
1979-04-20T00:00:00Z,6.69787,0.18734454,0.43283314
1979-04-21T00:00:00Z,6.78246,0.18134984,0.4258519
1979-04-22T00:00:00Z,7.91924,0.32438993,0.56955236
1979-04-23T00:00:00Z,7.78503,0.30574417,0.5529414
1979-04-24T00:00:00Z,7.16454,0.19711465,0.44397596
1979-04-25T00:00:00Z,8.03118,0.24016063,0.49006185
1979-04-26T00:00:00Z,8.70727,0.37160626,0.6095952
1979-04-27T00:00:00Z,6.3201,0.17590775,0.41941357
1979-04-28T00:00:00Z,5.90554,0.18714559,0.43260327
1979-04-29T00:00:00Z,5.82864,0.17755674,0.42137483
1979-04-30T00:00:00Z,5.41924,0.91714853,0.95767874
1979-05-01T00:00:00Z,5.32095,0.8994931,0.9484161
1979-05-02T00:00:00Z,5.6859,0.895252,0.94617754
1979-05-03T00:00:00Z,6.14572,0.92058504,0.9594712
1979-05-04T00:00:00Z,5.58932,0.8679237,0.93162423
1979-05-05T00:00:00Z,5.43463,0.86717504,0.9312224
1979-05-06T00:00:00Z,6.16454,0.85435605,0.92431384
1979-05-07T00:00:00Z,7.2201,0.6422871,0.80142814
1979-05-08T00:00:00Z,8.11837,0.80218095,0.89564556
1979-05-09T00:00:00Z,8.66024,1.386618,1.1775475
1979-05-10T00:00:00Z,7.56027,0.763687,0.8738919
1979-05-11T00:00:00Z,8.85256,1.218183,1.1037133
1979-05-12T00:00:00Z,7.24316,0.9009873,0.94920355
1979-05-13T00:00:00Z,8.0175,0.9706602,0.9852209
1979-05-14T00:00:00Z,10.744,1.1557398,1.0750533
1979-05-15T00:00:00Z,10.8876,0.8697804,0.93262017
1979-05-16T00:00:00Z,10.52862,2.1922119,1.480612
1979-05-17T00:00:00Z,17.32778,1.7172605,1.3104429
1979-05-18T00:00:00Z,18.11495,0.86936486,0.93239737
1979-05-19T00:00:00Z,14.99017,0.791562,0.88969773
1979-05-20T00:00:00Z,10.8013,0.7032095,0.8385759
1979-05-21T00:00:00Z,11.11666,0.80448276,0.8969296
1979-05-22T00:00:00Z,10.28762,0.7565046,0.86977273
1979-05-23T00:00:00Z,13.45342,1.2330917,1.1104466
1979-05-24T00:00:00Z,14.8312,0.77464336,0.8801383
1979-05-25T00:00:00Z,13.4859,0.68266577,0.8262359
1979-05-26T00:00:00Z,13.96368,0.75653553,0.8697905
1979-05-27T00:00:00Z,15.4765,0.8678264,0.931572
1979-05-28T00:00:00Z,14.91412,0.65473473,0.80915684
1979-05-29T00:00:00Z,15.2013,0.77683026,0.8813797
1979-05-30T00:00:00Z,15.1919,0.75366193,0.86813706
1979-05-31T00:00:00Z,12.15426,0.722654,0.85009056
1979-06-01T00:00:00Z,9.53805,2.0539935,1.433176
1979-06-02T00:00:00Z,15.32607,0.870112,0.93279797
1979-06-03T00:00:00Z,15.76196,0.6948556,0.83357996
1979-06-04T00:00:00Z,17.8329,0.8248777,0.9082278
1979-06-05T00:00:00Z,16.36282,0.79923075,0.8939971
1979-06-06T00:00:00Z,11.28417,0.5777866,0.7601228
1979-06-07T00:00:00Z,14.77648,0.7924816,0.8902143
1979-06-08T00:00:00Z,18.18932,0.819303,0.9051536
1979-06-09T00:00:00Z,17.96368,0.83101827,0.911602
1979-06-10T00:00:00Z,19.67138,1.9054878,1.3803941
1979-06-11T00:00:00Z,20.4406,0.90861773,0.9532144
1979-06-12T00:00:00Z,15.89614,0.7531963,0.86786884
1979-06-13T00:00:00Z,17.85342,0.67705715,0.82283485
1979-06-14T00:00:00Z,24.80557,0.700249,0.83680886
1979-06-15T00:00:00Z,25.96026,0.8290318,0.91051185
1979-06-16T00:00:00Z,25.51153,0.8123873,0.9013253
1979-06-17T00:00:00Z,16.4611,1.3354789,1.1556293
1979-06-18T00:00:00Z,16.47222,0.69088125,0.8311927
1979-06-19T00:00:00Z,16.02093,0.7262172,0.8521838
1979-06-20T00:00:00Z,16.31838,5.4513187,2.334806
1979-06-21T00:00:00Z,20.78588,2.1797347,1.4763925
1979-06-22T00:00:00Z,16.66967,2.1643517,1.4711735
1979-06-23T00:00:00Z,13.63973,0.870756,0.9331431
1979-06-24T00:00:00Z,13.95086,0.63905096,0.79940665
1979-06-25T00:00:00Z,20.21325,2.6882067,1.6395751
1979-06-26T00:00:00Z,24.11923,1.0355968,1.0176427
1979-06-27T00:00:00Z,22.60897,0.81244034,0.90135473
1979-06-28T00:00:00Z,18.2483,0.7901695,0.88891476
1979-06-29T00:00:00Z,17.37905,0.8120793,0.9011544
1979-06-30T00:00:00Z,20.1671,0.8410846,0.9171066
1979-07-01T00:00:00Z,19.7722,0.74036396,0.86044407
1979-07-02T00:00:00Z,16.07565,0.79933685,0.89405644
1979-07-03T00:00:00Z,14.94488,0.6813528,0.82544094
1979-07-04T00:00:00Z,15.7158,0.78330386,0.8850446
1979-07-05T00:00:00Z,16.47564,1.041923,1.0207464
1979-07-06T00:00:00Z,22.04745,0.8761141,0.93600965
1979-07-07T00:00:00Z,21.92608,0.86080164,0.927794
1979-07-08T00:00:00Z,19.1671,0.8064294,0.8980141
1979-07-09T00:00:00Z,17.92352,0.6338609,0.7961538
1979-07-10T00:00:00Z,17.69018,0.7472517,0.8644372
1979-07-11T00:00:00Z,18.14828,0.9399971,0.96953446
1979-07-12T00:00:00Z,18.72778,0.7645019,0.874358
1979-07-13T00:00:00Z,20.93804,0.6308901,0.7942859
1979-07-14T00:00:00Z,20.99017,0.61569995,0.7846655
1979-07-15T00:00:00Z,23.2406,0.80103153,0.8950037
1979-07-16T00:00:00Z,13.64315,0.957539,0.9785392
1979-07-17T00:00:00Z,16.5466,0.87291926,0.9343015
1979-07-18T00:00:00Z,18.90725,0.8935028,0.9452528
1979-07-19T00:00:00Z,21.7218,0.95324934,0.9763449
1979-07-20T00:00:00Z,22.49102,0.9067507,0.95223457
1979-07-21T00:00:00Z,22.82693,0.93437666,0.9666316
1979-07-22T00:00:00Z,25.5765,0.9321368,0.9654723
1979-07-23T00:00:00Z,23.30215,0.66751695,0.8170171
1979-07-24T00:00:00Z,23.9406,0.62258327,0.78903943
1979-07-25T00:00:00Z,19.46197,0.7305452,0.8547194
1979-07-26T00:00:00Z,16.68163,0.70580167,0.84012
1979-07-27T00:00:00Z,15.67224,0.748295,0.8650405
1979-07-28T00:00:00Z,17.82095,1.0862172,1.0422175
1979-07-29T00:00:00Z,21.54916,0.9816372,0.99077606
1979-07-30T00:00:00Z,20.32778,0.8139847,0.902211
1979-07-31T00:00:00Z,21.33206,0.366313,0.60523796
1979-08-01T00:00:00Z,20.8859,0.25732094,0.50726813
1979-08-02T00:00:00Z,20.3671,0.34401563,0.5865284
1979-08-03T00:00:00Z,25.56625,0.43775126,0.6616277
1979-08-04T00:00:00Z,21.7628,0.2631963,0.5130266
1979-08-05T00:00:00Z,21.1218,0.33428383,0.5781728
1979-08-06T00:00:00Z,20.3893,0.26533747,0.5151092
1979-08-07T00:00:00Z,22.56283,3.4711273,1.8630961
1979-08-08T00:00:00Z,23.09188,0.37245506,0.61029094
1979-08-09T00:00:00Z,19.78848,0.27911142,0.52830994
1979-08-10T00:00:00Z,19.84744,0.37645888,0.61356246
1979-08-11T00:00:00Z,18.69702,0.29182288,0.5402063
1979-08-12T00:00:00Z,17.7201,0.2765974,0.5259253
1979-08-13T00:00:00Z,18.13375,0.3082685,0.5552193
1979-08-14T00:00:00Z,17.44232,0.2872679,0.5359738
1979-08-15T00:00:00Z,17.0449,0.28445622,0.5333444
1979-08-16T00:00:00Z,17.07565,0.26554376,0.5153094
1979-08-17T00:00:00Z,16.803,0.23889184,0.48876563
1979-08-18T00:00:00Z,17.85598,0.30591217,0.55309325
1979-08-19T00:00:00Z,18.28503,0.31315798,0.5596052
1979-08-20T00:00:00Z,18.83547,0.77521807,0.88046473
1979-08-21T00:00:00Z,20.16284,0.23923077,0.48911223
1979-08-22T00:00:00Z,21.52606,0.2963189,0.5443518
1979-08-23T00:00:00Z,19.15597,0.23367079,0.48339507
1979-08-24T00:00:00Z,18.82693,0.28265253,0.5316507
1979-08-25T00:00:00Z,19.1731,0.5911008,0.7688308
1979-08-26T00:00:00Z,19.36538,0.37803712,0.61484724
1979-08-27T00:00:00Z,18.61923,0.27749336,0.5267764
1979-08-28T00:00:00Z,18.80728,1.1907442,1.0912123
1979-08-29T00:00:00Z,19.89272,0.29574418,0.54382366
1979-08-30T00:00:00Z,23.00384,0.7062997,0.84041643
1979-08-31T00:00:00Z,19.2406,1.4055142,1.1855439
1979-09-01T00:00:00Z,24.94146,0.076133214,0.27592248
1979-09-02T00:00:00Z,23.9893,0.02257884,0.15026256
1979-09-03T00:00:00Z,17.14144,0.039236665,0.19808246
1979-09-04T00:00:00Z,21.2902,3.188631,1.7856739
1979-09-05T00:00:00Z,21.74145,2.0563056,1.4339825
1979-09-06T00:00:00Z,25.34487,0.40445623,0.63596874
1979-09-07T00:00:00Z,14.83975,0.04075597,0.20188108
1979-09-08T00:00:00Z,15.17565,0.021405835,0.14630733
1979-09-09T00:00:00Z,16.15084,0.025602711,0.16000848
1979-09-10T00:00:00Z,15.90554,0.034904215,0.18682669
1979-09-11T00:00:00Z,14.4218,0.022559682,0.1501988
1979-09-12T00:00:00Z,15.20812,0.052972294,0.2301571
1979-09-13T00:00:00Z,15.24487,0.076007955,0.2756954
1979-09-14T00:00:00Z,15.05258,0.06697613,0.25879747
1979-09-15T00:00:00Z,16.4654,0.038899206,0.19722882
1979-09-16T00:00:00Z,17.3987,0.03683024,0.19191206
1979-09-17T00:00:00Z,16.81497,0.056778662,0.23828274
1979-09-18T00:00:00Z,15.8893,0.04982022,0.22320443
1979-09-19T00:00:00Z,13.2816,0.03545682,0.18829982
1979-09-20T00:00:00Z,14.48248,0.084453285,0.29060847
1979-09-21T00:00:00Z,14.27307,0.10179045,0.31904617
1979-09-22T00:00:00Z,15.07565,0.035543766,0.18853055
1979-09-23T00:00:00Z,16.2722,0.95243293,0.9759267
1979-09-24T00:00:00Z,14.94146,0.29578838,0.5438643
1979-09-25T00:00:00Z,19.33206,0.33683023,0.5803708
1979-09-26T00:00:00Z,18.34658,0.061539937,0.24807245
1979-09-27T00:00:00Z,22.70385,0.27526525,0.52465725
1979-09-28T00:00:00Z,22.70556,0.0959387,0.30973974
1979-09-29T00:00:00Z,11.8953,0.02232685,0.14942172
1979-09-30T00:00:00Z,12.93035,0.085213676,0.2919138
1979-10-01T00:00:00Z,11.64742,0.16507958,0.40629986
1979-10-02T00:00:00Z,10.44744,0.17387268,0.41698042
1979-10-03T00:00:00Z,10.1329,0.10591217,0.3254415
1979-10-04T00:00:00Z,9.85513,0.10514589,0.32426208
1979-10-05T00:00:00Z,9.62692,0.10437666,0.32307377
1979-10-06T00:00:00Z,10.07308,0.086618036,0.29430944
1979-10-07T00:00:00Z,6.62264,0.07700413,0.27749616
1979-10-08T00:00:00Z,6.72692,0.070238724,0.26502588
1979-10-09T00:00:00Z,7.17394,0.08683614,0.2946797
1979-10-10T00:00:00Z,7.13802,0.06278662,0.2505726
1979-10-11T00:00:00Z,7.8423,0.0934748,0.30573648
1979-10-12T00:00:00Z,6.7996,0.106831715,0.32685122
1979-10-13T00:00:00Z,5.68932,0.082061596,0.28646395
1979-10-14T00:00:00Z,7.67907,0.08414824,0.29008317
1979-10-15T00:00:00Z,8.28674,0.08010315,0.283025
1979-10-16T00:00:00Z,9.15682,0.097194225,0.3117599
1979-10-17T00:00:00Z,9.08676,0.081137635,0.2848467
1979-10-18T00:00:00Z,8.16195,0.08330386,0.28862408
1979-10-19T00:00:00Z,10.22692,0.08816976,0.29693395
1979-10-20T00:00:00Z,14.72094,0.34276894,0.5854647
1979-10-21T00:00:00Z,16.7064,0.068514585,0.2617529
1979-10-22T00:00:00Z,7.78503,0.141089,0.37561816
1979-10-23T00:00:00Z,5.10128,0.07079576,0.26607472
1979-10-24T00:00:00Z,3.37905,0.073631,0.27135032
1979-10-25T00:00:00Z,2.3688,0.08343649,0.28885373
1979-10-26T00:00:00Z,4.48675,0.08044798,0.28363353
1979-10-27T00:00:00Z,6.3406,0.10258326,0.3202862
1979-10-28T00:00:00Z,6.00128,0.07545093,0.27468333
1979-10-29T00:00:00Z,6.48504,0.07315797,0.2704773
1979-10-30T00:00:00Z,7.14913,0.10956823,0.3310109
1979-10-31T00:00:00Z,6.55514,0.09445623,0.3073373
1979-11-01T00:00:00Z,7.85,0.07775862,0.2788523
1979-11-02T00:00:00Z,3.7201,0.0828043,0.28775737
1979-11-03T00:00:00Z,3.23376,0.09619953,0.3101605
1979-11-04T00:00:00Z,4.19018,0.07156204,0.26751083
1979-11-05T00:00:00Z,4.1765,0.07886089,0.2808218
1979-11-06T00:00:00Z,1.78848,0.07480106,0.27349782
1979-11-07T00:00:00Z,3.34744,0.076458886,0.276512
1979-11-08T00:00:00Z,3.00042,0.08407309,0.2899536
1979-11-09T00:00:00Z,-3.7859,0.13145888,0.36257258
1979-11-10T00:00:00Z,-4.24488,0.06255968,0.25011933
1979-11-11T00:00:00Z,1.62435,0.06881963,0.26233494
1979-11-12T00:00:00Z,2.07223,0.0755364,0.27483886
1979-11-13T00:00:00Z,-0.397,0.07337459,0.27087745
1979-11-14T00:00:00Z,2.51922,0.07525199,0.27432096
1979-11-15T00:00:00Z,2.1406,0.06361774,0.25222558
1979-11-16T00:00:00Z,5.05514,0.06893899,0.26256236
1979-11-17T00:00:00Z,4.9098,0.081734456,0.28589237
1979-11-18T00:00:00Z,4.59103,0.08916446,0.2986042
1979-11-19T00:00:00Z,7.06796,0.21200265,0.46043745
1979-11-20T00:00:00Z,5.23547,0.08366637,0.2892514
1979-11-21T00:00:00Z,2.9893,0.06895815,0.26259884
1979-11-22T00:00:00Z,2.62606,0.070456825,0.26543704
1979-11-23T00:00:00Z,2.85,0.10913793,0.3303603
1979-11-24T00:00:00Z,2.5483,0.10654878,0.3264181
1979-11-25T00:00:00Z,3.2902,0.10656204,0.32643843
1979-11-26T00:00:00Z,3.58505,0.09764073,0.31247517
1979-11-27T00:00:00Z,2.07308,0.072480105,0.2692213
1979-11-28T00:00:00Z,-0.89872,0.09596817,0.3097873
1979-11-29T00:00:00Z,-1.36967,0.15159298,0.38934943
1979-11-30T00:00:00Z,-4.40555,0.13921456,0.37311468
1979-12-01T00:00:00Z,-1.64402,0.11763631,0.3429815
1979-12-02T00:00:00Z,0.0363,0.22239758,0.4715905
1979-12-03T00:00:00Z,2.94488,0.12997347,0.36051834
1979-12-04T00:00:00Z,3.2423,0.115026526,0.3391556
1979-12-05T00:00:00Z,4.80813,0.113317125,0.33662608
1979-12-06T00:00:00Z,2.37563,0.13812998,0.3716584
1979-12-07T00:00:00Z,2.52093,0.11518273,0.3393858
1979-12-08T00:00:00Z,-2.39615,0.12319629,0.35099328
1979-12-09T00:00:00Z,-1.4611,0.12754789,0.35713848
1979-12-10T00:00:00Z,3.85427,0.11661951,0.341496
1979-12-11T00:00:00Z,2.744,0.14194666,0.3767581
1979-12-12T00:00:00Z,-4.6782,0.12480106,0.35327193
1979-12-13T00:00:00Z,-1.71412,0.15680371,0.3959845
1979-12-14T00:00:00Z,-0.63035,0.14021367,0.37445116
1979-12-15T00:00:00Z,0.73034,0.12969643,0.36013392
1979-12-16T00:00:00Z,-11.403,0.2397539,0.4896467
1979-12-17T00:00:00Z,-7.4346,0.17545092,0.41886863
1979-12-18T00:00:00Z,-1.0919,0.1681447,0.41005453
1979-12-19T00:00:00Z,1.19616,0.11492042,0.33899915
1979-12-20T00:00:00Z,2.54232,0.17019893,0.41255173
1979-12-21T00:00:00Z,2.38076,0.1342175,0.3663571
1979-12-22T00:00:00Z,2.08077,0.125252,0.35390958
1979-12-23T00:00:00Z,2.5594,0.0943074,0.30709508
1979-12-24T00:00:00Z,1.9654,0.090795755,0.30132335
1979-12-25T00:00:00Z,-0.49445,0.10869732,0.32969275
1979-12-26T00:00:00Z,-0.28504,0.14505452,0.38086024
1979-12-27T00:00:00Z,0.8312,0.15895373,0.39869002
1979-12-28T00:00:00Z,1.97735,0.11924551,0.34531942
1979-12-29T00:00:00Z,2.0389,0.13323754,0.36501718
1979-12-30T00:00:00Z,2.0064,0.13299735,0.364688
1979-12-31T00:00:00Z,2.47308,0.44541115,0.6673913
1980-01-01T00:00:00Z,-0.42606,0.26356027,0.51338124
1980-01-02T00:00:00Z,-6.14146,0.17682287,0.4205031
1980-01-03T00:00:00Z,-8.5423,0.2946817,0.5428459
1980-01-04T00:00:00Z,-5.60728,0.2197097,0.468732
1980-01-05T00:00:00Z,-3.36967,0.25004128,0.50004125
1980-01-06T00:00:00Z,-0.06537,0.14096817,0.3754573
1980-01-07T00:00:00Z,-0.50898,0.11088859,0.33299938
1980-01-08T00:00:00Z,-13.89017,0.6950103,0.83367276
1980-01-09T00:00:00Z,-13.70298,0.62699527,0.79183036
1980-01-10T00:00:00Z,0.10385,0.19371353,0.44012898
1980-01-11T00:00:00Z,1.10555,0.16869731,0.4107278
1980-01-12T00:00:00Z,-5.0628,0.27371353,0.5231764
1980-01-13T00:00:00Z,1.15768,0.14140584,0.37603968
1980-01-14T00:00:00Z,-1.70725,0.241089,0.49100816
1980-01-15T00:00:00Z,2.21923,0.31559682,0.56178004
1980-01-16T00:00:00Z,2.49188,0.33797228,0.58135384
1980-01-17T00:00:00Z,1.72265,0.2216593,0.47080708
1980-01-18T00:00:00Z,0.52435,0.30399203,0.5513547
1980-01-19T00:00:00Z,-3.07136,0.1970395,0.44389132
1980-01-20T00:00:00Z,-5.12095,0.26518273,0.514959
1980-01-21T00:00:00Z,-2.297,0.20992632,0.45817718
1980-01-22T00:00:00Z,-2.30042,0.35890067,0.5990832
1980-01-23T00:00:00Z,-12.87223,0.7915709,0.8897027
1980-01-24T00:00:00Z,-8.60984,0.3988034,0.6315088
1980-01-25T00:00:00Z,-10.1389,0.7430651,0.86201227
1980-01-26T00:00:00Z,-6.95597,0.5034984,0.7095762
1980-01-27T00:00:00Z,-6.5902,0.31190687,0.5584862
1980-01-28T00:00:00Z,-9.2201,0.21935603,0.46835458
1980-01-29T00:00:00Z,-12.37052,0.21492043,0.46359512
1980-01-30T00:00:00Z,-12.34403,0.21229148,0.460751
1980-01-31T00:00:00Z,-10.39872,0.18079576,0.42520085
1980-02-01T00:00:00Z,-8.6876,0.11047009,0.3323704
1980-02-02T00:00:00Z,-10.2372,0.12371353,0.35172933
1980-02-03T00:00:00Z,-11.63804,0.13675214,0.36980012
1980-02-04T00:00:00Z,-7.9919,0.21624815,0.4650249
1980-02-05T00:00:00Z,-5.12693,0.07403183,0.2720879
1980-02-06T00:00:00Z,-7.256,0.110912174,0.33303478
1980-02-07T00:00:00Z,-6.55854,0.18992633,0.43580538
1980-02-08T00:00:00Z,-4.70127,0.3476923,0.5896544
1980-02-09T00:00:00Z,-2.8859,0.07887268,0.2808428
1980-02-10T00:00:00Z,-3.43546,0.40745947,0.6383255
1980-02-11T00:00:00Z,-1.6782,0.14790452,0.38458356
1980-02-12T00:00:00Z,-1.79102,0.08433687,0.2904081
1980-02-13T00:00:00Z,-3.56537,0.08389921,0.2896536
1980-02-14T00:00:00Z,-5.70554,0.09162835,0.30270174
1980-02-15T00:00:00Z,-7.06965,0.07711022,0.27768728
1980-02-16T00:00:00Z,-9.39188,0.08986885,0.29978132
1980-02-17T00:00:00Z,-6.7611,0.09840996,0.31370363
1980-02-18T00:00:00Z,-1.52436,0.09002653,0.3000442
1980-02-19T00:00:00Z,2.22094,0.07380342,0.27166784
1980-02-20T00:00:00Z,3.52776,0.08639847,0.29393616
1980-02-21T00:00:00Z,-0.6483,0.15327291,0.39150086
1980-02-22T00:00:00Z,2.05685,0.0956425,0.3092612
1980-02-23T00:00:00Z,0.02007,0.082114644,0.28655654
1980-02-24T00:00:00Z,-1.88248,0.10152225,0.31862557
1980-02-25T00:00:00Z,-9.21583,0.11106248,0.3332604
1980-02-26T00:00:00Z,-6.0013,0.115795754,0.34028774
1980-02-27T00:00:00Z,-6.82435,0.115371354,0.3396636
1980-02-28T00:00:00Z,-10.2278,0.14260536,0.37763125
1980-02-29T00:00:00Z,-11.9252,0.060328618,0.24561885
1980-03-01T00:00:00Z,-10.45768,0.0484748,0.22016993
1980-03-02T00:00:00Z,-4.05,0.028965518,0.17019258
1980-03-03T00:00:00Z,-1.3876,0.01340112,0.11576321
1980-03-04T00:00:00Z,-3.63206,0.008554377,0.092489876
1980-03-05T00:00:00Z,-8.86967,0.011248158,0.10605733
1980-03-06T00:00:00Z,-5.15342,0.011884763,0.10901726
1980-03-07T00:00:00Z,-3.03974,0.013687003,0.11699146
