Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,454,8066265,3466.3794585303,454,185727,444621,76462,273,87635,918,12766,129059,0,0,192091,0,94274,0,0,0,0,4340,11,0,0,0,0,0,7,0,200,0,0,0,0,55
1,1,454,8066265,3466.3794585303,454,185727,444621,597545,273,87635,918,12766,129059,0,0,192091,0,94274,0,0,0,0,4340,11,0,0,0,0,0,7,0,200,0,0,0,0,55
2,-1,454,7998795,3437.38504512248,454,184541,441174,70072,218,79627,1599,12570,136596,0,0,189480,0,91371,0,0,0,0,3,3,0,0,0,0,0,10,0,205,0,0,0,0,0
2,1,454,7998795,3437.38504512248,454,184541,441174,581318,218,79627,1599,12570,136596,0,0,189480,0,91371,0,0,0,0,3,3,0,0,0,0,0,10,0,205,0,0,0,0,0
3,-1,450,7957920,3419.81951009884,450,184571,435867,71546,233,80136,1253,17347,143452,0,0,176196,0,88762,0,0,0,0,267,13,0,0,0,0,0,10,0,206,0,0,0,0,4
3,1,450,7957920,3419.81951009884,450,184571,435867,578959,233,80136,1253,17347,143452,0,0,176196,0,88762,0,0,0,0,267,13,0,0,0,0,0,10,0,206,0,0,0,0,4
4,-1,452,8525035,3663.53029651912,452,173229,419271,25946,95,64549,480,17898,154302,0,0,171149,775,36064,0,0,0,0,0,3,0,0,0,0,0,6,2,84,0,0,0,0,0
4,1,452,8525035,3663.53029651912,452,173229,419271,471163,95,64549,480,17898,154302,0,0,171149,775,36064,0,0,0,0,0,3,0,0,0,0,0,6,2,84,0,0,0,0,0
5,-1,460,8474557.5,3641.83820369575,460,183324,450123,53969,182,75815,176,26948,124271,0,0,208959,132,67752,0,0,0,0,39,11,0,0,1,0,0,10,0,160,0,0,0,0,0
5,1,460,8474557.5,3641.83820369575,460,183324,450123,558061,182,75815,176,26948,124271,0,0,208959,132,67752,0,0,0,0,39,11,0,0,1,0,0,10,0,160,0,0,0,0,0
6,-1,434,8113272.5,3486.5803609798,434,175787,400900,26542,102,62775,86,23785,119302,0,0,184070,825,36595,0,0,0,0,4,6,0,0,0,0,0,3,2,91,0,0,0,0,0
6,1,434,8113272.5,3486.5803609798,434,175787,400900,453984,102,62775,86,23785,119302,0,0,184070,825,36595,0,0,0,0,4,6,0,0,0,0,0,3,2,91,0,0,0,0,0
7,-1,459,8092972.5,3477.85668242372,459,185884,446144,43767,158,81877,88,28101,133832,0,0,190067,328,55615,0,0,0,0,3,24,0,0,0,0,0,3,0,131,0,0,0,0,0
7,1,459,8092972.5,3477.85668242372,459,185884,446144,533678,158,81877,88,28101,133832,0,0,190067,328,55615,0,0,0,0,3,24,0,0,0,0,0,3,0,131,0,0,0,0,0
8,-1,476,8458672.5,3635.01181779115,476,186271,455331,56674,218,75919,62,22766,161970,0,0,182099,1511,67675,0,0,0,0,3,21,0,0,0,0,0,7,4,186,0,0,0,0,0
8,1,476,8458672.5,3635.01181779115,476,186271,455331,568679,218,75919,62,22766,161970,0,0,182099,1511,67675,0,0,0,0,3,21,0,0,0,0,0,7,4,186,0,0,0,0,0
9,-1,472,8036147.5,3453.43682853459,472,186138,452734,45667,198,80867,87,18557,148839,0,0,186157,1703,62189,0,0,0,0,2,13,0,0,1,0,0,6,4,174,0,0,0,0,0
9,1,472,8036147.5,3453.43682853459,472,186138,452734,544068,198,80867,87,18557,148839,0,0,186157,1703,62189,0,0,0,0,2,13,0,0,1,0,0,6,4,174,0,0,0,0,0
10,-1,480,7996522.5,3436.40846583584,480,185859,457978,52847,251,82448,115,15747,159603,0,0,182355,2162,68392,0,0,0,0,3,11,0,0,6,0,0,18,6,210,0,0,0,0,0
10,1,480,7996522.5,3436.40846583584,480,185859,457978,563672,251,82448,115,15747,159603,0,0,182355,2162,68392,0,0,0,0,3,11,0,0,6,0,0,18,6,210,0,0,0,0,0
11,-1,476,8300760,3567.15083798883,476,185677,456740,44803,225,96942,846,16628,152959,0,0,172453,3329,58385,0,0,0,0,1,9,0,0,9,0,0,16,11,180,0,0,0,0,0
11,1,476,8300760,3567.15083798883,476,185677,456740,546346,225,96942,846,16628,152959,0,0,172453,3329,58385,0,0,0,0,1,9,0,0,9,0,0,16,11,180,0,0,0,0,0
12,-1,468,8280760,3558.55608079072,468,185709,446802,45768,264,98941,2821,12058,149097,0,0,170828,2873,55947,0,0,0,0,5,10,0,0,19,0,0,38,9,188,0,0,0,0,0
12,1,468,8280760,3558.55608079072,468,185709,446802,538338,264,98941,2821,12058,149097,0,0,170828,2873,55947,0,0,0,0,5,10,0,0,19,0,0,38,9,188,0,0,0,0,0
13,-1,480,8127975,3492.89858186506,480,185373,460243,49042,312,103165,2908,15256,161332,0,0,168839,2839,54942,0,0,0,0,4,8,0,0,27,0,0,65,10,202,0,0,0,0,0
13,1,480,8127975,3492.89858186506,480,185373,460243,558327,312,103165,2908,15256,161332,0,0,168839,2839,54942,0,0,0,0,4,8,0,0,27,0,0,65,10,202,0,0,0,0,0
14,-1,484,8204490,3525.77997421573,484,185508,465172,55369,387,110349,2175,17966,159413,0,0,173103,2181,55351,0,0,0,0,3,8,0,0,40,0,0,107,7,224,0,0,0,0,1
14,1,484,8204490,3525.77997421573,484,185508,465172,575910,387,110349,2175,17966,159413,0,0,173103,2181,55351,0,0,0,0,3,8,0,0,40,0,0,107,7,224,0,0,0,0,1
15,-1,453,8260755,3549.95917490331,453,185077,440583,51781,376,105874,1305,18675,149870,0,0,165298,1407,49932,0,0,0,0,3,7,0,0,38,0,0,124,3,204,0,0,0,0,0
15,1,453,8260755,3549.95917490331,453,185077,440583,544145,376,105874,1305,18675,149870,0,0,165298,1407,49932,0,0,0,0,3,7,0,0,38,0,0,124,3,204,0,0,0,0,0
16,-1,497,8335110,3581.91233347658,497,185129,471494,50896,407,118358,2103,21801,165070,0,0,167736,1737,45580,0,0,0,0,5,11,0,0,53,0,0,149,5,189,0,0,0,0,0
16,1,497,8335110,3581.91233347658,497,185129,471494,573286,407,118358,2103,21801,165070,0,0,167736,1737,45580,0,0,0,0,5,11,0,0,53,0,0,149,5,189,0,0,0,0,0
17,-1,460,8465770,3638.06188225183,460,185285,448973,52635,436,115168,1219,21040,159539,0,0,158914,1464,44259,0,0,0,0,5,9,0,0,40,0,0,183,4,200,0,0,0,0,0
17,1,460,8465770,3638.06188225183,460,185285,448973,554243,436,115168,1219,21040,159539,0,0,158914,1464,44259,0,0,0,0,5,9,0,0,40,0,0,183,4,200,0,0,0,0,0
18,-1,483,9761072.5,4194.70240653202,483,181779,463408,31419,306,107629,1306,18279,144653,0,0,191467,1595,29897,0,0,0,0,1,5,0,0,43,0,0,112,7,139,0,0,0,0,0
18,1,483,9761072.5,4194.70240653202,483,181779,463408,526246,306,107629,1306,18279,144653,0,0,191467,1595,29897,0,0,0,0,1,5,0,0,43,0,0,112,7,139,0,0,0,0,0
19,-1,497,10015050,4303.84615384615,497,181829,480499,26897,261,110299,1277,18027,149744,0,0,197267,2706,28070,0,0,1,0,5,5,0,0,47,0,0,69,14,126,0,0,0,0,0
19,1,497,10015050,4303.84615384615,497,181829,480499,534293,261,110299,1277,18027,149744,0,0,197267,2706,28070,0,0,1,0,5,5,0,0,47,0,0,69,14,126,0,0,0,0,0
20,-1,505,10165492.5,4368.49699183498,505,181424,485236,27293,276,113161,1203,19969,149166,0,0,200772,1638,26620,0,0,0,0,0,4,0,0,59,0,0,79,6,128,0,0,0,0,0
20,1,505,10165492.5,4368.49699183498,505,181424,485236,539822,276,113161,1203,19969,149166,0,0,200772,1638,26620,0,0,0,0,0,4,0,0,59,0,0,79,6,128,0,0,0,0,0
21,-1,530,8509242.5,3656.74366136657,530,181511,491865,63450,484,63568,1204,27070,169222,0,0,251905,10569,31769,0,0,2,0,6,44,0,0,75,0,0,173,45,147,0,0,0,0,0
21,1,530,8509242.5,3656.74366136657,530,181511,491865,618765,484,63568,1204,27070,169222,0,0,251905,10569,31769,0,0,2,0,6,44,0,0,75,0,0,173,45,147,0,0,0,0,0
22,-1,542,8662975,3722.80833691448,542,180938,502651,53854,480,67382,1196,29395,176970,0,0,242766,9045,29751,0,0,0,0,0,30,0,0,118,0,0,151,33,148,0,0,0,0,0
22,1,542,8662975,3722.80833691448,542,180938,502651,610359,480,67382,1196,29395,176970,0,0,242766,9045,29751,0,0,0,0,0,30,0,0,118,0,0,151,33,148,0,0,0,0,0
23,-1,536,8705657.5,3741.1506231199,536,180792,499567,54893,441,80384,1140,31496,176135,0,0,230952,8624,25729,0,0,0,0,0,49,0,0,101,0,0,128,41,122,0,0,0,0,0
23,1,536,8705657.5,3741.1506231199,536,180792,499567,609353,441,80384,1140,31496,176135,0,0,230952,8624,25729,0,0,0,0,0,49,0,0,101,0,0,128,41,122,0,0,0,0,0
24,-1,558,8652397.5,3718.26278470133,558,180720,525094,50030,457,83037,1186,34038,190171,0,0,232116,9479,25095,0,0,0,0,2,41,1,0,128,0,0,130,44,113,0,0,0,0,0
24,1,558,8652397.5,3718.26278470133,558,180720,525094,625154,457,83037,1186,34038,190171,0,0,232116,9479,25095,0,0,0,0,2,41,1,0,128,0,0,130,44,113,0,0,0,0,0
25,-1,530,8625007.5,3706.49226471852,530,180557,495417,43721,386,85040,792,31988,174269,0,0,215901,9462,21679,0,0,6,0,1,43,1,0,98,0,0,108,43,93,0,0,0,0,0
25,1,530,8625007.5,3706.49226471852,530,180557,495417,582859,386,85040,792,31988,174269,0,0,215901,9462,21679,0,0,6,0,1,43,1,0,98,0,0,108,43,93,0,0,0,0,0
26,-1,565,6906140,2967.82982380748,565,184120,522248,75811,767,117430,1281,45946,234151,0,0,147586,17235,34425,0,0,0,1,4,78,2,1,173,0,0,261,88,164,0,0,0,0,0
26,1,565,6906140,2967.82982380748,565,184120,522248,673870,767,117430,1281,45946,234151,0,0,147586,17235,34425,0,0,0,1,4,78,2,1,173,0,0,261,88,164,0,0,0,0,0
27,-1,608,6633927.5,2850.84980661796,608,183789,554844,80847,815,132242,1160,48161,247334,0,0,149419,21696,35673,0,0,0,1,5,95,1,1,164,0,0,263,110,181,0,0,0,0,0
27,1,608,6633927.5,2850.84980661796,608,183789,554844,716538,815,132242,1160,48161,247334,0,0,149419,21696,35673,0,0,0,1,5,95,1,1,164,0,0,263,110,181,0,0,0,0,0
28,-1,566,6355090,2731.02277610657,566,182494,516235,76363,784,126446,815,46223,229786,0,0,132620,24988,31716,0,0,1,0,3,86,1,2,180,0,0,243,117,155,0,0,0,0,0
