Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 358, 1252, 16, 0, 0, 0, 
10, 420, 1225, 226, 204, 56, 3, 
10, 442, 1050, 296, 32, 14, 3, 
10, 492, 1196, 162, 0, 0, 0, 
10, 526, 935, 243, 0, 0, 0, 
10, 531, 1034, 652, 648, 153, 3, 
10, 583, 835, 1064, 1057, 242, 3, 
10, 588, 873, 299, 178, 1, 2, 
10, 592, 803, 339, 318, 2, 2, 
10, 595, 1156, 720, 68, 1, 2, 
10, 632, 775, 442, 439, 113, 3, 
10, 638, 900, 291, 291, 89, 3, 
10, 677, 784, 657, 166, 1, 2, 
10, 682, 681, 1289, 1288, 513, 3, 
10, 709, 791, 716, 0, 0, 0, 
10, 721, 776, 331, 0, 0, 0, 
10, 761, 767, 20, 0, 0, 0, 
10, 800, 466, 157, 153, 94, 3, 
10, 821, 503, 54, 14, 1, 1, 
10, 821, 626, 403, 403, 310, 3, 
10, 844, 446, 362, 362, 152, 3, 
10, 845, 339, 177, 176, 88, 3, 
10, 859, 487, 82, 0, 0, 0, 
10, 872, 570, 446, 0, 0, 0, 
10, 886, 524, 519, 52, 507, 5, 
10, 897, 438, 328, 322, 85, 3, 
10, 916, 565, 447, 20, 1, 2, 
10, 949, 527, 284, 284, 2785, 5, 
10, 950, 606, 747, 548, 3, 2, 
10, 956, 519, 588, 509, 6, 2, 
20, 316, 1393, 267, 249, 8, 2, 
20, 426, 1090, 452, 0, 0, 0, 
20, 455, 1233, 154, 154, 1707, 5, 
20, 513, 993, 84, 0, 0, 0, 
20, 517, 954, 507, 0, 0, 0, 
20, 538, 1236, 181, 0, 0, 0, 
20, 564, 954, 297, 289, 96, 2, 
20, 577, 873, 169, 169, 164, 3, 
20, 581, 1140, 423, 0, 0, 0, 
20, 584, 847, 217, 217, 205, 3, 
20, 722, 765, 76, 73, 74, 3, 
20, 776, 624, 639, 639, 751, 3, 
20, 807, 623, 700, 699, 834, 3, 
20, 850, 539, 643, 643, 187, 2, 
20, 854, 537, 675, 1, 1, 3, 
20, 871, 386, 379, 307, 24, 2, 
20, 884, 517, 645, 641, 57, 2, 
20, 907, 712, 103, 102, 99, 3, 
20, 912, 453, 102, 102, 574, 4, 
20, 928, 296, 1058, 0, 0, 0, 
20, 943, 590, 24, 24, 30, 3, 
20, 976, 494, 286, 286, 365, 3, 
20, 988, 460, 137, 137, 175, 3, 
30, 328, 1316, 321, 313, 14, 2, 
30, 408, 1262, 51, 1, 4, 4, 
30, 473, 1095, 548, 0, 0, 0, 
30, 487, 1163, 994, 993, 63, 2, 
30, 539, 1225, 248, 245, 20, 2, 
30, 549, 918, 949, 944, 82, 2, 
30, 583, 854, 123, 122, 126, 3, 
30, 595, 890, 801, 781, 141, 2, 
30, 612, 1043, 82, 76, 8, 2, 
30, 669, 671, 404, 8, 2, 2, 
30, 676, 730, 496, 483, 101, 2, 
30, 688, 683, 665, 628, 14, 1, 
30, 693, 777, 36, 0, 0, 0, 
30, 734, 778, 7, 7, 11, 3, 
30, 772, 718, 581, 457, 8, 1, 
30, 774, 520, 112, 0, 0, 0, 
