Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,470,8066265,3466.3794585303,470,185727,457830,79352,283,89633,940,14475,134660,0,0,196624,0,96496,0,0,0,0,4354,11,0,0,0,0,0,9,0,215,0,0,0,0,48
1,1,470,8066265,3466.3794585303,470,185727,457830,616534,283,89633,940,14475,134660,0,0,196624,0,96496,0,0,0,0,4354,11,0,0,0,0,0,9,0,215,0,0,0,0,48
2,-1,505,7986027.5,3431.89836699613,505,184522,490827,72496,225,87941,2448,14928,153569,0,0,213016,0,91418,0,0,0,0,3,13,0,0,1,0,0,5,0,206,0,0,0,0,0
2,1,505,7986027.5,3431.89836699613,505,184522,490827,635819,225,87941,2448,14928,153569,0,0,213016,0,91418,0,0,0,0,3,13,0,0,1,0,0,5,0,206,0,0,0,0,0
3,-1,499,7918905,3403.05328749463,499,184655,475538,69563,218,81273,1756,18991,149508,0,0,205395,0,87955,0,0,0,0,223,11,0,0,0,0,0,10,0,195,0,0,0,0,2
3,1,499,7918905,3403.05328749463,499,184655,475538,614664,218,81273,1756,18991,149508,0,0,205395,0,87955,0,0,0,0,223,11,0,0,0,0,0,10,0,195,0,0,0,0,2
4,-1,518,8200942.5,3524.25547915771,518,184752,490747,59317,199,79324,1054,23092,146044,0,0,219831,42,80673,0,0,0,0,4,9,0,0,0,0,0,4,0,186,0,0,0,0,0
4,1,518,8200942.5,3524.25547915771,518,184752,490747,609381,199,79324,1054,23092,146044,0,0,219831,42,80673,0,0,0,0,4,9,0,0,0,0,0,4,0,186,0,0,0,0,0
5,-1,505,8004022.5,3439.63149978513,505,184799,478084,68453,229,82157,481,27278,139173,0,0,212177,112,85132,0,0,0,0,27,15,0,0,1,0,0,9,0,204,0,0,0,0,0
5,1,505,8004022.5,3439.63149978513,505,184799,478084,614990,229,82157,481,27278,139173,0,0,212177,112,85132,0,0,0,0,27,15,0,0,1,0,0,9,0,204,0,0,0,0,0
6,-1,542,7822547.5,3361.64482165879,542,185467,514135,64340,232,86795,412,32516,156695,0,0,219348,1223,81485,0,0,0,0,1,19,0,0,2,0,0,6,3,202,0,0,0,0,0
6,1,542,7822547.5,3361.64482165879,542,185467,514135,642815,232,86795,412,32516,156695,0,0,219348,1223,81485,0,0,0,0,1,19,0,0,2,0,0,6,3,202,0,0,0,0,0
7,-1,559,8480355,3644.32960893855,559,185853,534470,48455,185,84781,164,31413,201238,0,0,199622,629,65073,0,0,0,0,5,15,0,0,1,0,0,6,1,162,0,0,0,0,0
7,1,559,8480355,3644.32960893855,559,185853,534470,631380,185,84781,164,31413,201238,0,0,199622,629,65073,0,0,0,0,5,15,0,0,1,0,0,6,1,162,0,0,0,0,0
8,-1,563,8043780,3456.71680275032,563,186287,530161,59914,247,90092,158,29794,180889,0,0,213914,1316,73908,0,0,0,0,4,22,0,0,14,0,0,5,3,203,0,0,0,0,0
8,1,563,8043780,3456.71680275032,563,186287,530161,649989,247,90092,158,29794,180889,0,0,213914,1316,73908,0,0,0,0,4,22,0,0,14,0,0,5,3,203,0,0,0,0,0
9,-1,568,7818792.5,3360.03115599484,568,187631,545782,65191,295,93567,176,25850,192047,0,0,215311,2665,81353,0,0,0,0,4,11,0,0,28,0,0,7,7,242,0,0,0,0,0
9,1,568,7818792.5,3360.03115599484,568,187631,545782,676164,295,93567,176,25850,192047,0,0,215311,2665,81353,0,0,0,0,4,11,0,0,28,0,0,7,7,242,0,0,0,0,0
10,-1,563,7832737.5,3366.02385045122,563,187600,544293,70428,346,101738,253,19721,203919,0,0,202262,3741,83084,0,0,0,0,3,14,0,0,29,0,0,22,11,270,0,0,0,0,0
10,1,563,7832737.5,3366.02385045122,563,187600,544293,685149,346,101738,253,19721,203919,0,0,202262,3741,83084,0,0,0,0,3,14,0,0,29,0,0,22,11,270,0,0,0,0,0
11,-1,582,7919475,3403.29823807477,582,186904,549691,70652,389,110825,1837,22218,207690,0,0,196169,2579,79017,0,0,1,0,7,15,0,0,49,0,0,41,7,277,0,0,0,0,0
11,1,582,7919475,3403.29823807477,582,186904,549691,690995,389,110825,1837,22218,207690,0,0,196169,2579,79017,0,0,1,0,7,15,0,0,49,0,0,41,7,277,0,0,0,0,0
12,-1,532,8032705,3451.95745595187,532,185844,501671,61182,358,111624,2232,18949,180111,0,0,173010,3007,73918,0,0,0,0,2,7,0,0,30,0,0,48,10,263,0,0,0,0,0
12,1,532,8032705,3451.95745595187,532,185844,501671,624035,358,111624,2232,18949,180111,0,0,173010,3007,73918,0,0,0,0,2,7,0,0,30,0,0,48,10,263,0,0,0,0,0
13,-1,505,7824605,3362.52900730554,505,185554,482539,60590,384,112582,2215,18450,174656,0,0,169013,3892,62317,0,0,0,0,4,11,0,0,58,0,0,76,14,225,0,0,0,0,0
13,1,505,7824605,3362.52900730554,505,185554,482539,603719,384,112582,2215,18450,174656,0,0,169013,3892,62317,0,0,0,0,4,11,0,0,58,0,0,76,14,225,0,0,0,0,0
14,-1,514,7869382.5,3381.77159432746,514,185584,486024,61370,432,120335,2348,20045,168018,0,0,173026,2921,60698,0,0,0,0,3,15,0,0,57,0,0,109,10,241,0,0,0,0,0
14,1,514,7869382.5,3381.77159432746,514,185584,486024,608764,432,120335,2348,20045,168018,0,0,173026,2921,60698,0,0,0,0,3,15,0,0,57,0,0,109,10,241,0,0,0,0,0
15,-1,567,8071067.5,3468.44327460249,567,185337,528273,64517,489,126011,2704,23472,197487,0,0,177989,3118,62004,0,0,0,0,5,10,0,0,69,0,0,139,9,262,0,0,0,0,0
15,1,567,8071067.5,3468.44327460249,567,185337,528273,657307,489,126011,2704,23472,197487,0,0,177989,3118,62004,0,0,0,0,5,10,0,0,69,0,0,139,9,262,0,0,0,0,0
16,-1,581,8038932.5,3454.63364847443,581,187156,556478,74568,576,129829,2964,27231,226445,0,0,170303,4690,69576,0,0,0,0,8,13,0,0,95,0,0,138,15,315,0,0,0,0,0
16,1,581,8038932.5,3454.63364847443,581,187156,556478,705614,576,129829,2964,27231,226445,0,0,170303,4690,69576,0,0,0,0,8,13,0,0,95,0,0,138,15,315,0,0,0,0,0
17,-1,610,8110007.5,3485.17726686721,610,187099,573513,75414,614,138552,2857,29738,237206,0,0,172729,6997,60842,0,0,1,0,5,16,0,0,114,0,0,193,23,268,0,0,0,0,0
17,1,610,8110007.5,3485.17726686721,610,187099,573513,724341,614,138552,2857,29738,237206,0,0,172729,6997,60842,0,0,1,0,5,16,0,0,114,0,0,193,23,268,0,0,0,0,0
18,-1,623,8165652.5,3509.09003008165,623,187086,579698,76043,672,146603,2911,32830,237728,0,0,170825,6365,58474,0,0,1,0,4,18,1,0,135,0,0,220,24,274,0,0,0,0,0
18,1,623,8165652.5,3509.09003008165,623,187086,579698,731784,672,146603,2911,32830,237728,0,0,170825,6365,58474,0,0,1,0,4,18,1,0,135,0,0,220,24,274,0,0,0,0,0
19,-1,611,9555670,4106.43317576279,611,184684,575755,46181,443,131855,2575,26776,182106,0,0,233231,2594,42795,0,0,1,0,3,11,1,0,88,0,0,112,11,220,0,0,0,0,0
19,1,611,9555670,4106.43317576279,611,184684,575755,668117,443,131855,2575,26776,182106,0,0,233231,2594,42795,0,0,1,0,3,11,1,0,88,0,0,112,11,220,0,0,0,0,0
20,-1,630,9334197.5,4011.25805758487,630,184300,592435,52722,498,140701,2227,31378,195407,0,0,232047,3902,39493,0,0,0,0,2,17,0,0,118,0,0,160,15,188,0,0,0,0,0
20,1,630,9334197.5,4011.25805758487,630,184300,592435,697879,498,140701,2227,31378,195407,0,0,232047,3902,39493,0,0,0,0,2,17,0,0,118,0,0,160,15,188,0,0,0,0,0
21,-1,646,7796652.5,3350.51675977654,646,184466,598199,101411,860,94909,2184,39461,235290,0,0,260876,16686,50193,0,0,0,0,11,95,2,1,188,0,0,262,68,243,0,0,0,0,1
21,1,646,7796652.5,3350.51675977654,646,184466,598199,801021,860,94909,2184,39461,235290,0,0,260876,16686,50193,0,0,0,0,11,95,2,1,188,0,0,262,68,243,0,0,0,0,1
22,-1,621,8332097.5,3580.61774817361,621,184991,575499,71523,627,84997,1579,39384,202762,0,0,267332,10991,39975,0,0,0,0,2,67,0,0,133,0,0,203,44,180,0,0,0,0,0
22,1,621,8332097.5,3580.61774817361,621,184991,575499,718545,627,84997,1579,39384,202762,0,0,267332,10991,39975,0,0,0,0,2,67,0,0,133,0,0,203,44,180,0,0,0,0,0
23,-1,603,8311095,3571.59217877095,603,184867,566810,71488,636,88149,1480,42029,205715,0,0,250796,11760,38304,0,0,0,63,2,58,0,1,160,0,0,193,52,172,0,0,0,0,0
23,1,603,8311095,3571.59217877095,603,184867,566810,709786,636,88149,1480,42029,205715,0,0,250796,11760,38304,0,0,0,63,2,58,0,1,160,0,0,193,52,172,0,0,0,0,0
24,-1,612,8537992.5,3669.09862483885,612,184838,583970,63059,585,93782,1466,42183,205047,0,0,259391,9861,35298,0,0,0,0,1,62,0,0,130,0,0,170,55,168,0,0,0,0,0
