Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10587.53, 1.0, 469.7, 0.0
0, eco3, 43338, 9796.08, 1.3, 455.6, 0.0
0, eco1, 93059, 9315.72, 0.5, 537.3, 0.0
1, eco2, 51531, 10687.92, 416.9, 471.4, 0.0
1, eco3, 43338, 9939.54, 454.0, 459.9, 0.0
1, eco1, 93059, 9411.47, 391.8, 540.4, 0.0
2, eco2, 51531, 10708.41, 415.2, 472.3, 0.0
2, eco3, 43338, 10027.14, 455.1, 463.3, 0.0
2, eco1, 93059, 9439.85, 390.6, 542.6, 0.0
3, eco2, 51531, 10730.74, 413.7, 472.6, 0.0
3, eco3, 43338, 10106.78, 456.0, 466.1, 0.0
3, eco1, 93059, 9466.29, 389.5, 544.1, 0.0
4, eco2, 51531, 10733.47, 412.1, 472.5, 0.0
4, eco3, 43338, 10166.56, 457.1, 468.7, 0.0
4, eco1, 93059, 9481.19, 388.5, 545.1, 0.0
5, eco2, 51531, 10732.72, 410.9, 472.3, 0.0
5, eco3, 43338, 10223.11, 458.7, 471.2, 0.0
5, eco1, 93059, 9491.48, 387.6, 545.9, 0.0
6, eco2, 51531, 10716.42, 409.9, 472.0, 0.0
6, eco3, 43338, 10264.31, 460.7, 473.9, 0.0
6, eco1, 93059, 9484.03, 387.2, 546.6, 0.0
7, eco2, 51531, 10700.96, 408.8, 471.8, 0.0
7, eco3, 43338, 10312.37, 462.0, 476.5, 0.0
7, eco1, 93059, 9484.22, 385.8, 546.9, 0.0
8, eco2, 51531, 10672.61, 407.4, 471.5, 0.0
8, eco3, 43338, 10351.52, 463.3, 479.1, 0.0
8, eco1, 93059, 9477.05, 384.5, 547.0, 0.0
9, eco2, 51531, 10578.59, 408.9, 472.1, 0.0
9, eco3, 43338, 10358.41, 465.2, 481.8, 0.0
9, eco1, 93059, 9447.68, 383.2, 547.0, 0.0
10, eco2, 51531, 10532.96, 406.4, 472.5, 0.0
10, eco3, 43338, 10348.15, 464.6, 485.7, 0.0
10, eco1, 93059, 9370.25, 379.1, 549.0, 0.0
11, eco2, 51531, 10492.58, 404.8, 472.4, 0.0
11, eco3, 43338, 10372.49, 465.8, 487.6, 0.0
11, eco1, 93059, 9355.35, 378.0, 547.5, 0.0
12, eco2, 51531, 10453.40, 403.3, 472.3, 0.0
12, eco3, 43338, 10389.79, 466.9, 489.6, 0.0
12, eco1, 93059, 9337.73, 376.6, 546.2, 0.0
13, eco2, 51531, 10409.61, 401.6, 472.0, 0.0
13, eco3, 43338, 10403.11, 467.1, 491.5, 0.0
13, eco1, 93059, 9314.95, 374.3, 544.8, 0.0
14, eco2, 51531, 10360.23, 399.3, 471.6, 0.0
14, eco3, 43338, 10413.06, 467.6, 493.4, 0.0
14, eco1, 93059, 9291.67, 373.4, 543.7, 0.0
15, eco2, 51531, 10312.61, 397.3, 471.0, 0.0
15, eco3, 43338, 10430.64, 467.6, 495.2, 0.0
15, eco1, 93059, 9270.27, 371.1, 542.4, 0.0
16, eco2, 51531, 10255.58, 395.7, 470.5, 0.0
16, eco3, 43338, 10434.77, 468.0, 497.0, 0.0
16, eco1, 93059, 9242.59, 368.8, 541.0, 0.0
17, eco2, 51531, 10201.15, 394.0, 470.0, 0.0
17, eco3, 43338, 10441.55, 468.3, 498.8, 0.0
17, eco1, 93059, 9212.70, 366.5, 539.5, 0.0
18, eco2, 51531, 10145.87, 392.6, 469.6, 0.0
18, eco3, 43338, 10444.13, 468.9, 500.6, 0.0
18, eco1, 93059, 9181.80, 365.3, 538.2, 0.0
19, eco2, 51531, 10075.70, 391.2, 469.2, 0.0
19, eco3, 43338, 10441.33, 469.4, 502.5, 0.0
19, eco1, 93059, 9145.32, 364.3, 537.1, 0.0
20, eco2, 51531, 9731.96, 361.6, 469.2, 0.0
20, eco3, 43338, 10316.57, 463.3, 505.0, 0.0
20, eco1, 93059, 8986.23, 336.7, 530.2, 0.0
21, eco2, 51531, 9606.74, 362.1, 461.1, 0.0
21, eco3, 43338, 10288.10, 462.6, 504.6, 0.0
21, eco1, 93059, 8889.15, 335.6, 522.7, 0.0
22, eco2, 51531, 9494.04, 360.8, 454.7, 0.0
22, eco3, 43338, 10265.05, 462.9, 504.7, 0.0
22, eco1, 93059, 8799.81, 335.2, 516.9, 0.0
23, eco2, 51531, 9383.84, 359.0, 449.7, 0.0
23, eco3, 43338, 10239.42, 463.1, 505.1, 0.0
23, eco1, 93059, 8713.00, 334.5, 512.3, 0.0
24, eco2, 51531, 9276.45, 357.1, 445.5, 0.0
24, eco3, 43338, 10213.09, 462.9, 505.8, 0.0
24, eco1, 93059, 8627.55, 333.3, 508.5, 0.0
25, eco2, 51531, 9164.72, 354.7, 441.9, 0.0
25, eco3, 43338, 10183.20, 462.4, 506.4, 0.0
25, eco1, 93059, 8544.06, 331.6, 505.2, 0.0
26, eco2, 51531, 9088.23, 352.3, 438.8, 0.0
26, eco3, 43338, 10158.52, 461.8, 507.1, 0.0
26, eco1, 93059, 8467.44, 329.6, 502.3, 0.0
27, eco2, 51531, 9016.08, 349.6, 435.8, 0.0
27, eco3, 43338, 10138.77, 460.8, 507.6, 0.0
27, eco1, 93059, 8405.24, 327.0, 499.4, 0.0
28, eco2, 51531, 8949.95, 347.0, 433.1, 0.0
28, eco3, 43338, 10132.41, 459.0, 507.8, 0.0
28, eco1, 93059, 8331.94, 324.0, 496.5, 0.0
29, eco2, 51531, 8885.84, 344.6, 430.6, 0.0
29, eco3, 43338, 10110.15, 456.3, 507.5, 0.0
29, eco1, 93059, 8261.95, 321.3, 493.6, 0.0
30, eco2, 51531, 8769.76, 340.5, 429.3, 0.0
30, eco3, 43338, 9973.37, 449.1, 508.4, 0.0
30, eco1, 93059, 8092.01, 314.8, 493.0, 0.0
31, eco2, 51531, 8724.75, 337.5, 426.2, 0.0
31, eco3, 43338, 9956.82, 447.2, 506.0, 0.0
31, eco1, 93059, 8032.80, 311.8, 488.5, 0.0
32, eco2, 51531, 8672.90, 334.3, 423.2, 0.0
32, eco3, 43338, 9940.12, 444.9, 503.9, 0.0
32, eco1, 93059, 7979.95, 308.7, 484.3, 0.0
33, eco2, 51531, 8624.57, 331.2, 420.2, 0.0
33, eco3, 43338, 9951.99, 441.8, 501.8, 0.0
33, eco1, 93059, 7924.37, 305.3, 480.1, 0.0
34, eco2, 51531, 8567.41, 327.6, 417.3, 0.0
34, eco3, 43338, 9926.45, 437.0, 499.2, 0.0
34, eco1, 93059, 7868.15, 301.7, 476.0, 0.0
35, eco2, 51531, 8508.88, 324.1, 414.3, 0.0
35, eco3, 43338, 9899.76, 433.6, 496.6, 0.0
35, eco1, 93059, 7813.03, 297.8, 471.9, 0.0
36, eco2, 51531, 8453.31, 320.3, 411.3, 0.0
36, eco3, 43338, 9870.16, 429.9, 494.0, 0.0
36, eco1, 93059, 7758.27, 293.6, 467.6, 0.0
37, eco2, 51531, 8400.54, 316.3, 408.1, 0.0
37, eco3, 43338, 9838.71, 426.1, 491.4, 0.0
37, eco1, 93059, 7704.65, 289.3, 463.2, 0.0
38, eco2, 51531, 8347.55, 312.1, 404.9, 0.0
38, eco3, 43338, 9806.87, 421.9, 488.7, 0.0
38, eco1, 93059, 7651.45, 284.8, 458.7, 0.0
39, eco2, 51531, 8298.59, 307.8, 401.6, 0.0
39, eco3, 43338, 9776.11, 417.4, 485.8, 0.0
39, eco1, 93059, 7601.31, 279.9, 454.0, 0.0
40, eco2, 51531, 8130.29, 299.2, 401.9, 0.0
40, eco3, 43338, 9674.72, 404.9, 482.8, 0.0
40, eco1, 93059, 7485.42, 271.9, 450.8, 0.0
41, eco2, 51531, 8118.77, 295.4, 396.4, 0.0
41, eco3, 43338, 9657.89, 399.4, 477.1, 0.0
41, eco1, 93059, 7448.78, 267.4, 444.7, 0.0
42, eco2, 51531, 8103.83, 289.5, 390.9, 0.0
42, eco3, 43338, 9642.06, 393.0, 471.4, 0.0
42, eco1, 93059, 7411.41, 261.6, 438.5, 0.0
43, eco2, 51531, 8090.31, 283.9, 385.5, 0.0
43, eco3, 43338, 9625.66, 386.3, 465.6, 0.0
43, eco1, 93059, 7374.76, 255.9, 432.1, 0.0
44, eco2, 51531, 8071.53, 278.7, 380.1, 0.0
44, eco3, 43338, 9601.67, 379.4, 459.8, 0.0
44, eco1, 93059, 7335.22, 250.5, 425.7, 0.0
45, eco2, 51531, 8051.96, 273.3, 374.8, 0.0
45, eco3, 43338, 9574.45, 372.1, 453.8, 0.0
45, eco1, 93059, 7291.96, 245.0, 419.4, 0.0
46, eco2, 51531, 8030.86, 268.3, 369.6, 0.0
46, eco3, 43338, 9542.66, 364.8, 447.7, 0.0
46, eco1, 93059, 7247.69, 240.1, 413.2, 0.0
47, eco2, 51531, 8005.40, 264.2, 364.8, 0.0
47, eco3, 43338, 9506.50, 357.7, 441.5, 0.0
47, eco1, 93059, 7201.01, 236.5, 407.4, 0.0
48, eco2, 51531, 7981.63, 260.3, 360.1, 0.0
48, eco3, 43338, 9468.23, 351.2, 435.4, 0.0
48, eco1, 93059, 7153.05, 233.9, 402.2, 0.0
49, eco2, 51531, 7955.73, 256.9, 355.7, 0.0
49, eco3, 43338, 9428.22, 345.4, 429.4, 0.0
49, eco1, 93059, 7105.29, 231.7, 397.6, 0.0
50, eco2, 51531, 7724.40, 250.0, 355.9, 0.0
50, eco3, 43338, 9182.85, 333.8, 427.2, 0.0
50, eco1, 93059, 6920.82, 226.9, 396.8, 0.0
51, eco2, 51531, 7705.24, 247.8, 349.9, 0.0
51, eco3, 43338, 9145.87, 329.1, 418.8, 0.0
51, eco1, 93059, 6877.94, 225.4, 391.7, 0.0
52, eco2, 51531, 7682.95, 244.8, 344.5, 0.0
