Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 309, 1330, 428, 389, 4066, 5, 
10, 374, 1146, 244, 243, 72, 3, 
10, 398, 1211, 132, 130, 46, 3, 
10, 402, 1178, 4, 0, 0, 0, 
10, 414, 1285, 100, 89, 21, 3, 
10, 517, 1034, 275, 271, 78, 3, 
10, 522, 1229, 1077, 855, 9, 2, 
10, 532, 956, 329, 329, 3242, 5, 
10, 561, 827, 6, 6, 3, 3, 
10, 614, 1106, 123, 0, 0, 0, 
10, 633, 1089, 1052, 0, 0, 0, 
10, 685, 660, 245, 227, 114, 3, 
10, 719, 839, 28, 20, 6, 3, 
10, 761, 431, 249, 244, 107, 3, 
10, 770, 645, 130, 69, 1, 1, 
10, 796, 649, 881, 0, 0, 0, 
10, 797, 605, 491, 458, 25, 2, 
10, 821, 496, 4, 0, 0, 0, 
10, 837, 301, 25, 24, 12, 3, 
10, 850, 418, 339, 329, 12, 2, 
10, 857, 419, 401, 0, 0, 0, 
10, 881, 373, 632, 588, 182, 3, 
10, 888, 382, 765, 1, 3, 4, 
10, 900, 483, 139, 0, 0, 0, 
20, 354, 1380, 311, 310, 262, 3, 
20, 391, 1295, 334, 324, 23, 2, 
20, 445, 1167, 761, 752, 58, 2, 
20, 510, 1128, 18, 18, 9, 3, 
20, 524, 1092, 599, 0, 0, 0, 
20, 529, 1001, 1562, 0, 0, 0, 
20, 601, 816, 44, 44, 3, 2, 
20, 644, 860, 1762, 1760, 1785, 3, 
20, 672, 695, 554, 0, 0, 0, 
20, 678, 735, 265, 265, 290, 3, 
20, 718, 551, 138, 138, 143, 3, 
20, 726, 718, 145, 142, 21, 2, 
20, 762, 566, 357, 354, 65, 2, 
20, 765, 627, 1045, 1045, 14094, 5, 
20, 793, 531, 121, 121, 132, 3, 
20, 803, 358, 344, 344, 416, 3, 
20, 848, 455, 429, 421, 53, 1.9, 
20, 871, 390, 54, 54, 29, 3, 
20, 896, 727, 340, 340, 377, 3, 
20, 911, 475, 1443, 1432, 64, 2, 
20, 916, 484, 38, 0, 0, 0, 
20, 972, 529, 89, 89, 403, 4, 
20, 991, 500, 11, 11, 113, 5, 
20, 1011, 403, 125, 111, 14, 2, 
30, 297, 1424, 674, 674, 1099, 3, 
30, 421, 1275, 224, 0, 0, 0, 
30, 560, 1110, 497, 497, 759, 3, 
30, 575, 999, 398, 0, 0, 0, 
30, 606, 876, 733, 724, 110, 2, 
30, 613, 754, 177, 168, 17, 2, 
30, 622, 894, 341, 311, 71, 2, 
30, 623, 734, 160, 0, 0, 0, 
30, 623, 771, 11, 1, 1, 3, 
30, 641, 755, 771, 771, 1194, 3, 
30, 687, 573, 321, 0, 0, 0, 
30, 709, 526, 9, 0, 0, 0, 
30, 716, 619, 1417, 1417, 2378, 3, 
30, 751, 574, 52, 22, 1, 1, 
30, 757, 779, 186, 186, 263, 3, 
30, 759, 677, 443, 436, 153, 2, 
30, 773, 713, 222, 26, 1, 1, 
30, 775, 678, 855, 855, 309, 2, 
30, 794, 437, 4, 4, 48, 5, 
30, 821, 476, 59, 56, 26, 2, 
30, 831, 476, 54, 53, 12, 2, 
30, 831, 571, 81, 79, 55, 2, 
30, 832, 368, 729, 0, 0, 0, 
30, 832, 431, 1802, 1801, 595, 2, 
30, 837, 457, 287, 286, 449, 3, 
