system:index,aet,date,pet,.geo
201111,151.0,2011-11-01,276.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201112,0.0,2011-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201201,0.0,2012-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201202,0.0,2012-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201203,371.0,2012-03-01,552.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201204,949.0,2012-04-01,961.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201205,565.0,2012-05-01,1411.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201206,289.0,2012-06-01,1767.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201207,694.0,2012-07-01,1513.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201208,747.0,2012-08-01,1335.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201209,298.0,2012-09-01,1093.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201210,135.0,2012-10-01,923.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201211,78.0,2012-11-01,456.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201212,0.0,2012-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201301,0.0,2013-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201302,0.0,2013-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201303,16.0,2013-03-01,105.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201304,552.0,2013-04-01,726.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201305,445.0,2013-05-01,1372.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201306,124.0,2013-06-01,1649.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201307,1417.0,2013-07-01,1417.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201308,754.0,2013-08-01,1224.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201309,998.0,2013-09-01,998.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201310,273.0,2013-10-01,785.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201311,38.0,2013-11-01,127.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201312,0.0,2013-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201401,0.0,2014-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201402,0.0,2014-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201403,24.0,2014-03-01,133.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201404,808.0,2014-04-01,870.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201405,826.0,2014-05-01,1317.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201406,207.0,2014-06-01,1662.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201407,1422.0,2014-07-01,1422.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201408,1065.0,2014-08-01,1195.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201409,773.0,2014-09-01,992.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201410,376.0,2014-10-01,807.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201411,49.0,2014-11-01,163.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201412,0.0,2014-12-01,10.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201501,0.0,2015-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201502,0.0,2015-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201503,311.0,2015-03-01,465.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201504,816.0,2015-04-01,862.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201505,1081.0,2015-05-01,1139.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201506,800.0,2015-06-01,1511.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201507,1358.0,2015-07-01,1358.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201508,1076.0,2015-08-01,1327.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201509,639.0,2015-09-01,1125.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201510,716.0,2015-10-01,716.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201511,104.0,2015-11-01,227.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201512,0.0,2015-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201601,0.0,2016-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201602,1.0,2016-02-01,18.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201603,385.0,2016-03-01,594.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201604,849.0,2016-04-01,900.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201605,690.0,2016-05-01,1349.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201606,519.0,2016-06-01,1611.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201607,730.0,2016-07-01,1773.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201608,1063.0,2016-08-01,1140.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201609,517.0,2016-09-01,1118.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201610,152.0,2016-10-01,1012.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201611,462.0,2016-11-01,533.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201612,0.0,2016-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201701,0.0,2017-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201702,3.0,2017-02-01,36.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201703,851.0,2017-03-01,896.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201704,790.0,2017-04-01,1055.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201705,347.0,2017-05-01,1411.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201706,417.0,2017-06-01,1809.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201707,1068.0,2017-07-01,1461.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201708,805.0,2017-08-01,1242.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201709,767.0,2017-09-01,1167.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201710,420.0,2017-10-01,863.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201711,76.0,2017-11-01,670.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201712,4.0,2017-12-01,49.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201801,0.0,2018-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201802,0.0,2018-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201803,266.0,2018-03-01,266.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201804,618.0,2018-04-01,1037.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201805,117.0,2018-05-01,1599.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201806,533.0,2018-06-01,1763.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201807,1197.0,2018-07-01,1477.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201808,756.0,2018-08-01,1375.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201809,330.0,2018-09-01,1176.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201810,662.0,2018-10-01,662.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201811,69.0,2018-11-01,71.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201812,0.0,2018-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201901,0.0,2019-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201902,0.0,2019-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201903,395.0,2019-03-01,395.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201904,958.0,2019-04-01,958.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201905,878.0,2019-05-01,1161.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201906,498.0,2019-06-01,1519.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201907,894.0,2019-07-01,1634.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201908,529.0,2019-08-01,1556.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201909,302.0,2019-09-01,1297.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201910,313.0,2019-10-01,1032.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201911,338.0,2019-11-01,338.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
201912,0.0,2019-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202001,0.0,2020-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202002,0.0,2020-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202003,351.0,2020-03-01,351.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202004,1047.0,2020-04-01,1047.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202005,507.0,2020-05-01,1574.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202006,266.0,2020-06-01,1736.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202007,873.0,2020-07-01,1633.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202008,254.0,2020-08-01,1569.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202009,485.0,2020-09-01,1210.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202010,282.0,2020-10-01,985.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202011,321.0,2020-11-01,589.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202012,0.0,2020-12-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101,0.0,2021-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202102,0.0,2021-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202103,78.0,2021-03-01,78.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202104,1098.0,2021-04-01,1098.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202105,406.0,2021-05-01,1464.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202106,444.0,2021-06-01,1633.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202107,1216.0,2021-07-01,1389.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202108,404.0,2021-08-01,1408.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202109,395.0,2021-09-01,1246.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202110,216.0,2021-10-01,961.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202111,78.0,2021-11-01,661.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202112,82.0,2021-12-01,82.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202201,0.0,2022-01-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202202,0.0,2022-02-01,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202203,76.0,2022-03-01,76.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202204,1214.0,2022-04-01,1214.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202205,332.0,2022-05-01,1819.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202206,1393.0,2022-06-01,1474.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202207,1305.0,2022-07-01,1434.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202208,884.0,2022-08-01,1210.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202209,381.0,2022-09-01,1143.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202210,609.0,2022-10-01,734.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202211,72.0,2022-11-01,72.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
202212,17.0,2022-12-01,17.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
