system:index,cwd,date,.geo
201702,0.0,2017-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201703,0.0,2017-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201704,237.0,2017-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201705,1064.0,2017-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201706,1392.0,2017-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201707,393.0,2017-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201708,437.0,2017-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201709,399.0,2017-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201710,443.0,2017-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201711,584.0,2017-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201712,0.0,2017-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201801,0.0,2018-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201802,0.0,2018-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201803,0.0,2018-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201804,419.0,2018-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201805,1482.0,2018-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201806,1230.0,2018-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201807,280.0,2018-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201808,619.0,2018-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201809,846.0,2018-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201810,0.0,2018-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201811,2.0,2018-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201812,0.0,2018-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201901,0.0,2019-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201902,0.0,2019-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201903,0.0,2019-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201904,0.0,2019-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201905,283.0,2019-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201906,1021.0,2019-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201907,740.0,2019-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201908,1027.0,2019-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201909,995.0,2019-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201910,719.0,2019-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201911,0.0,2019-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201912,0.0,2019-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202001,0.0,2020-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202002,0.0,2020-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202003,0.0,2020-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202004,0.0,2020-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202005,1067.0,2020-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202006,1470.0,2020-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202007,760.0,2020-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202008,1315.0,2020-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202009,725.0,2020-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202010,703.0,2020-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202011,268.0,2020-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202012,0.0,2020-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202101,0.0,2021-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202102,0.0,2021-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202103,0.0,2021-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202104,0.0,2021-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202105,1058.0,2021-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202106,1189.0,2021-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202107,172.0,2021-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202108,1003.0,2021-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202109,851.0,2021-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202110,745.0,2021-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202111,583.0,2021-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202112,0.0,2021-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202201,0.0,2022-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202202,0.0,2022-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202203,0.0,2022-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202204,0.0,2022-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202205,1487.0,2022-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202206,81.0,2022-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202207,130.0,2022-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202208,326.0,2022-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202209,762.0,2022-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202210,125.0,2022-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202211,0.0,2022-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
202212,0.0,2022-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
