system:index,cwd,date,.geo
198810,558.0,1988-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198811,0.0,1988-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198812,0.0,1988-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198901,0.0,1989-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198902,0.0,1989-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198903,0.0,1989-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198904,200.0,1989-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198905,1259.0,1989-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198906,1400.0,1989-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198907,414.0,1989-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198908,496.0,1989-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198909,686.0,1989-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198910,336.0,1989-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198911,114.0,1989-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
198912,0.0,1989-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199001,0.0,1990-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199002,0.0,1990-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199003,0.0,1990-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199004,0.0,1990-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199005,594.0,1990-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199006,1484.0,1990-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199007,53.0,1990-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199008,113.0,1990-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199009,0.0,1990-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199010,632.0,1990-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199011,0.0,1990-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199012,0.0,1990-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199101,0.0,1991-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199102,0.0,1991-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199103,0.0,1991-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199104,0.0,1991-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199105,316.0,1991-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199106,1029.0,1991-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199107,0.0,1991-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199108,229.0,1991-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199109,262.0,1991-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199110,765.0,1991-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199111,0.0,1991-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199112,0.0,1991-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199201,0.0,1992-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199202,0.0,1992-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199203,0.0,1992-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199204,0.0,1992-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199205,133.0,1992-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199206,1088.0,1992-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199207,499.0,1992-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199208,124.0,1992-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199209,943.0,1992-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199210,680.0,1992-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199211,0.0,1992-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199212,0.0,1992-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199301,0.0,1993-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199302,0.0,1993-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199303,0.0,1993-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199304,0.0,1993-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199305,389.0,1993-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199306,1389.0,1993-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199307,1289.0,1993-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199308,0.0,1993-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199309,451.0,1993-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199310,402.0,1993-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199311,0.0,1993-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199312,0.0,1993-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199401,0.0,1994-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199402,0.0,1994-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199403,0.0,1994-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199404,0.0,1994-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199405,188.0,1994-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199406,1436.0,1994-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199407,897.0,1994-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199408,38.0,1994-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199409,450.0,1994-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199410,0.0,1994-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199411,0.0,1994-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199412,0.0,1994-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199501,0.0,1995-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199502,0.0,1995-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199503,0.0,1995-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199504,0.0,1995-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199505,142.0,1995-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199506,1027.0,1995-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199507,1029.0,1995-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199508,631.0,1995-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199509,347.0,1995-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199510,988.0,1995-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199511,338.0,1995-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199512,0.0,1995-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199601,0.0,1996-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199602,0.0,1996-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199603,0.0,1996-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199604,207.0,1996-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199605,1619.0,1996-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199606,684.0,1996-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199607,693.0,1996-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199608,440.0,1996-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199609,548.0,1996-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199610,89.0,1996-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199611,0.0,1996-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199612,0.0,1996-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199701,0.0,1997-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199702,0.0,1997-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199703,0.0,1997-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199704,0.0,1997-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199705,0.0,1997-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199706,446.0,1997-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199707,155.0,1997-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199708,33.0,1997-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199709,0.0,1997-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199710,432.0,1997-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199711,0.0,1997-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199712,0.0,1997-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199801,0.0,1998-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199802,0.0,1998-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199803,0.0,1998-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199804,0.0,1998-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199805,0.0,1998-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199806,1061.0,1998-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199807,0.0,1998-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199808,192.0,1998-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199809,696.0,1998-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199810,0.0,1998-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199811,0.0,1998-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199812,0.0,1998-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199901,0.0,1999-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199902,0.0,1999-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199903,0.0,1999-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199904,0.0,1999-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199905,103.0,1999-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199906,725.0,1999-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199907,13.0,1999-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199908,0.0,1999-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199909,236.0,1999-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199910,621.0,1999-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199911,404.0,1999-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
199912,0.0,1999-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200001,0.0,2000-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200002,0.0,2000-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200003,0.0,2000-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200004,0.0,2000-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200005,904.0,2000-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200006,1000.0,2000-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200007,718.0,2000-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200008,609.0,2000-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200009,967.0,2000-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200010,0.0,2000-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200011,0.0,2000-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200012,0.0,2000-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200101,0.0,2001-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200102,0.0,2001-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200103,0.0,2001-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200104,0.0,2001-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200105,564.0,2001-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200106,1399.0,2001-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200107,603.0,2001-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200108,234.0,2001-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200109,1015.0,2001-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200110,766.0,2001-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200111,0.0,2001-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200112,0.0,2001-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200201,0.0,2002-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200202,0.0,2002-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200203,0.0,2002-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200204,134.0,2002-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200205,1386.0,2002-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200206,1340.0,2002-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200207,656.0,2002-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200208,808.0,2002-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200209,6.0,2002-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200210,219.0,2002-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200211,0.0,2002-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200212,0.0,2002-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200301,0.0,2003-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200302,0.0,2003-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200303,0.0,2003-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200304,0.0,2003-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200305,667.0,2003-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200306,1238.0,2003-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200307,1232.0,2003-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200308,526.0,2003-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200309,537.0,2003-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200310,366.0,2003-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200311,0.0,2003-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200312,0.0,2003-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200401,0.0,2004-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200402,0.0,2004-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200403,0.0,2004-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200404,0.0,2004-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200405,917.0,2004-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200406,1126.0,2004-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200407,726.0,2004-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200408,828.0,2004-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200409,444.0,2004-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200410,186.0,2004-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200411,0.0,2004-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200412,0.0,2004-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200501,0.0,2005-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200502,0.0,2005-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200503,0.0,2005-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200504,0.0,2005-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200505,213.0,2005-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200506,1303.0,2005-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200507,1100.0,2005-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200508,434.0,2005-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200509,190.0,2005-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200510,251.0,2005-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200511,358.0,2005-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200512,0.0,2005-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200601,0.0,2006-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200602,0.0,2006-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200603,0.0,2006-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200604,298.0,2006-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200605,1331.0,2006-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200606,1112.0,2006-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200607,0.0,2006-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200608,0.0,2006-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200609,170.0,2006-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200610,21.0,2006-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200611,143.0,2006-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200612,0.0,2006-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200701,0.0,2007-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200702,0.0,2007-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200703,0.0,2007-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200704,0.0,2007-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200705,191.0,2007-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200706,1211.0,2007-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200707,315.0,2007-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200708,313.0,2007-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200709,394.0,2007-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200710,801.0,2007-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200711,222.0,2007-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200712,0.0,2007-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200801,0.0,2008-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200802,0.0,2008-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200803,0.0,2008-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200804,0.0,2008-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200805,338.0,2008-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200806,1374.0,2008-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200807,150.0,2008-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200808,255.0,2008-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200809,762.0,2008-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200810,312.0,2008-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200811,60.0,2008-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200812,0.0,2008-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200901,0.0,2009-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200902,0.0,2009-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200903,0.0,2009-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200904,0.0,2009-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200905,437.0,2009-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200906,755.0,2009-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200907,535.0,2009-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200908,931.0,2009-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200909,150.0,2009-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200910,238.0,2009-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200911,267.0,2009-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
200912,0.0,2009-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201001,0.0,2010-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201002,0.0,2010-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201003,0.0,2010-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201004,0.0,2010-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201005,679.0,2010-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201006,1348.0,2010-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201007,296.0,2010-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201008,581.0,2010-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201009,676.0,2010-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201010,444.0,2010-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201011,14.0,2010-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201012,0.0,2010-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201101,0.0,2011-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201102,0.0,2011-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201103,0.0,2011-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201104,167.0,2011-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201105,1108.0,2011-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201106,1665.0,2011-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201107,911.0,2011-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201108,841.0,2011-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201109,684.0,2011-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201110,205.0,2011-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201111,4.0,2011-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201112,0.0,2011-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201201,0.0,2012-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201202,0.0,2012-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201203,0.0,2012-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201204,0.0,2012-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201205,846.0,2012-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201206,1477.0,2012-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201207,819.0,2012-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201208,587.0,2012-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201209,795.0,2012-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201210,788.0,2012-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201211,332.0,2012-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201212,0.0,2012-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201301,0.0,2013-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201302,0.0,2013-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201303,0.0,2013-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201304,0.0,2013-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201305,927.0,2013-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201306,1525.0,2013-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201307,0.0,2013-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201308,470.0,2013-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201309,0.0,2013-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201310,501.0,2013-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201311,0.0,2013-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201312,0.0,2013-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201401,0.0,2014-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201402,0.0,2014-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201403,0.0,2014-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201404,0.0,2014-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201405,491.0,2014-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201406,1455.0,2014-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201407,0.0,2014-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201408,130.0,2014-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201409,219.0,2014-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201410,430.0,2014-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201411,0.0,2014-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201412,0.0,2014-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201501,0.0,2015-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201502,0.0,2015-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201503,0.0,2015-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201504,0.0,2015-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201505,44.0,2015-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201506,711.0,2015-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201507,0.0,2015-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201508,251.0,2015-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201509,486.0,2015-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201510,0.0,2015-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201511,0.0,2015-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201512,0.0,2015-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201601,0.0,2016-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201602,0.0,2016-02-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201603,0.0,2016-03-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201604,0.0,2016-04-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201605,659.0,2016-05-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201606,1092.0,2016-06-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201607,1043.0,2016-07-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201608,77.0,2016-08-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201609,601.0,2016-09-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201610,860.0,2016-10-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201611,40.0,2016-11-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201612,0.0,2016-12-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
201701,0.0,2017-01-01,"{""type"":""MultiPoint"",""coordinates"":[]}"
