Time, Zone, Population, TotalForage(kg), K, EffectivePop, DamagedSites, BiomassRemoved(g/m2), BiomassMortality(g/m2), CohortsKilled, BiomassRemoved_BF, BiomassRemoved_SM, BiomassRemoved_YB, BiomassRemoved_PB, BiomassRemoved_WS, BiomassRemoved_JP, BiomassRemoved_QA, BiomassRemoved_NWC, BiomassRemoved_S, BiomassRemoved_BA, BiomassRemoved_BS, BiomassRemoved_EWP, BiomassRemoved_RO, BiomassRemoved_RM, CohortsKilled_BF, CohortsKilled_SM, CohortsKilled_YB, CohortsKilled_PB, CohortsKilled_WS, CohortsKilled_JP, CohortsKilled_QA, CohortsKilled_NWC, CohortsKilled_S, CohortsKilled_BA, CohortsKilled_BS, CohortsKilled_EWP, CohortsKilled_RO, CohortsKilled_RM
1,-1,496,8066265,3466.3794585303,496,185727,480123,77712,276,91168,1114,15379,145279,0,0,204433,0,95992,0,0,0,0,4470,10,0,0,0,0,0,8,0,211,0,0,0,0,47
1,1,496,8066265,3466.3794585303,496,185727,480123,635547,276,91168,1114,15379,145279,0,0,204433,0,95992,0,0,0,0,4470,10,0,0,0,0,0,8,0,211,0,0,0,0,47
2,-1,580,7989587.5,3433.4282337774,580,187481,573038,78255,245,100511,3810,18171,176043,0,0,250779,0,101973,0,0,0,0,6,5,0,0,1,0,0,9,0,230,0,0,0,0,0
2,1,580,7989587.5,3433.4282337774,580,187481,573038,729548,245,100511,3810,18171,176043,0,0,250779,0,101973,0,0,0,0,6,5,0,0,1,0,0,9,0,230,0,0,0,0,0
3,-1,647,7903505,3396.43532445208,647,187664,615803,76022,260,103015,3372,24426,188459,0,0,270650,26,101581,0,0,0,0,296,14,0,0,1,0,0,3,0,242,0,0,0,0,0
3,1,647,7903505,3396.43532445208,647,187664,615803,767847,260,103015,3372,24426,188459,0,0,270650,26,101581,0,0,0,0,296,14,0,0,1,0,0,3,0,242,0,0,0,0,0
4,-1,723,8655535,3719.61108723679,723,187741,681165,72270,243,105155,2123,31533,223348,0,0,296835,2610,91824,0,0,1,0,6,11,0,0,3,0,0,13,6,210,0,0,0,0,0
4,1,723,8655535,3719.61108723679,723,187741,681165,825705,243,105155,2123,31533,223348,0,0,296835,2610,91824,0,0,1,0,6,11,0,0,3,0,0,13,6,210,0,0,0,0,0
5,-1,831,7896335,3393.35410399656,831,187800,767653,91412,340,120561,2847,39871,240163,0,0,345028,5082,105481,0,0,0,0,32,31,1,0,32,0,0,7,11,258,0,0,0,0,0
5,1,831,7896335,3393.35410399656,831,187800,767653,950477,340,120561,2847,39871,240163,0,0,345028,5082,105481,0,0,0,0,32,31,1,0,32,0,0,7,11,258,0,0,0,0,0
6,-1,870,8329122.5,3579.3392780404,870,187801,807410,102214,401,113872,984,40287,300962,0,0,332484,20269,100761,0,0,1,0,4,23,0,0,54,0,0,15,49,260,0,0,0,0,0
6,1,870,8329122.5,3579.3392780404,870,187801,807410,1011838,401,113872,984,40287,300962,0,0,332484,20269,100761,0,0,1,0,4,23,0,0,54,0,0,15,49,260,0,0,0,0,0
7,-1,938,7849277.5,3373.13171465406,938,187825,870123,143105,618,159307,1280,40552,305132,0,0,355295,28186,123441,0,0,11,0,24,53,2,0,95,0,0,35,71,362,0,0,0,0,0
7,1,938,7849277.5,3373.13171465406,938,187825,870123,1156333,618,159307,1280,40552,305132,0,0,355295,28186,123441,0,0,11,0,24,53,2,0,95,0,0,35,71,362,0,0,0,0,0
8,-1,1009,7877635,3385.31800601633,1009,187832,927969,163530,770,190609,1778,40488,352313,0,0,356562,24411,125291,0,0,9,0,38,58,4,0,132,0,0,128,66,381,0,0,0,0,1
8,1,1009,7877635,3385.31800601633,1009,187832,927969,1255029,770,190609,1778,40488,352313,0,0,356562,24411,125291,0,0,9,0,38,58,4,0,132,0,0,128,66,381,0,0,0,0,1
9,-1,1098,7336610,3152.81908036098,1098,187858,1015786,238848,1206,228572,15259,39088,401029,0,0,399428,28390,142833,0,0,2,0,33,123,54,0,197,0,0,273,77,482,0,0,0,0,0
9,1,1098,7336610,3152.81908036098,1098,187858,1015786,1493482,1206,228572,15259,39088,401029,0,0,399428,28390,142833,0,0,2,0,33,123,54,0,197,0,0,273,77,482,0,0,0,0,0
10,-1,1185,7140935,3068.73012462398,1185,187773,1096119,312426,1767,272880,30796,48064,461268,0,0,397193,33287,165034,0,0,0,0,23,192,142,0,269,0,0,455,92,617,0,0,0,0,0
10,1,1185,7140935,3068.73012462398,1185,187773,1096119,1720971,1767,272880,30796,48064,461268,0,0,397193,33287,165034,0,0,0,0,23,192,142,0,269,0,0,455,92,617,0,0,0,0,0
11,-1,1249,6907205,2968.28749462828,1249,187439,1158481,363872,2190,317418,45162,54444,518561,0,0,383433,32185,171138,0,0,2,0,10,269,196,1,344,0,0,616,88,675,0,0,0,0,1
11,1,1249,6907205,2968.28749462828,1249,187439,1158481,1886225,2190,317418,45162,54444,518561,0,0,383433,32185,171138,0,0,2,0,10,269,196,1,344,0,0,616,88,675,0,0,0,0,1
12,-1,1281,6734755,2894.17920068758,1281,187390,1199766,400382,2608,339300,53542,62086,581683,0,0,374772,27235,161521,0,0,3,0,6,348,240,6,443,0,0,814,80,677,0,0,0,0,0
12,1,1281,6734755,2894.17920068758,1281,187390,1199766,2000530,2608,339300,53542,62086,581683,0,0,374772,27235,161521,0,0,3,0,6,348,240,6,443,0,0,814,80,677,0,0,0,0,0
13,-1,1331,6487722.5,2788.01998281049,1331,187255,1246969,416157,2907,371232,52075,70676,633027,0,0,354385,21449,160281,0,0,0,0,1,427,237,9,579,0,0,888,66,701,0,0,0,0,0
