Time,InitRow,InitColumn,TotalSites,DamagedSites,CohortsKilled,MeanSeverity,
10, 335, 1183, 106, 0, 0, 0, 
10, 396, 1138, 1553, 1553, 378, 3, 
10, 417, 1221, 24, 0, 0, 0, 
10, 442, 1056, 822, 817, 207, 3, 
10, 463, 1149, 31, 27, 3, 3, 
10, 466, 1064, 182, 179, 44, 3, 
10, 537, 923, 61, 20, 1, 2, 
10, 539, 1077, 10, 0, 0, 0, 
10, 549, 1076, 18, 0, 0, 0, 
10, 586, 908, 618, 0, 0, 0, 
10, 605, 807, 222, 221, 63, 3, 
10, 641, 759, 1650, 356, 7, 1, 
10, 679, 976, 41, 0, 0, 0, 
10, 687, 907, 46, 46, 10, 3, 
10, 696, 734, 820, 816, 272, 3, 
10, 701, 548, 333, 221, 10, 1.9, 
10, 717, 678, 4, 3, 1, 3, 
10, 750, 467, 28, 23, 14, 3, 
10, 757, 600, 20, 20, 249, 5, 
10, 769, 649, 94, 0, 0, 0, 
10, 792, 709, 460, 434, 13, 2, 
10, 794, 583, 197, 195, 78, 3, 
10, 826, 551, 424, 419, 33, 2, 
10, 832, 487, 32, 0, 0, 0, 
10, 838, 389, 414, 414, 71, 2, 
10, 871, 473, 10, 6, 5, 3, 
10, 902, 646, 1091, 987, 5, 2, 
10, 933, 350, 425, 230, 10, 2, 
10, 942, 517, 81, 0, 0, 0, 
10, 945, 366, 1198, 1192, 94, 2, 
20, 280, 1423, 219, 42, 57, 3, 
20, 432, 1065, 177, 1, 3, 3, 
20, 445, 1062, 244, 0, 0, 0, 
20, 477, 1030, 1025, 1013, 82, 2, 
20, 484, 1138, 446, 446, 46, 2, 
20, 540, 1115, 146, 146, 103, 3, 
20, 571, 1110, 367, 367, 245, 3, 
20, 612, 740, 385, 373, 33, 2, 
20, 634, 1012, 47, 5, 52, 5, 
20, 686, 769, 1287, 1287, 1367, 3, 
20, 696, 994, 52, 5, 4, 3, 
20, 726, 690, 48, 6, 8, 3, 
