Time,ClimateRegionName,ClimateRegionIndex,NumSites,NEEC,SOMTC,AGB,AG_NPPC,BG_NPPC,Litterfall,AgeMortality,MineralN,TotalN,GrossMineralization,C_LiveLeaf,C_LiveFRoot,C_LiveWood,C_LiveCRoot,C_DeadWood,C_DeadCRoot,C_DeadLeaf_Struc,C_DeadLeaf_Meta,C_DeadFRoot_Struc,C_DeadFRoot_Meta,C_SOM1surf,C_SOM1soil,C_SOM2,C_SOM3,N_Leaf,N_FRoot,N_Wood,N_CRoot,N_DeadWood,N_DeadCRoot,N_DeadLeaf_Struc,N_DeadLeaf_Meta,N_DeadFRoot_Struc,N_DeadFRoot_Meta,N_SOM1surf,N_SOM1soil,N_SOM2,N_SOM3,SurfStrucNetMin,SurfMetaNetMin,SoilStrucNetMin,SoilMetaNetMin,SOM1surfNetMin,SOM1soilNetMin,SOM2NetMin,SOM3NetMin,TotalNdep,LeachedC,LeachedN,FireCEfflux,FireNEfflux,Nuptake,Nresorbed,TotalSoilN,Nvol,FrassC,
0, eco1, 1, 140433, 0, 23572.6, 11451.9, 0, 0, 0, 0, 2, 1109, 0, 0, 0, 5382.4, 1127.7, 125.8, 394.3, 21.4, 3.8, 0, 0, 314.5, 628.9, 13285.9, 9343.4, 0, 0, 14.3, 19.3, 0.6, 2, 0.1, 0.4, 0, 0, 3.5, 46.7, 526.3, 493.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1072.9, 0, 0, 
1, eco1, 1, 140433, 29, 23506.6, 11545.2, 154.1, 44.1, 35.6, 71, 0.26, 1105.3, 9.5, 46.2, 13.4, 5382.4, 1128.2, 74, 403.3, 12.9, 16.7, 5.2, 8.3, 341.5, 597, 13224.8, 9343.2, 1.3, 0.4, 14.2, 19.3, 0.3, 2.2, 0.1, 0.7, 0, 0.5, 3.6, 45.8, 522.8, 493.9, 0.1, 0, 0, 0, 0.5, 5.4, -1, 0, 0.7, 0.59, 0.05, 0, 0, 2.6, 0.7, 1067.6, 5.04, 0, 
2, eco1, 1, 140433, 60.7, 23422, 11525.5, 107.9, 32.4, 51.1, 65.4, 0.2, 1101.8, 9.5, 53.5, 14.3, 5366.1, 1125.1, 73, 399.2, 22.3, 31.9, 11.4, 17.4, 335.2, 580.2, 13163.6, 9342.9, 1.4, 0.4, 14.2, 19.2, 0.2, 2.3, 0.1, 1.1, 0.1, 1, 3.6, 45.2, 518.8, 493.9, 0, -0.1, 0, 0.1, 0.4, 5.6, -0.7, 0, 0.7, 0.34, 0.03, 0, 0, 1.2, 1, 1064, 5.04, 0, 
3, eco1, 1, 140433, 20.1, 23366.8, 11528.1, 131.2, 39.1, 58.6, 70.5, 0.23, 1099.6, 8.2, 65, 16.9, 5355.7, 1123.3, 78.8, 389.7, 29.9, 44.6, 18, 26.6, 330.1, 572.8, 13121.2, 9342.7, 1.7, 0.5, 14.2, 19.1, 0.2, 2.4, 0.2, 1.5, 0.1, 1.5, 3.8, 44.8, 515.4, 493.9, 0.1, -0.1, 0, 0.2, 0.5, 4.6, -0.6, 0, 0.7, 0.4, 0.04, 0, 0, 1.1, 1.1, 1061.5, 4.15, 0, 
4, eco1, 1, 140433, 20.9, 23315.6, 11529.1, 146.5, 43.7, 69.7, 75.3, 0.22, 1097.1, 9.2, 72.6, 17.9, 5348.7, 1122.2, 88, 370.8, 39.2, 57.9, 24.9, 35.6, 330.6, 568.1, 13074.4, 9342.4, 1.8, 0.5, 14.1, 19.1, 0.2, 2.5, 0.2, 1.9, 0.1, 2, 4.2, 44.4, 511.9, 493.9, 0.1, -0.1, 0, 0.2, 0.5, 5.1, -0.7, 0, 0.7, 0.58, 0.05, 0, 0, 1, 1.3, 1058.9, 4.66, 0, 
5, eco1, 1, 140433, 28.1, 23278.4, 11510.4, 145.3, 45.5, 74.6, 78.3, 0.25, 1094.8, 9.1, 74.9, 18.9, 5337.9, 1120.2, 96.6, 346.3, 46.4, 69.6, 31.7, 43.7, 336.8, 566.9, 13032.5, 9342.2, 1.9, 0.5, 14.1, 19.1, 0.3, 2.5, 0.3, 2.3, 0.2, 2.4, 4.6, 44.1, 508.4, 493.9, 0.1, -0.2, 0, 0.3, 0.5, 4.9, -0.6, 0, 0.7, 0.3, 0.03, 0, 0, 0.9, 1.4, 1056.5, 4.76, 0, 
6, eco1, 1, 140433, -14.2, 23259.2, 11517.6, 185.5, 58.1, 92.6, 88.9, 0.25, 1093.3, 9.2, 79.6, 19.7, 5336.2, 1120.1, 106.4, 320.2, 56.1, 84.8, 40.7, 54.9, 350.5, 567.4, 12999.3, 9341.9, 2, 0.6, 14.1, 19, 0.3, 2.4, 0.3, 2.8, 0.2, 3.1, 5.3, 43.8, 505.2, 493.9, 0.1, -0.2, 0, 0.4, 0.6, 4.7, -0.6, 0, 0.7, 0.34, 0.03, 0, 0, 0.9, 1.9, 1054.8, 4.65, 0, 
7, eco1, 1, 140433, -25, 23250.8, 11550.2, 213, 66.3, 102.9, 94.8, 0.24, 1092, 9.9, 88.5, 21.6, 5342.8, 1121.8, 111, 290.1, 63.1, 97.9, 49.9, 65.5, 369.6, 569, 12970.4, 9341.7, 2.2, 0.6, 14.1, 19.1, 0.3, 2.4, 0.3, 3.2, 0.2, 3.7, 6, 43.8, 501.9, 493.9, 0.1, -0.2, 0, 0.5, 0.7, 4.9, -0.8, 0, 0.7, 0.42, 0.04, 0, 0, 1, 2.1, 1053.4, 4.78, 0, 
8, eco1, 1, 140433, 34, 23237.9, 11553.6, 186.2, 58.6, 94.2, 90.7, 0.29, 1089.9, 11, 92.2, 23.3, 5340.9, 1121.7, 109.9, 253.8, 62.6, 102.7, 55.2, 69.4, 388, 569.9, 12938.7, 9341.3, 2.3, 0.7, 14.1, 19, 0.3, 2.2, 0.3, 3.4, 0.3, 3.9, 6.8, 43.9, 498.3, 493.9, 0.1, -0.3, 0, 0.6, 0.8, 5.5, -1.1, 0, 0.7, 0.25, 0.02, 0, 0, 0.9, 1.9, 1051.2, 5.32, 0, 
9, eco1, 1, 140433, 39.5, 23229, 11537, 162.4, 50.7, 87.2, 83.2, 0.29, 1087.5, 9.9, 91.2, 22.9, 5334.1, 1120.5, 108.3, 225, 61.1, 104.9, 59.8, 73.2, 402.4, 569.1, 12916.5, 9341.1, 2.3, 0.7, 14.1, 19, 0.3, 2.1, 0.3, 3.4, 0.3, 4.1, 7.5, 43.8, 495.3, 494, 0.1, -0.3, 0, 0.5, 0.9, 4.8, -0.8, 0, 0.7, 0.53, 0.05, 0, 0, 0.9, 1.7, 1049.1, 4.98, 0, 
