Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10587.99, 1.0, 469.7, 0.0
0, eco3, 43338, 9796.68, 1.3, 455.6, 0.0
0, eco1, 93059, 9317.15, 0.5, 537.3, 0.0
1, eco2, 51531, 10687.67, 417.0, 471.4, 0.0
1, eco3, 43338, 9938.99, 454.0, 459.9, 0.0
1, eco1, 93059, 9412.95, 391.8, 540.4, 0.0
2, eco2, 51531, 10709.37, 415.3, 472.3, 0.0
2, eco3, 43338, 10028.75, 455.0, 463.2, 0.0
2, eco1, 93059, 9443.26, 390.7, 542.6, 0.0
3, eco2, 51531, 10729.30, 413.6, 472.6, 0.0
3, eco3, 43338, 10105.10, 455.9, 466.1, 0.0
3, eco1, 93059, 9469.65, 389.6, 544.2, 0.0
4, eco2, 51531, 10734.14, 412.2, 472.5, 0.0
4, eco3, 43338, 10164.48, 457.1, 468.7, 0.0
4, eco1, 93059, 9481.53, 388.6, 545.2, 0.0
5, eco2, 51531, 10729.03, 410.9, 472.3, 0.0
5, eco3, 43338, 10220.00, 458.7, 471.2, 0.0
5, eco1, 93059, 9489.01, 387.8, 546.0, 0.0
6, eco2, 51531, 10714.97, 409.5, 471.9, 0.0
6, eco3, 43338, 10269.24, 460.3, 473.8, 0.0
6, eco1, 93059, 9495.22, 386.7, 546.5, 0.0
7, eco2, 51531, 10697.52, 408.4, 471.6, 0.0
7, eco3, 43338, 10310.89, 461.8, 476.4, 0.0
7, eco1, 93059, 9491.17, 385.6, 546.8, 0.0
8, eco2, 51531, 10662.37, 407.2, 471.3, 0.0
8, eco3, 43338, 10343.78, 463.3, 479.0, 0.0
8, eco1, 93059, 9480.16, 384.3, 546.9, 0.0
9, eco2, 51531, 10620.92, 406.1, 471.1, 0.0
9, eco3, 43338, 10362.36, 464.8, 481.7, 0.0
9, eco1, 93059, 9449.58, 383.0, 546.8, 0.0
10, eco2, 51531, 10517.03, 403.7, 472.1, 0.0
10, eco3, 43338, 10320.83, 463.1, 486.2, 0.0
10, eco1, 93059, 9368.07, 379.2, 548.0, 0.0
11, eco2, 51531, 10481.59, 402.6, 471.5, 0.0
11, eco3, 43338, 10345.60, 464.5, 487.6, 0.0
11, eco1, 93059, 9353.39, 378.2, 546.8, 0.0
12, eco2, 51531, 10435.48, 401.3, 470.9, 0.0
12, eco3, 43338, 10358.65, 465.1, 489.1, 0.0
12, eco1, 93059, 9326.71, 376.3, 545.5, 0.0
13, eco2, 51531, 10384.72, 399.8, 470.5, 0.0
13, eco3, 43338, 10367.50, 465.8, 490.8, 0.0
13, eco1, 93059, 9301.62, 374.7, 544.4, 0.0
14, eco2, 51531, 10310.84, 398.4, 470.1, 0.0
14, eco3, 43338, 10362.02, 466.5, 492.6, 0.0
14, eco1, 93059, 9266.13, 373.8, 543.5, 0.0
15, eco2, 51531, 10260.57, 397.1, 469.8, 0.0
15, eco3, 43338, 10379.20, 466.8, 494.3, 0.0
15, eco1, 93059, 9248.37, 371.7, 542.5, 0.0
16, eco2, 51531, 10216.99, 395.5, 469.5, 0.0
16, eco3, 43338, 10397.56, 467.0, 496.1, 0.0
16, eco1, 93059, 9232.41, 369.3, 541.2, 0.0
17, eco2, 51531, 10170.05, 394.2, 469.2, 0.0
17, eco3, 43338, 10406.87, 467.9, 498.0, 0.0
17, eco1, 93059, 9207.07, 367.4, 540.0, 0.0
18, eco2, 51531, 10129.71, 392.4, 468.9, 0.0
18, eco3, 43338, 10417.08, 468.4, 499.9, 0.0
18, eco1, 93059, 9181.55, 366.2, 538.9, 0.0
19, eco2, 51531, 10083.97, 391.8, 468.7, 0.0
19, eco3, 43338, 10422.24, 469.0, 501.8, 0.0
19, eco1, 93059, 9155.36, 365.3, 538.1, 0.0
20, eco2, 51531, 9808.02, 339.3, 457.0, 0.0
20, eco3, 43338, 10261.05, 448.6, 501.6, 0.0
20, eco1, 93059, 8957.83, 297.0, 520.7, 0.0
21, eco2, 51531, 9670.20, 338.7, 444.1, 0.0
21, eco3, 43338, 10226.79, 447.0, 497.5, 0.0
21, eco1, 93059, 8847.66, 296.5, 504.5, 0.0
22, eco2, 51531, 9547.21, 338.3, 434.3, 0.0
22, eco3, 43338, 10196.05, 447.3, 494.8, 0.0
22, eco1, 93059, 8743.62, 297.8, 492.4, 0.0
23, eco2, 51531, 9422.28, 337.8, 426.8, 0.0
23, eco3, 43338, 10162.69, 447.4, 493.1, 0.0
23, eco1, 93059, 8641.85, 298.6, 483.4, 0.0
24, eco2, 51531, 9306.57, 337.1, 421.2, 0.0
24, eco3, 43338, 10132.92, 447.4, 492.1, 0.0
24, eco1, 93059, 8542.89, 299.1, 476.6, 0.0
25, eco2, 51531, 9197.70, 335.7, 416.7, 0.0
25, eco3, 43338, 10103.15, 446.9, 491.5, 0.0
25, eco1, 93059, 8446.33, 298.8, 471.4, 0.0
26, eco2, 51531, 9113.53, 334.2, 413.2, 0.0
26, eco3, 43338, 10078.13, 446.4, 491.2, 0.0
26, eco1, 93059, 8360.11, 298.7, 467.6, 0.0
27, eco2, 51531, 9039.55, 332.5, 410.2, 0.0
27, eco3, 43338, 10058.19, 445.6, 491.0, 0.0
27, eco1, 93059, 8290.00, 297.6, 464.4, 0.0
28, eco2, 51531, 8973.47, 330.4, 407.6, 0.0
28, eco3, 43338, 10052.50, 443.9, 490.7, 0.0
28, eco1, 93059, 8209.97, 295.9, 461.6, 0.0
29, eco2, 51531, 8905.65, 328.0, 405.2, 0.0
29, eco3, 43338, 10030.65, 441.6, 490.1, 0.0
29, eco1, 93059, 8131.74, 294.5, 459.2, 0.0
30, eco2, 51531, 8688.85, 320.9, 406.1, 0.0
30, eco3, 43338, 9847.29, 432.3, 491.3, 0.0
30, eco1, 93059, 7990.18, 290.9, 458.6, 0.0
31, eco2, 51531, 8641.49, 318.6, 401.9, 0.0
31, eco3, 43338, 9832.29, 430.4, 487.9, 0.0
31, eco1, 93059, 7918.52, 289.1, 455.7, 0.0
32, eco2, 51531, 8586.27, 315.6, 398.1, 0.0
32, eco3, 43338, 9817.56, 428.2, 485.1, 0.0
32, eco1, 93059, 7855.52, 287.4, 453.0, 0.0
33, eco2, 51531, 8535.70, 312.8, 394.6, 0.0
33, eco3, 43338, 9831.69, 425.2, 482.4, 0.0
33, eco1, 93059, 7789.24, 285.1, 450.4, 0.0
34, eco2, 51531, 8480.85, 309.7, 391.3, 0.0
34, eco3, 43338, 9811.45, 420.8, 479.4, 0.0
34, eco1, 93059, 7726.54, 282.4, 447.8, 0.0
35, eco2, 51531, 8426.72, 306.5, 388.2, 0.0
35, eco3, 43338, 9790.28, 417.5, 476.6, 0.0
35, eco1, 93059, 7668.15, 279.3, 445.0, 0.0
36, eco2, 51531, 8374.75, 303.2, 385.2, 0.0
36, eco3, 43338, 9769.76, 413.9, 473.8, 0.0
36, eco1, 93059, 7609.80, 276.0, 442.1, 0.0
37, eco2, 51531, 8321.07, 299.4, 382.2, 0.0
37, eco3, 43338, 9743.19, 409.8, 471.0, 0.0
37, eco1, 93059, 7551.26, 272.5, 438.9, 0.0
38, eco2, 51531, 8270.75, 295.6, 379.1, 0.0
38, eco3, 43338, 9716.67, 405.6, 468.0, 0.0
38, eco1, 93059, 7493.42, 268.8, 435.6, 0.0
39, eco2, 51531, 8219.13, 291.6, 376.0, 0.0
39, eco3, 43338, 9686.34, 401.0, 465.0, 0.0
39, eco1, 93059, 7437.71, 264.9, 432.1, 0.0
40, eco2, 51531, 8133.61, 302.6, 380.3, 0.0
40, eco3, 43338, 9403.47, 391.1, 468.7, 0.0
40, eco1, 93059, 7232.69, 276.7, 440.1, 0.0
41, eco2, 51531, 8158.89, 301.5, 380.5, 0.0
