Time, Ecoregion, NumSites,LiveB, AG_NPP, LitterB, ExternalGrowthReduction
0, eco2, 51531, 10587.18, 1.0, 469.7, 0.0
0, eco3, 43338, 9795.04, 1.3, 455.6, 0.0
0, eco1, 93059, 9315.46, 0.5, 537.3, 0.0
1, eco2, 51531, 10688.55, 416.9, 471.4, 0.0
1, eco3, 43338, 9937.86, 453.9, 459.8, 0.0
1, eco1, 93059, 9411.71, 391.7, 540.4, 0.0
2, eco2, 51531, 10702.41, 415.1, 472.2, 0.0
2, eco3, 43338, 10019.74, 455.0, 463.2, 0.0
2, eco1, 93059, 9436.09, 390.6, 542.5, 0.0
3, eco2, 51531, 10697.03, 413.8, 472.6, 0.0
3, eco3, 43338, 10077.35, 456.2, 466.2, 0.0
3, eco1, 93059, 9443.83, 389.5, 544.1, 0.0
4, eco2, 51531, 10660.84, 413.6, 473.0, 0.0
4, eco3, 43338, 10118.41, 458.1, 469.2, 0.0
4, eco1, 93059, 9443.77, 388.6, 545.2, 0.0
5, eco2, 51531, 10637.28, 412.6, 473.3, 0.0
5, eco3, 43338, 10161.28, 459.8, 472.0, 0.0
5, eco1, 93059, 9438.22, 387.6, 546.0, 0.0
6, eco2, 51531, 10597.71, 411.3, 473.4, 0.0
6, eco3, 43338, 10192.26, 461.1, 474.7, 0.0
6, eco1, 93059, 9419.53, 386.1, 546.4, 0.0
7, eco2, 51531, 10552.17, 410.1, 473.5, 0.0
7, eco3, 43338, 10213.21, 462.6, 477.5, 0.0
7, eco1, 93059, 9389.91, 384.7, 546.6, 0.0
8, eco2, 51531, 10503.00, 408.7, 473.5, 0.0
8, eco3, 43338, 10230.41, 463.7, 480.2, 0.0
8, eco1, 93059, 9363.46, 383.2, 546.5, 0.0
9, eco2, 51531, 10439.57, 407.2, 473.4, 0.0
9, eco3, 43338, 10239.47, 464.7, 482.8, 0.0
9, eco1, 93059, 9328.25, 381.4, 546.2, 0.0
10, eco2, 51531, 10165.30, 395.4, 479.0, 0.0
10, eco3, 43338, 10176.13, 461.4, 486.8, 0.0
10, eco1, 93059, 9266.29, 378.5, 545.8, 0.0
11, eco2, 51531, 10105.35, 396.8, 475.4, 0.0
11, eco3, 43338, 10182.64, 462.4, 487.8, 0.0
11, eco1, 93059, 9224.98, 376.5, 544.7, 0.0
12, eco2, 51531, 10034.38, 394.3, 472.3, 0.0
12, eco3, 43338, 10181.59, 462.6, 488.9, 0.0
12, eco1, 93059, 9176.27, 374.3, 543.5, 0.0
13, eco2, 51531, 9966.53, 392.1, 469.7, 0.0
13, eco3, 43338, 10179.80, 462.8, 490.2, 0.0
13, eco1, 93059, 9128.56, 372.4, 542.3, 0.0
14, eco2, 51531, 9888.89, 390.6, 467.7, 0.0
14, eco3, 43338, 10170.68, 463.0, 491.6, 0.0
14, eco1, 93059, 9077.99, 370.1, 541.0, 0.0
15, eco2, 51531, 9821.57, 388.1, 465.8, 0.0
15, eco3, 43338, 10174.80, 463.2, 493.1, 0.0
15, eco1, 93059, 9035.53, 367.5, 539.6, 0.0
16, eco2, 51531, 9727.46, 385.0, 464.0, 0.0
16, eco3, 43338, 10169.13, 463.5, 494.7, 0.0
16, eco1, 93059, 8994.57, 364.9, 538.0, 0.0
17, eco2, 51531, 9632.51, 380.8, 462.0, 0.0
17, eco3, 43338, 10159.48, 463.3, 496.2, 0.0
17, eco1, 93059, 8944.05, 362.0, 536.2, 0.0
18, eco2, 51531, 9528.99, 375.7, 459.5, 0.0
18, eco3, 43338, 10143.32, 462.7, 497.7, 0.0
18, eco1, 93059, 8886.27, 359.9, 534.5, 0.0
19, eco2, 51531, 9417.16, 371.5, 457.0, 0.0
19, eco3, 43338, 10120.15, 462.2, 499.0, 0.0
19, eco1, 93059, 8825.45, 358.3, 532.9, 0.0
20, eco2, 51531, 9184.57, 351.6, 452.2, 0.0
20, eco3, 43338, 9979.20, 455.5, 501.7, 0.0
20, eco1, 93059, 8674.25, 336.2, 526.6, 0.0
21, eco2, 51531, 9042.46, 348.2, 445.9, 0.0
21, eco3, 43338, 9937.94, 455.5, 501.0, 0.0
21, eco1, 93059, 8562.66, 334.6, 520.4, 0.0
22, eco2, 51531, 8911.04, 345.7, 440.8, 0.0
22, eco3, 43338, 9901.17, 455.3, 500.8, 0.0
22, eco1, 93059, 8453.61, 332.7, 515.2, 0.0
23, eco2, 51531, 8789.87, 343.1, 436.6, 0.0
23, eco3, 43338, 9866.48, 455.2, 500.9, 0.0
23, eco1, 93059, 8355.00, 330.8, 510.8, 0.0
24, eco2, 51531, 8680.18, 341.0, 433.3, 0.0
24, eco3, 43338, 9827.76, 454.8, 501.3, 0.0
24, eco1, 93059, 8251.67, 328.4, 506.9, 0.0
25, eco2, 51531, 8585.22, 338.4, 430.4, 0.0
25, eco3, 43338, 9793.40, 454.1, 501.8, 0.0
25, eco1, 93059, 8155.71, 325.8, 503.4, 0.0
26, eco2, 51531, 8514.80, 336.1, 427.9, 0.0
26, eco3, 43338, 9779.05, 453.4, 502.3, 0.0
26, eco1, 93059, 8099.29, 323.5, 500.1, 0.0
27, eco2, 51531, 8456.62, 333.2, 425.5, 0.0
27, eco3, 43338, 9781.71, 452.1, 502.7, 0.0
27, eco1, 93059, 8040.87, 320.6, 497.0, 0.0
28, eco2, 51531, 8396.86, 330.9, 423.3, 0.0
28, eco3, 43338, 9768.96, 450.0, 502.6, 0.0
28, eco1, 93059, 7984.85, 318.4, 494.0, 0.0
29, eco2, 51531, 8348.32, 328.8, 421.3, 0.0
29, eco3, 43338, 9761.92, 448.8, 502.6, 0.0
29, eco1, 93059, 7937.56, 316.1, 491.2, 0.0
30, eco2, 51531, 8012.46, 315.2, 427.9, 0.0
30, eco3, 43338, 9589.97, 439.6, 504.8, 0.0
30, eco1, 93059, 7803.60, 310.3, 490.1, 0.0
31, eco2, 51531, 7981.40, 315.0, 421.4, 0.0
31, eco3, 43338, 9589.81, 438.5, 501.8, 0.0
31, eco1, 93059, 7766.11, 308.0, 486.3, 0.0
32, eco2, 51531, 7950.78, 311.6, 415.5, 0.0
32, eco3, 43338, 9613.29, 435.9, 499.3, 0.0
32, eco1, 93059, 7734.05, 305.0, 482.5, 0.0
33, eco2, 51531, 7921.74, 310.1, 410.8, 0.0
33, eco3, 43338, 9615.72, 432.8, 496.8, 0.0
33, eco1, 93059, 7697.98, 301.9, 478.9, 0.0
34, eco2, 51531, 7893.67, 307.0, 406.5, 0.0
34, eco3, 43338, 9611.31, 429.8, 494.3, 0.0
34, eco1, 93059, 7664.34, 298.8, 475.2, 0.0
35, eco2, 51531, 7869.79, 304.9, 402.7, 0.0
35, eco3, 43338, 9608.06, 427.2, 492.1, 0.0
35, eco1, 93059, 7633.68, 295.5, 471.6, 0.0
36, eco2, 51531, 7843.50, 301.7, 399.2, 0.0
36, eco3, 43338, 9602.20, 424.0, 489.9, 0.0
36, eco1, 93059, 7602.30, 291.8, 467.9, 0.0
37, eco2, 51531, 7822.87, 299.0, 395.9, 0.0
37, eco3, 43338, 9595.44, 420.6, 487.6, 0.0
37, eco1, 93059, 7571.56, 287.9, 464.0, 0.0
38, eco2, 51531, 7802.90, 295.7, 392.7, 0.0
38, eco3, 43338, 9587.03, 416.6, 485.1, 0.0
38, eco1, 93059, 7540.50, 283.7, 460.0, 0.0
39, eco2, 51531, 7782.23, 292.5, 389.6, 0.0
39, eco3, 43338, 9576.99, 412.4, 482.5, 0.0
39, eco1, 93059, 7509.66, 279.3, 455.8, 0.0
40, eco2, 51531, 7705.86, 287.1, 388.2, 0.0
40, eco3, 43338, 9459.89, 399.5, 479.5, 0.0
40, eco1, 93059, 7423.07, 272.4, 452.2, 0.0
41, eco2, 51531, 7715.30, 284.0, 384.2, 0.0
41, eco3, 43338, 9463.75, 394.2, 473.8, 0.0
41, eco1, 93059, 7401.37, 267.7, 446.8, 0.0
42, eco2, 51531, 7722.83, 279.7, 380.2, 0.0
42, eco3, 43338, 9467.12, 388.0, 468.1, 0.0
42, eco1, 93059, 7377.38, 262.4, 441.2, 0.0
43, eco2, 51531, 7729.94, 275.3, 376.1, 0.0
43, eco3, 43338, 9466.21, 381.8, 462.4, 0.0
43, eco1, 93059, 7352.27, 257.2, 435.5, 0.0
44, eco2, 51531, 7733.79, 271.3, 372.0, 0.0
44, eco3, 43338, 9458.87, 375.0, 456.7, 0.0
44, eco1, 93059, 7323.01, 251.9, 429.6, 0.0
45, eco2, 51531, 7732.89, 266.8, 367.9, 0.0
45, eco3, 43338, 9446.73, 368.1, 450.8, 0.0
45, eco1, 93059, 7287.91, 246.9, 423.8, 0.0
46, eco2, 51531, 7725.69, 262.7, 363.7, 0.0
46, eco3, 43338, 9426.64, 361.1, 444.9, 0.0
46, eco1, 93059, 7247.10, 242.4, 418.2, 0.0
47, eco2, 51531, 7714.60, 258.7, 359.6, 0.0
47, eco3, 43338, 9402.45, 354.3, 438.8, 0.0
47, eco1, 93059, 7202.99, 238.9, 412.8, 0.0
48, eco2, 51531, 7699.34, 255.5, 355.7, 0.0
48, eco3, 43338, 9373.67, 348.0, 432.8, 0.0
48, eco1, 93059, 7156.98, 236.3, 408.0, 0.0
49, eco2, 51531, 7683.83, 252.6, 351.9, 0.0
49, eco3, 43338, 9339.61, 342.3, 427.0, 0.0
49, eco1, 93059, 7111.65, 234.2, 403.7, 0.0
50, eco2, 51531, 7481.86, 246.3, 351.6, 0.0
50, eco3, 43338, 9152.75, 333.1, 423.5, 0.0
50, eco1, 93059, 6974.27, 231.2, 401.7, 0.0
51, eco2, 51531, 7473.14, 243.9, 346.3, 0.0
51, eco3, 43338, 9119.07, 328.0, 416.1, 0.0
51, eco1, 93059, 6932.51, 229.3, 397.4, 0.0
52, eco2, 51531, 7462.97, 241.3, 341.5, 0.0
52, eco3, 43338, 9082.86, 322.7, 409.1, 0.0
52, eco1, 93059, 6891.42, 227.2, 393.4, 0.0
53, eco2, 51531, 7451.35, 239.0, 337.1, 0.0
53, eco3, 43338, 9045.29, 317.4, 402.4, 0.0
53, eco1, 93059, 6851.42, 225.1, 389.7, 0.0
54, eco2, 51531, 7440.78, 236.4, 332.9, 0.0
54, eco3, 43338, 9008.54, 312.0, 395.8, 0.0
54, eco1, 93059, 6811.59, 222.9, 386.1, 0.0
55, eco2, 51531, 7429.92, 234.1, 329.0, 0.0
55, eco3, 43338, 8971.76, 306.7, 389.3, 0.0
55, eco1, 93059, 6773.06, 220.7, 382.7, 0.0
56, eco2, 51531, 7416.64, 231.4, 325.2, 0.0
56, eco3, 43338, 8932.79, 301.3, 382.8, 0.0
56, eco1, 93059, 6735.01, 218.4, 379.3, 0.0
57, eco2, 51531, 7405.14, 229.0, 321.5, 0.0
57, eco3, 43338, 8894.38, 296.0, 376.3, 0.0
57, eco1, 93059, 6697.74, 216.2, 376.0, 0.0
